date,KICL,WO_HARD,WO_RL_COMPLETION,WO_REGIME_SPLIT,Baseline
2025-03-19,1.0,1.0,1.0,1.0,1.0
2025-03-20,0.9996370036002672,0.9977401456151462,1.0011037239721692,1.0024031944186689,1.0011027597672029
2025-03-21,1.012084869837686,1.009582149650922,1.0043676978124332,1.012213734153163,1.0044018105759631
2025-03-24,1.0679684693281544,1.0519520253159746,1.0469066585904587,1.060963873381808,1.046942247532452
2025-03-25,1.081747967112644,1.066675137663582,1.060310835086342,1.0745480328652457,1.0603468796949944
2025-03-26,1.0393319475875695,1.0313035585610189,1.024092735205547,1.03415318625192,1.0241197598411145
2025-03-27,1.038060397076065,1.0208782203905022,1.0222820259784742,1.03241578699082,1.0223094798116237
2025-03-28,1.0056203386008558,0.981060595871572,0.990335051800182,1.0001521262298008,0.9903616476832976
2025-03-31,1.0005874359582565,0.9738462126100456,0.9856873660088408,0.9953967978771836,0.9857138370763115
2025-04-01,1.0200487840802168,0.9880462287111936,1.0046118187871949,1.016038941941687,1.0046286714673016
2025-04-02,1.0377927324347902,1.0049405169158347,1.022087238107485,1.0337131383070162,1.0221043839432626
2025-04-03,0.9686706953772116,0.9369215619523544,0.9540112632615316,0.9639759593059942,0.9540272671013608
2025-04-04,0.8912149976597584,0.8641623201729902,0.8777277456751391,0.8868956565083326,0.8777424698349013
2025-04-07,0.9039051010124914,0.8740257743639485,0.8876516968125856,0.897758858000197,0.8876627824478368
2025-04-08,0.8823558027712867,0.8531563387879,0.8669457204281368,0.8769406424485515,0.8669559436129243
2025-04-09,1.0255569298524347,0.9935919231312204,1.0065439336374071,1.0205707625915552,1.006553052332992
2025-04-10,0.9601890086751408,0.9326658763456708,0.9431374341915156,0.955343434322699,0.9431463684758028
2025-04-11,0.982163915538506,0.9461871890359942,0.9745759372006948,0.9786033300056652,0.9745796326602048
2025-04-14,0.9896512897057712,0.950003914633692,0.9787665768285962,0.9850906729081952,0.978757639072789
2025-04-15,0.9890252696311383,0.9551673983334956,0.9751434742130553,0.982535231900688,0.9751422883169384
2025-04-16,0.954641507168794,0.9263951329484054,0.9402198999407884,0.9476659571444388,0.940217907911383
2025-04-17,0.9509214402352304,0.9275691660266656,0.9387011967608048,0.9434249434629428,0.938703125449901
2025-04-21,0.9192600155860626,0.899110959591249,0.904168115293679,0.9098898887980904,0.9041681103322436
2025-04-22,0.9485885098447444,0.930547833951476,0.936133685270428,0.9395682301946884,0.936131564154349
2025-04-23,0.9715664677551435,0.9532693196377496,0.9600039433197136,0.963979606286304,0.959998325379458
2025-04-24,1.006285925333565,0.9827145964695246,1.0002881398830883,0.9944044567934684,1.00026407103549
2025-04-25,1.048192425963025,1.02078024874626,1.035652302104316,1.033996108994899,1.035628022192405
2025-04-28,1.0481453678712214,1.0154098861183531,1.0372706643557943,1.034583221528754,1.037247373053306
2025-04-29,1.0611018390711513,1.0270857923766534,1.0519973168574697,1.047024357174834,1.0519770150446912
2025-04-30,1.0489458709200787,1.0184636942273408,1.0418033054320626,1.035339297699974,1.0417861031744358
2025-05-01,1.0627357973790903,1.0259691787238534,1.055986823138565,1.0494891508402813,1.055965929290886
2025-05-02,1.0990867331131708,1.0559428659367929,1.0948111947109214,1.0848175702829783,1.094775938728546
2025-05-05,1.085741454772308,1.0476572727978395,1.068425453345103,1.0697865396219002,1.0683451219634457
2025-05-06,1.0806308698541314,1.0482692170049537,1.0537706406379792,1.0588484937861546,1.053726934788213
2025-05-07,1.0862576959447672,1.061518237239894,1.0605988915308109,1.065095612514887,1.060552799830639
2025-05-08,1.1292702321998214,1.0884211017031027,1.102494872430102,1.1020908437838286,1.1024882466686747
2025-05-09,1.122921236461335,1.0972221064120002,1.086577208970562,1.0938413690806497,1.0864931622593934
2025-05-12,1.1518610234172892,1.109496813033264,1.1153554582665948,1.1216396706708045,1.1152691855587953
2025-05-13,1.18647080408534,1.1461673822667413,1.148868362161022,1.1553413952723823,1.1487794972312149
2025-05-14,1.2030272129750508,1.1521376363908649,1.162374743837962,1.1688532003069585,1.1622877108515657
2025-05-15,1.1835245708390345,1.1329724303098785,1.1435311313140568,1.1499045635435798,1.1434455092460247
2025-05-16,1.1939833445114585,1.1433320824193771,1.1526740465140737,1.159771576439589,1.1525877398688702
2025-05-19,1.185373540925146,1.140868890745785,1.14414440764763,1.15141092394555,1.1440587396604387
2025-05-20,1.1812837718707037,1.1376997508381912,1.1466236008192034,1.149357822853219,1.1465282027932566
