method,run_name,trained_cumulative_return,baseline_cumulative_return,trained_sharpe,baseline_sharpe,trained_max_drawdown,baseline_max_drawdown
KICL,Sven_Carlin_Ph.D._20260316_014418,0.18160140126283797,0.1769646110676899,0.9449039964055902,0.9544960959306737,0.12034081745840318,0.1203408174454776
WO_BC_ANCHOR,Sven_Carlin_Ph.D._20260321_144811,0.1928711118697306,0.1769646110676899,1.0194108144504994,0.9544960959306737,0.12034081744855843,0.1203408174454776
WO_ENTRY_PEN,Sven_Carlin_Ph.D._20260321_194033,0.20832518292675917,0.1769646110676899,1.0993706868813526,0.9544960959306737,0.12034081745207355,0.1203408174454776
WO_FIDELITY,Sven_Carlin_Ph.D._20260321_162814,0.17356660368331922,0.1769646110676899,0.9380853174077864,0.9544960959306737,0.12034081745662602,0.1203408174454776
WO_HARD,Sven_Carlin_Ph.D._20260321_015904,0.16751111272519115,0.1769646110676899,1.0140196305790046,0.9544960959306737,0.1468726568495517,0.1203408174454776
WO_MKT_FACTORS,Sven_Carlin_Ph.D._20260321_211641,0.20657652957843387,0.1769646110676899,1.0835462876264417,0.9544960959306737,0.12034081746359142,0.1203408174454776
WO_REV_PEN,Sven_Carlin_Ph.D._20260321_180404,0.2080198042288781,0.1769646110676899,1.0522733353277431,0.9544960959306737,0.12034081745188335,0.1203408174454776
WO_RL_COMPLETION,Sven_Carlin_Ph.D._20260321_162411,0.1769580846494878,0.1769646110676899,0.9545022978760156,0.9544960959306737,0.12034081744546322,0.1203408174454776
WO_SOFT,Sven_Carlin_Ph.D._20260322_131142,0.1629772340173341,0.1769646110676899,0.8981840060623475,0.9544960959306737,0.12034081745188335,0.1203408174454776
WO_REGIME_SPLIT,Sven_Carlin_Ph.D._20260321_225235,0.2226886005192663,0.1769646110676899,1.1449932239968506,0.9544960959306737,0.12034081746324721,0.1203408174454776
