method,run_name,cumulative_return,sharpe,max_drawdown
KICL,EliteOptions2_20260320_161843,0.25560343854872825,0.8994760364233079,0.18432404516780346
WO_BC_ANCHOR,EliteOptions2_20260321_144810,0.24408476501889442,0.86899407795776,0.18028933272130987
WO_ENTRY_PEN,EliteOptions2_20260321_194032,0.23244010225157408,0.8379317472025688,0.18189047042598452
WO_FIDELITY,EliteOptions2_20260321_162814,0.2058926068880722,0.7721826145063373,0.1930810268190086
WO_HARD,EliteOptions2_20260321_003328,0.09300567695678374,0.5588924135515564,0.1097551708588667
WO_MKT_FACTORS,EliteOptions2_20260321_211641,0.25341071786476466,0.8931263299262512,0.1827893667672898
WO_REV_PEN,EliteOptions2_20260321_180404,0.250174804718186,0.8828072569817487,0.1862158523395596
WO_RL_COMPLETION,EliteOptions2_20260321_162411,0.24060965599565365,0.864999725077375,0.185508721288926
WO_SOFT,EliteOptions2_20260321_131414,0.21163220366232127,0.7892922595088177,0.18517974472730106
WO_REGIME_SPLIT,EliteOptions2_20260321_225234,0.1937975163562633,0.7473268144818919,0.19610439206669872
