step,critic_loss,value_loss,actor_loss,loss_fit,loss_align,loss_entry,loss_rev,reward_mean,done_ratio,adv_mean,adv_std,weight_mean,weight_max,policy_abs_mean,baseline_abs_mean,behavior_abs_mean
100,53.77869203292663,0.6916027415476037,0.003598495967889903,0.00358428878174891,0.0003551805758615956,0.0,0.0,-0.00019238277498516255,0.01015625,-0.43388643723679704,0.6910292686009779,1.6176201631128788,15.688309714198112,0.006748871672898531,0.010500595234334468,0.013182488428428769
200,330890.590446167,3090.4702751159666,0.04194238059106283,0.04193348929984495,0.00022228710826311727,0.0,0.0,-0.00018721390835708008,0.010078125,-35.31969197034836,66.36131506919861,22.09919472694397,100.0,0.007580537314061076,0.01035927896387875,0.0132201904989779
300,9922126.58125,73531.07709960938,0.05118650533258915,0.05117958465591073,0.00017301910175774538,0.0,0.0,-0.00018966673480463214,0.0102734375,-215.42339739322662,401.02877700805664,24.96005404472351,100.0,0.007962220591725782,0.010487782792188228,0.013240752071142196
400,8575931.65,95711.011953125,0.044317252920009195,0.044301147505175324,0.0004026418634748552,0.0,0.0,-0.00021468554274179042,0.0103125,-99.58926927566529,356.1071112060547,30.870056648254394,100.0,0.005981022224295885,0.01037985916249454,0.013108143135905265
500,1838774.6371875,24212.41998046875,0.01509012606809847,0.015071058156900108,0.00047669912135461345,0.0,0.0,-0.00017654596653301268,0.010390625,-116.81247993469238,186.021847076416,22.507621002197265,100.0,0.0056981726270169016,0.010596392466686666,0.013326589353382587
600,597413.90015625,8887.175087890624,0.012389243391808122,0.012371020037680864,0.0004555847878509667,0.0,0.0,-0.00021654773139744064,0.0100390625,-70.31086238861084,118.20683044433594,23.19390649795532,100.0,0.005758674588287249,0.010491266930475831,0.013167279539629817
700,224876.455546875,4020.8734423828123,0.012113477598177269,0.012094806386157871,0.0004667811810213607,0.0,0.0,-0.00019624583044787868,0.010234375,-39.55166854858398,82.0885013961792,26.066152477264403,100.0,0.005669643469154835,0.010351181402802468,0.01323688866570592
800,69878.77671875,1951.7931164550782,0.014656033901264891,0.014637140162521973,0.00047234392477548683,0.0,0.0,-0.00018648575147381052,0.0103125,-19.477960848808287,58.97586563110352,32.879268436431886,100.0,0.00577936974586919,0.010489270351827144,0.013169731637462974
900,13812.758278808593,728.3418527221679,0.01769273167476058,0.017673151351045815,0.0004895065621531103,0.0,0.0,-0.00019085510648437777,0.010234375,-6.694029875993729,36.82756362915039,40.38277780532837,100.0,0.005702102885115892,0.010490554086863994,0.013205392388626933
1000,2029.030225830078,209.42947807312012,0.0216007441165857,0.021581404397729785,0.00048349200886150357,0.0,0.0,-0.00017323823150945826,0.01015625,-2.892501030266285,20.463280057907106,38.94478075027466,100.0,0.005743652540259063,0.010469748107716441,0.013252764269709586
1100,663.8263385009766,91.16313442230225,0.021306161263491958,0.021287074440624564,0.0004771684187289793,0.0,0.0,-0.00021659716861904599,0.0101953125,-3.3372835820913314,14.477583379745484,32.49352586746216,100.0,0.005789619877468795,0.010419700709171593,0.013191901035606862
1200,2973.2534158325197,136.138384513855,0.020210044015257153,0.020191100513320636,0.0004735896819329355,0.0,0.0,-0.00020409313525306062,0.0101953125,-9.137117255032063,19.95329107284546,29.080304250717163,100.0,0.006091001546010375,0.010332318781875073,0.013154188934713602
1300,6593.604519042969,993.4788539505005,0.026921947039445514,0.02689880893401696,0.0005784508891520091,0.0,0.0,-0.00016649865836370736,0.0103515625,-3.6771724826097487,36.08588480949402,36.36464713096618,100.0,0.005428011376643553,0.010603884318843484,0.013284761384129524
1400,1426.0120126342774,154.03033142089845,0.016952153968813947,0.016932688487449922,0.0004866382670297753,0.0,0.0,-0.00021186709855101072,0.010234375,-4.399381226301193,16.481372718811034,32.18823540687561,100.0,0.006078553481493145,0.010528630604967474,0.013217165600508451
1500,540.1491786193848,68.00771657943726,0.02151319483295083,0.021493634753860534,0.0004890040171449073,0.0,0.0,-0.00019455558562185614,0.0101171875,-3.4132559795677664,12.394512758255004,33.57444957733154,100.0,0.0058713639061897995,0.010366169735789299,0.013211593646556139
1600,375.45633880615236,45.9325482749939,0.01958089385239873,0.01956138307810761,0.0004877688370470423,0.0,0.0,-0.00018738212762400508,0.0102734375,-2.7574603962898254,10.345648412704469,33.191638488769534,100.0,0.005932061555795371,0.010456907241605222,0.013174658194184303
1700,630.7350491333008,53.624631843566895,0.025589277045000927,0.025568981793439888,0.0005073770807939582,0.0,0.0,-0.00020678063941886648,0.0103125,-1.983188334107399,10.772111225128175,38.148308296203616,100.0,0.00571162395295687,0.01040298410691321,0.013124457644298673
1800,2519.4803787231444,153.9457809829712,0.025961190921061642,0.02594127588658921,0.0004978812090121209,0.0,0.0,-0.0001651068108913023,0.0101171875,-4.590629201233387,14.681987285614014,37.40967164039612,100.0,0.0059218996367417275,0.010552086536772549,0.013324977997690439
1900,1760.6043218994141,152.70156066894532,0.023906265527602954,0.023884868190814357,0.0005349316222418566,0.0,0.0,-0.00022268541491939685,0.0102734375,-5.2316100370883944,14.938290710449218,35.70349971294403,100.0,0.005726266647689045,0.010436571855098008,0.013151262588799
2000,1041.4721279907226,99.40064472198486,0.023441519886109746,0.02342126509989612,0.0005063695255375933,0.0,0.0,-0.00020391894853673875,0.0101953125,-4.718552139773965,13.106772727966309,34.01073013305664,100.0,0.0057165876100771125,0.010390680534765124,0.013250370807945729
2100,832.2511218261719,81.87086475372314,0.021863984662777513,0.021843900014209792,0.0005021163343917578,0.0,0.0,-0.00018040954280877487,0.010390625,-3.8732998609542846,11.66400472164154,34.87385118961334,100.0,0.0060079133394174275,0.010571811124682426,0.01323529458604753
2200,950.6313487243652,83.96276943206787,0.021413392215326895,0.02139275972287578,0.0005158105755981524,0.0,0.0,-0.00019238277498516255,0.01015625,-4.264872600883246,11.465288429260253,34.29006426811218,100.0,0.005806704172864556,0.010500595234334468,0.013182488428428769
2300,666.0732141113281,68.22356967926025,0.023065595014031715,0.02304594654555217,0.0004912107402924448,0.0,0.0,-0.00018721390835708008,0.010078125,-3.6326363834738733,10.787842178344727,34.77917157173157,100.0,0.005851051809731871,0.01035927896387875,0.0132201904989779
2400,1189.1685939025879,110.83651405334473,0.022485990357017725,0.02246575395416585,0.0005059105169493705,0.0,0.0,-0.00018966673480463214,0.0102734375,-4.93722863048315,12.374879150390624,34.4099694108963,100.0,0.005896262424066663,0.010487782792188228,0.013240752071142196
2500,4107.01679901123,276.3966743850708,0.021611039266681474,0.021591873842388986,0.00047913652611896395,0.0,0.0,-0.00021468554274179042,0.0103125,-9.413601310998201,19.55675295829773,32.415030868053435,100.0,0.005977981456089765,0.01037985916249454,0.013108143135905265
2600,6072.374991455078,456.97549476623533,0.023354434801894967,0.02333359443245229,0.0005210119686671533,0.0,0.0,-0.00017654596653301268,0.010390625,-9.465336817204951,21.692859754562377,35.39603965520859,100.0,0.005930921658873558,0.010596392466686666,0.013326589353382587
2700,1764.5034182739257,179.1486285018921,0.024551249560681755,0.02453150383220418,0.0004936434121918864,0.0,0.0,-0.00021654773139744064,0.0100390625,-4.8241154219210145,14.676247301101684,36.811482458114625,100.0,0.006127879419364035,0.010491266930475831,0.013167279539629817
2800,1289.0239631652832,111.14864200592041,0.021926030064641965,0.021906642405920138,0.000484689143486321,0.0,0.0,-0.00019624583044787868,0.010234375,-4.6927872779965405,12.302198166847228,35.50600559234619,100.0,0.005822457436006516,0.010351181402802468,0.01323688866570592
2900,1433.1168659973146,113.07084789276124,0.022508945205554482,0.022489626168782875,0.00048297324232407843,0.0,0.0,-0.00018648575147381052,0.0103125,-4.655253232717514,11.79622838973999,35.49041166782379,100.0,0.006204071845859289,0.010489270351827144,0.013169731637462974
3000,1054.4385389709473,92.87032314300536,0.025592450143012684,0.025572995080801776,0.0004863728160853498,0.0,0.0,-0.00019085510648437777,0.010234375,-3.9993756291270257,11.160873970985413,35.84065102100372,100.0,0.005961389055009932,0.010490554086863994,0.013205392388626933
3100,1289.484370574951,111.67125198364258,0.022877374859817792,0.022857756573976075,0.000490458148997277,0.0,0.0,-0.00017323823150945826,0.01015625,-4.707840628623963,11.743514447212219,36.28645232200623,100.0,0.005871642159763724,0.010469748107716441,0.013252764269709586
3200,4167.884490203857,349.3954933166504,0.026894742638960453,0.02687520208192499,0.0004885146362357773,0.0,0.0,-0.00021659716861904599,0.0101953125,-7.900433891713619,17.971598324775695,38.110890219211576,100.0,0.005911935807671398,0.010419700709171593,0.013191901035606862
3300,10452.250853881837,873.5236921691894,0.030398852512334998,0.03037967490179959,0.00047944381018169227,0.0,0.0,-0.00020409313525306062,0.0101953125,-12.105236363410949,29.775087480545043,39.16079870820045,100.0,0.005697637228295207,0.010332318781875073,0.013154188934713602
