companies_total,mentioned_once_companies,mentioned_once_pct,mentioned_ge2_companies,mentioned_ge2_pct,mentions_count,mentions_mean,mentions_median,mentions_p25,mentions_p50,mentions_p75,mentions_p90,mentions_max
6774,4204,0.6206082078535577,2570,0.37939179214644225,6774,7.192500738116327,1.0,1.0,1.0,3.0,9.0,1491.0
