companies_with_min_directional_mentions,companies_with_reversal,reversal_rate,ttf_count,ttf_median_days,ttf_p90_days,ttf_max_days
2228,1297,0.5821364452423698,1297,179.8426736111111,753.9079328703712,1403.231435185185
