date,step_50000,step_100000,step_200000,step_300000,step_500000
2024-05-13,1.0,1.0,1.0,1.0,1.0
2024-05-14,1.0716241767843186,1.0716241767843186,1.0716241767843186,1.0716241767843186,1.0716241767843186
2024-05-15,1.0230991484869143,1.0230991484869143,1.0230991484869143,1.0230991484869143,1.0230991484869143
2024-05-16,1.0056694550639882,1.0056694550639882,1.0056694550639882,1.0056694550639882,1.0056694550639882
2024-05-17,1.0100121478653272,1.0100121478653272,1.0100121478653272,1.0100121478653272,1.0100121478653272
2024-05-20,0.9912620773936602,0.9912620773936602,0.9912620773936602,0.9912620773936602,0.9912620773936602
2024-05-21,0.9863617726640398,0.9863617726640398,0.9863617726640398,0.9863617726640398,0.9863617726640398
2024-05-22,0.9700471240027904,0.9700471240027904,0.9700471240027904,0.9700471240027904,0.9700471240027904
2024-05-23,0.9591903024519998,0.9591903024519998,0.9591903024519998,0.9591903024519998,0.9591903024519998
2024-05-24,0.9843111643703136,0.983857446606526,0.9843111643703136,0.9843111643703136,0.9843111643703136
2024-05-28,1.0171739159150084,1.0167050500815018,1.0171739159150084,1.0171739159150084,1.0171739159150084
2024-05-29,1.017094654252798,1.016625824954917,1.017094654252798,1.017094654252798,1.017094654252798
2024-05-30,0.9859811014956612,0.9855266139751486,0.9859811014956612,0.9859811014956612,0.9859811014956612
2024-05-31,0.9872279295321246,0.9867728672868206,0.9872279295321246,0.9872279295321246,0.9872279295321246
2024-06-03,0.985427664143776,0.9849734317299478,0.985427664143776,0.985427664143776,0.985427664143776
2024-06-04,0.9967338289565914,0.9962743849714618,0.9967338289565914,0.9967338289565914,0.9967338289565914
2024-06-05,1.0481212686797796,1.0476381376787125,1.0481212686797796,1.0481212686797796,1.0481212686797796
2024-06-06,1.0380212140971736,1.03707690605466,1.0381090600719507,1.0381585285372912,1.0376805294593523
2024-06-07,1.0404787890578373,1.0400827489836817,1.0404887038818835,1.040581457789788,1.0406699724131434
2024-06-10,1.0369490969579132,1.0365544003993925,1.0369589781471786,1.037051417399235,1.037139631747976
2024-06-11,1.032380970585546,1.031988012804525,1.032390808244689,1.032482840269248,1.0325706660026812
2024-06-12,1.0288984849724914,1.0286291157196543,1.0289210529009625,1.029060128657543,1.0292098725080612
2024-06-13,1.0072556901647942,1.0069919870719837,1.0072777833787503,1.0074139336882568,1.0075605276892243
2024-06-14,1.0202413340251284,1.0199742312449478,1.0202637120670692,1.020401617640356,1.020550101546248
2024-06-17,1.0234452941510346,1.023177352562791,1.023467742468852,1.0236060811200227,1.0237550313239343
2024-06-18,1.0023433875738277,1.0020809705391636,1.002365373041009,1.0025008593567302,1.0026467384308946
2024-06-20,0.9872968716149408,0.9830438305492885,0.9838543643933888,0.9822362925231308,0.9841793276479897
2024-06-21,0.976278053790967,0.971682140594694,0.9728739669888676,0.9713361998846384,0.9726403314618912
2024-06-24,0.9703059214769294,0.965738122608952,0.9669226583087442,0.9650401347624004,0.9659520434714616
2024-06-25,0.995973458236171,0.9914553008666236,0.992500697488085,0.9905683754799816,0.9915044069422824
2024-06-26,0.9931513548598798,0.9907634972936766,0.9914704936356432,0.9884596834353176,0.9900313763463424
2024-06-27,1.0117959954313125,1.0093633101096622,1.0100835790435825,1.00701624626617,1.0086174449008405
2024-06-28,1.0029428992194345,1.0005314996088397,1.0012454662741213,0.9982049722985178,0.9997921606330576
2024-07-01,1.019059068273024,1.016608920171553,1.0173343594814737,1.014245008173159,1.0158577008465195
2024-07-02,0.9774710392990296,0.9751208822907216,0.9758167162598148,0.9728534420707972,0.9744003203947113
