method,run_name,turnover,baseline_turnover,turnover_improve_vs_baseline,rebalance_freq,baseline_rebalance_freq,rebalance_freq_improve_vs_baseline,active_exposure_ratio,baseline_active_exposure_ratio,active_exposure_ratio_improve_vs_baseline
HARD_BOTH,Humbled_Trader_20260325_001150,1.2972662778315238,0.7930462269090909,-0.5042200509224329,1.0,1.0,0.0,0.75,0.75,0.0
BC,Humbled_Trader_20260317_153605,0.5667109101848332,0.7930462269090909,0.22633531672425766,1.0,1.0,0.0,1.0,0.75,-0.25
IQL,Humbled_Trader_20260317_161339,0.7257077482821053,0.7930462269090909,0.06733847862698561,1.0,1.0,0.0,1.0,0.75,-0.25
TRAIN_ONLY,Humbled_Trader_20260325_014239,1.2511596727545555,0.7930462269090909,-0.45811344584546465,1.0,1.0,0.0,1.0,0.75,-0.25
INFER_ONLY,Humbled_Trader_20260325_031154,1.2988021809003165,0.7930462269090909,-0.5057559539912256,1.0,1.0,0.0,0.75,0.75,0.0
HARD_NONE,Humbled_Trader_20260325_105831,1.0490903634957338,0.7930462269090909,-0.25604413658664293,1.0,1.0,0.0,1.0,0.75,-0.25
