method,run_name,cumulative_return,baseline_cumulative_return,sharpe,baseline_sharpe,max_drawdown,baseline_max_drawdown
HARD_BOTH,Humbled_Trader_20260325_001150,0.34444736634684814,0.3448464259099848,4.149185310310605,4.162556054917888,0.28738996338319645,0.2853356974487406
BC,Humbled_Trader_20260317_153605,0.07751369563172084,0.27103003949294924,1.7859914489282107,3.842232230287935,0.22303134558257645,0.21995267622524917
IQL,Humbled_Trader_20260317_161339,0.134964604296687,0.27103003949294924,2.4356583929621456,3.842232230287935,0.26835884617970446,0.21995267622524917
TRAIN_ONLY,Humbled_Trader_20260325_014239,0.15249041628314197,0.3448464259099848,2.5614989830553028,4.162556054917888,0.2565483042120678,0.2853356974487406
INFER_ONLY,Humbled_Trader_20260325_031154,0.33414146210074414,0.3448464259099848,4.068847523184644,4.162556054917888,0.29024004814025195,0.2853356974487406
HARD_NONE,Humbled_Trader_20260325_105831,0.04048019246156187,0.3448464259099848,1.3127744832096186,4.162556054917888,0.25680376801362587,0.2853356974487406
