method,run_name,cumulative_return,baseline_cumulative_return,sharpe,baseline_sharpe,max_drawdown,baseline_max_drawdown
KICL,Humbled_Trader_20260316_014416,0.3528872252154047,0.27103003949294924,4.225103210559967,3.842232230287935,0.2853356974487406,0.21995267622524917
WO_HARD,Humbled_Trader_20260321_012045,0.008119634738317894,0.27103003949294924,0.8906569379797609,3.842232230287935,0.2563223703210167,0.21995267622524917
WO_RL_COMPLETION,Humbled_Trader_20260321_162411,0.34480641083570873,0.27103003949294924,4.162307429795,3.842232230287935,0.2853356974487406,0.21995267622524917
WO_REGIME_SPLIT,Humbled_Trader_20260321_225234,0.3150179723360085,0.27103003949294924,3.902402777674851,3.842232230287935,0.30028914523395656,0.21995267622524917
