method,run_name,cumulative_return,sharpe,max_drawdown
KICL,GoldTelegraph__20260320_161844,0.04969159758243946,0.43433007964157394,0.3739943029942246
WO_BC_ANCHOR,GoldTelegraph__20260321_144811,0.04832658546228341,0.43018369251261995,0.374164593242021
WO_ENTRY_PEN,GoldTelegraph__20260321_194032,0.046388283295387245,0.4243011921959387,0.37361992232930685
WO_FIDELITY,GoldTelegraph__20260321_162813,0.044792841581562826,0.41909479891618934,0.37408031842596984
WO_HARD,GoldTelegraph__20260321_003327,-0.041515687333618545,-0.266643854781799,0.1856244047744385
WO_MKT_FACTORS,GoldTelegraph__20260321_211640,0.05253733274866845,0.4432494546502397,0.3740442505189922
WO_REV_PEN,GoldTelegraph__20260321_180404,0.044601429807137105,0.4185647361295265,0.3745659972989234
WO_RL_COMPLETION,GoldTelegraph__20260321_162411,0.05625937415276727,0.4548941997565718,0.3784568149590201
WO_SOFT,GoldTelegraph__20260321_131414,0.0549270309694283,0.45080095754355753,0.3733730186112925
WO_REGIME_SPLIT,GoldTelegraph__20260321_225233,0.05270247668288164,0.44370282954114487,0.37379325662774165
