method,run_name,trained_cumulative_return,baseline_cumulative_return,trained_sharpe,baseline_sharpe,trained_max_drawdown,baseline_max_drawdown
KICL,GoldTelegraph__20260320_161844,0.04992477351458624,0.05660901533248319,0.375586077813377,0.3921477282491922,0.3742145730131151,0.3786769444657741
WO_BC_ANCHOR,GoldTelegraph__20260321_144811,0.048596510816235616,0.05660901533248319,0.37234799177463757,0.3921477282491922,0.3743848033550702,0.3786769444657741
WO_ENTRY_PEN,GoldTelegraph__20260321_194032,0.04667887201915932,0.05660901533248319,0.36768598645793815,0.3921477282491922,0.3738403240560751,0.3786769444657741
WO_FIDELITY,GoldTelegraph__20260321_162813,0.04501587464571477,0.05660901533248319,0.36329163146478116,0.3921477282491922,0.3743005581829526,0.3786769444657741
WO_HARD,GoldTelegraph__20260321_003327,0.5470653910473262,0.05660901533248319,1.6989885362940031,0.3921477282491922,0.2305903556394148,0.3786769444657741
WO_MKT_FACTORS,GoldTelegraph__20260321_211640,0.05281607172796865,0.05660901533248319,0.3829027218690703,0.3921477282491922,0.37426450297441,0.3786769444657741
WO_REV_PEN,GoldTelegraph__20260321_180404,0.04486805705612351,0.05660901533248319,0.3629746522129382,0.3921477282491922,0.37478606619227367,0.3786769444657741
WO_RL_COMPLETION,GoldTelegraph__20260321_162411,0.056603950835245165,0.05660901533248319,0.39213511215075636,0.3921477282491922,0.37867551497170615,0.3786769444657741
WO_SOFT,GoldTelegraph__20260321_131414,0.05527295698370627,0.05660901533248319,0.38917797459226633,0.3921477282491922,0.3735935072123698,0.3786769444657741
WO_REGIME_SPLIT,GoldTelegraph__20260321_225233,0.052963877872702625,0.05660901533248319,0.3832100487129456,0.3921477282491922,0.37401359737684947,0.3786769444657741
