method,run_name,turnover,baseline_turnover,turnover_improve_vs_baseline,rebalance_freq,baseline_rebalance_freq,rebalance_freq_improve_vs_baseline,active_exposure_ratio,baseline_active_exposure_ratio,active_exposure_ratio_improve_vs_baseline
HARD_BOTH,Unrivaled_Investing_20260325_001533,1.66017264814257,0.6591653715263158,-1.0010072766162543,1.0,1.0,0.0,0.8461538461538461,0.8461538461538461,0.0
BC,Unrivaled_Investing_20260317_153722,0.5352432116266261,0.6591653715263158,0.12392215989968969,1.0,1.0,0.0,1.0,0.8461538461538461,-0.15384615384615385
IQL,Unrivaled_Investing_20260317_164730,0.5319053604034596,0.6591653715263158,0.12726001112285623,1.0,1.0,0.0,1.0,0.8461538461538461,-0.15384615384615385
TRAIN_ONLY,Unrivaled_Investing_20260325_014617,0.5008648232477197,0.6591653715263158,0.15830054827859608,1.0,1.0,0.0,1.0,0.8461538461538461,-0.15384615384615385
INFER_ONLY,Unrivaled_Investing_20260325_031534,1.6578947368421053,0.6591653715263158,-0.9987293653157895,1.0,1.0,0.0,0.8461538461538461,0.8461538461538461,0.0
HARD_NONE,Unrivaled_Investing_20260325_105832,0.5456945138257994,0.6591653715263158,0.11347085770051646,1.0,1.0,0.0,1.0,0.8461538461538461,-0.15384615384615385
