date,full_modified,bc_only,iql_modified_only,bc_plus_vanilla_iql,train_v2,baseline
2024-05-16,1.0,1.0,1.0,1.0,1.0,1.0
2024-05-22,1.003966996528986,1.011194177766152,1.0141403210208224,0.9979583131065506,1.00469520039199,0.9998812210967916
2024-05-23,0.9739922182623666,0.9810036223317316,0.9838618045367803,1.0068275547351861,0.9746986806245028,0.9700284291235971
2024-05-28,1.0117265461245044,1.016105924224561,1.0205960394763123,1.0111879259008814,1.0111124228673212,1.0045733778552073
2024-06-05,1.0222562007682525,1.0266811577246953,1.0312180043418462,1.0115157161542148,1.021635685956126,1.0150285851181162
2024-06-07,1.0196830323305075,1.0237333449800319,1.0286222777331813,1.0080912617099222,1.019064079444959,1.0113821179801707
2024-06-12,1.060943149792991,1.0613081716325592,1.0698211199130938,1.0560862336015429,1.0593097723960672,1.0515038846931568
2024-06-14,1.1297941011556991,1.1109734731071326,1.1110550284595033,1.0595899560074518,1.124794235546447,1.1197422656439486
2024-06-24,1.1194864014592822,1.099636098331984,1.1042967761079296,1.060023397466689,1.1142034701539276,1.111320825300238
2024-06-25,1.159805982202241,1.1227809616692195,1.1273807044180166,1.0704464393568203,1.154332780094983,1.1513463134960893
2024-06-27,1.1604488037016152,1.1354928362099852,1.1307372159126614,1.073513207074846,1.1542438986930437,1.163129204718657
2024-07-03,1.2175917800127471,1.1914069274081793,1.1864171302155648,1.077282977913376,1.2110813322359066,1.220404169697736
2024-07-08,1.216403952681363,1.1902446448316977,1.1852597154589721,1.075804098923288,1.2098998562021703,1.219213598726497
2024-07-12,1.2101840525577927,1.1841585064258264,1.1791990667456929,1.0799094394423627,1.2037132138055298,1.2129793318970763
2024-07-15,1.2194337314707122,1.1909956215887638,1.1855701068720723,1.04301339875367,1.2127849263520212,1.2212183513304977
2024-07-17,1.2011486332958794,1.1765411153112306,1.1664868355233051,1.0425204314645562,1.1958403440333096,1.210341341038463
2024-07-22,1.1988385138401045,1.1666515024487905,1.1622561985407422,1.0406172054870357,1.193153717994818,1.2052150132694046
2024-07-23,1.1743860893989269,1.1428555888345067,1.1385499348963808,1.01468940016225,1.1688172449843506,1.180632528883794
2024-07-24,1.0295302089186082,1.0018888709238691,0.9981143023739989,1.0173766419307777,1.0246482594427693,1.0350061747921007
2024-07-25,1.0296697692104155,1.002148509573925,0.9983980742493612,1.023792082373023,1.0245568573199504,1.0356801782741873
2024-07-30,1.063451388266736,1.018993255048981,1.0194102852931317,1.0528812039860065,1.0383768472863955,1.0520559635521813
2024-07-31,1.1147526639795329,1.0588036095438553,1.0596595042052392,1.039396375968373,1.085590594015451,1.0971931645523652
2024-08-01,1.0860391541824137,1.031137111388635,1.0370331183413992,1.0290806803626584,1.0621413357276555,1.074339425583018
2024-08-02,1.0263431746778873,0.974458915551256,0.980030838506813,1.0279981866708217,1.003758940245569,1.015286541454923
2024-08-05,0.9842115872005013,0.9336260699367206,0.9391595438488467,1.0293954495513677,0.9625970984072192,0.973608830927598
2024-08-07,0.993699273666141,0.9410228825145273,0.9499135925486911,1.034885964070717,0.9696980820455783,0.9813352046689555
2024-08-08,1.0036409783016396,0.9745132559278596,0.9837203803707337,1.0440171739721071,0.9793996609566097,0.9911532099868432
2024-08-14,1.0379656972081777,1.0058162416219594,1.019315835415281,1.0680118046924758,1.012792574232125,1.0240412301309212
2024-08-27,1.0954842265101563,1.046907481649516,1.0557474459316991,1.0522648347486063,1.0710512516417159,1.0899260812242846
2024-08-29,1.076408117233927,1.029895022439401,1.0420487304748338,1.0343143195302638,1.0505666923527088,1.0728332589545824
2024-09-03,1.054516645849479,1.0120250011762573,1.01047958606239,1.0357701073396879,1.029070615089835,1.0531939233248666
2024-09-04,1.0494939013343554,1.006864360382343,1.009104798538099,1.0365766795238753,1.024990935909784,1.051421707107533
2024-09-05,1.0524168037987838,1.005760762295686,1.0093497681227275,1.0294025228047106,1.027845596169151,1.0543499786248336
2024-09-06,1.009420975522938,0.9646710373253526,0.968113416570926,1.0362278995683039,0.9858536091660406,1.0112751717042643
2024-09-09,1.0311927271117676,0.9852788404250584,0.9887947575617286,1.0542842506813437,1.0077925955085656,1.0328785564973686
2024-09-11,1.0695466907903275,1.0219250927359715,1.0255717801492459,1.0588489192750103,1.0452762196531218,1.0712952225566994
2024-09-12,1.0787098992652686,1.030680309082435,1.034358239037338,1.0515937996700429,1.0542314938800958,1.0804734113604457
2024-09-16,1.0650233142979233,1.023152409091639,1.0307943768028767,1.046190426474431,1.0403946646422921,1.0674367259577544
2024-09-18,1.0452426001095663,1.0041493646477606,1.0116493978331491,1.0575374240408275,1.0210713792004635,1.0476111873926712
2024-09-19,1.0779173149040702,1.0358043955626444,1.0435340719141917,1.055434954573916,1.0531633601175718,1.0806363186044265
2024-09-20,1.0779173149040702,1.0358043955626444,1.0435340719141917,1.0584562114854719,1.0531633601175718,1.0806363186044265
2024-09-24,1.0720856559176533,1.0694678445366537,1.0392016800241626,1.0628133467576808,1.0478997260086789,1.0984729641055366
2024-09-26,1.0673855164549775,1.0683790749202604,1.0398972791274774,1.0590119148055495,1.0432441200659006,1.0938646448848777
2024-09-27,1.061373613921319,1.0569057193734779,1.026620232176525,1.0593974330943225,1.037368190636505,1.0877036022918474
2024-10-03,1.0272974857338832,1.0229730360063614,0.9936598851577081,1.0711077637926432,1.0040627730361027,1.0527821317601895
2024-10-04,1.0477236640816845,1.0429448935695917,1.017378127909715,1.0773677007528266,1.023382809798511,1.0726287663070029
2024-10-10,1.054937634995083,1.0498197902454365,1.0254700865609396,1.0770947920549647,1.0316447804581574,1.0793437012060962
2024-10-11,1.051467149066987,1.0524655222454105,1.0220965416355945,1.083603851021176,1.0282509223052152,1.084463476719142
2024-10-15,1.0718139320997415,1.0728316246477387,1.0418749784508976,1.0834760070296736,1.0481484516174138,1.1054487667373138
2024-10-21,1.1002671115387106,1.104267971046834,1.0874379987546334,1.0966647457785124,1.080225438761832,1.1341922731562901
2024-10-25,1.1611759363364023,1.1684981589612171,1.1490690317810628,1.0952637230026778,1.1408395792188561,1.1943129624835735
2024-10-28,1.1323611710045844,1.1395016915117107,1.120554701209164,1.0951126789325023,1.11252946381967,1.1646758965835593
2024-10-29,1.1305830953742557,1.1379019408581763,1.117115412937402,1.0865875332305188,1.1106610333455236,1.1647428813102816
2024-11-01,1.1049048547707248,1.1120574718048792,1.091743055547056,1.0847464757952434,1.0854352703212038,1.1382887904346044
2024-11-04,1.110209125846661,1.0921406672893983,1.0721900795815478,1.0885356655186493,1.0906460745676567,1.1437533263908861
2024-11-05,1.1495263940168312,1.1130926621285355,1.0927593356186127,1.0960803620907673,1.1292705311625513,1.1842585386138003
2024-11-08,1.2129553478639947,1.1745112632683135,1.1530559776320326,1.1067586518417711,1.1915818001989908,1.2496039544127036
2024-11-12,1.2380382576077633,1.196906356302059,1.1757052898728595,1.1017097003893366,1.2161770213288718,1.2757692633673718
2024-11-13,1.2380382576077633,1.196906356302059,1.1757052898728595,1.0981431034762827,1.2161770213288718,1.2757692633673718
2024-11-15,1.205165696488739,1.1651259350513334,1.1444878022372307,1.1044689309054925,1.1837106758933194,1.2418948634236635
2024-11-20,1.246773046727501,1.2002111004746792,1.1847522175942224,1.104493649594036,1.2251411316607062,1.2740805232536994
2024-11-25,1.2292523296104005,1.1833447114976188,1.1681030700105381,1.1056240817021548,1.2079244046447564,1.2561760582101795
2024-11-26,1.237385836147222,1.1911744643599373,1.1758319745867234,1.1015234115358006,1.215916792216052,1.2644877090687867
2024-11-27,1.2285265553016416,1.182837329863385,1.167414897811403,1.1101121783322034,1.2072780243481849,1.255637448745746
2024-11-29,1.248009315528381,1.189886096220018,1.1787830166688698,1.1179023917354682,1.2264238117744988,1.2755501508685108
2024-12-02,1.271292388298231,1.2120848123845636,1.2007745919043034,1.1229649765251963,1.2493041817372286,1.299347030118319
2024-12-05,1.3154381723224597,1.254174606077267,1.2424716368043736,1.1320396086561708,1.292686422593216,1.344467015018811
2024-12-16,1.3809061405540966,1.3209316269286286,1.308022320253419,1.1367156613940494,1.3570220602753618,1.4113797180859065
2024-12-20,1.3470359417875648,1.2891551202957188,1.2741670826259857,1.1481041267440986,1.3187127689776885,1.3714687045756107
2024-12-26,1.426713548737888,1.375282089987834,1.358182901721311,1.1299463462007404,1.39671505119411,1.4525915172622805
