method,run_name,cumulative_return,baseline_cumulative_return,sharpe,baseline_sharpe,max_drawdown,baseline_max_drawdown
KICL,Stephanie_Link_20260320_161843,-0.11342136246011314,-0.09274821771438313,-0.23397046526656623,-0.6711886359360982,0.2887875878676368,0.1823808702418256
WO_HARD,Stephanie_Link_20260321_003327,-0.11058502537209425,-0.09593610562057098,-1.764998281669376,-0.6994791602592074,0.07598400728882901,0.18424993305332116
WO_RL_COMPLETION,Stephanie_Link_20260321_162412,-0.05104088425703712,-0.09593610562057098,0.03216123539293825,-0.6994791602592074,0.2708383950966566,0.18424993305332116
WO_REGIME_SPLIT,Stephanie_Link_20260321_225233,-0.12743931048511192,-0.11308673301570094,-0.2962836293829492,-0.8957792822519455,0.2995473721096883,0.18424993305332082
