date,KICL,WO_BC_ANCHOR,WO_ENTRY_PEN,WO_FIDELITY,WO_HARD,WO_MKT_FACTORS,WO_REV_PEN,WO_RL_COMPLETION,WO_SOFT,WO_REGIME_SPLIT
2024-12-16 00:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-17 00:00:00,0.9869668646746248,0.9869668646746248,0.9869668646746248,0.9869668646746248,0.9869668646746248,0.9869668646746248,0.9869668646746248,0.9869668646746248,0.9869668646746248,0.9869668646746248
2024-12-18 00:00:00,0.8687673045467098,0.8687673045467098,0.8687673045467098,0.8687673045467098,0.8858054688851645,0.8687673045467098,0.8687673045467098,0.8687673045467098,0.8687673045467098,0.8687673045467098
2024-12-19 00:00:00,0.8448196202087149,0.8448196202087149,0.8448196202087149,0.8448196202087149,0.8720525880580864,0.8448196202087149,0.8448196202087149,0.8448196202087149,0.8448196202087149,0.8448196202087149
2024-12-20 00:00:00,0.921097354393924,0.921097354393924,0.921097354393924,0.921097354393924,0.916108262431655,0.921097354393924,0.921097354393924,0.921097354393924,0.921097354393924,0.921097354393924
2024-12-23 00:00:00,0.8847324274387064,0.8847324274387064,0.8847324274387064,0.8847324274387064,0.9090046694797396,0.8847324274387064,0.8847324274387064,0.8847324274387064,0.8847324274387064,0.8847324274387064
2024-12-24 00:00:00,0.9151104333094252,0.9151104333094252,0.9151104333094252,0.9151104333094252,0.9466264664395412,0.9151104333094252,0.9151104333094252,0.9151104333094252,0.9151104333094252,0.9151104333094252
2024-12-26 00:00:00,0.9791925405154028,0.9791925405154028,0.9791925405154028,0.9791925405154028,0.9923120545886608,0.9791925405154028,0.9791925405154028,0.9791925405154028,0.9791925405154028,0.9791925405154028
2024-12-27 00:00:00,0.9678771166102974,0.9678771166102974,0.9678771166102974,0.9678771166102974,0.9249517935086268,0.9678771166102974,0.9678771166102974,0.9678771166102974,0.9678771166102974,0.9678771166102974
2024-12-30 00:00:00,0.9165533445018578,0.9165533445018578,0.9165533445018578,0.9165533445018578,0.8859866004300548,0.9165533445018578,0.9165533445018578,0.9165533445018578,0.9165533445018578,0.9165533445018578
2024-12-31 00:00:00,0.9198438017121896,0.9198438017121896,0.9198438017121896,0.9198438017121896,0.8473613216122076,0.9198438017121896,0.9198438017121896,0.9198438017121896,0.9198438017121896,0.9198438017121896
