method,run_name,trained_cumulative_return,baseline_cumulative_return,trained_sharpe,baseline_sharpe,trained_max_drawdown,baseline_max_drawdown
KICL,traderstewie_20260316_085513,-0.0622916882898642,-0.12293879285852216,0.2617816961270852,0.1708553236061315,0.3750383019085767,0.4056530704415187
WO_BC_ANCHOR,traderstewie_20260321_144811,-0.05875212798407514,-0.12293879285852216,0.2668199304945595,0.1708553236061315,0.37645910781031156,0.4056530704415187
WO_ENTRY_PEN,traderstewie_20260321_194032,-0.06738082173891391,-0.12293879285852216,0.2545454122921752,0.1708553236061315,0.38104107724743125,0.4056530704415187
WO_FIDELITY,traderstewie_20260321_162814,-0.09006146858008346,-0.12293879285852216,0.220568157022897,0.1708553236061315,0.3951241225249426,0.4056530704415187
WO_HARD,traderstewie_20260321_011541,-0.12029421110181138,-0.12293879285852216,-0.01205619407333607,0.1708553236061315,0.3859924184090081,0.4056530704415187
WO_MKT_FACTORS,traderstewie_20260321_211641,-0.0727205895253582,-0.12293879285852216,0.2468408518695788,0.1708553236061315,0.38449005206636083,0.4056530704415187
WO_REV_PEN,traderstewie_20260321_180404,-0.05841806220410106,-0.12293879285852216,0.2674030426041103,0.1708553236061315,0.3745593966097996,0.4056530704415187
WO_RL_COMPLETION,traderstewie_20260321_162411,-0.12311735918314293,-0.12293879285852216,0.17057868580917226,0.1708553236061315,0.4057030614599837,0.4056530704415187
WO_SOFT,traderstewie_20260321_131414,-0.10303505219605946,-0.12293879285852216,0.2009606457051764,0.1708553236061315,0.4037986798216374,0.4056530704415187
WO_REGIME_SPLIT,traderstewie_20260321_225234,-0.08296230111428393,-0.12293879285852216,0.23070350998539943,0.1708553236061315,0.39306723219095024,0.4056530704415187
