date,beta5,beta8,test_v2
2024-05-13,1.0,1.0,1.0
2024-05-14,1.0716241767843186,1.0716241767843186,1.0329280567933392
2024-05-15,1.0230991484869143,1.0230991484869143,1.01221715114883
2024-05-16,1.0056694550639882,1.0056694550639882,0.9949728453080484
2024-05-17,1.0100121478653272,1.0100121478653272,0.9992693478925602
2024-05-20,0.9912620773936602,0.9912620773936602,0.9807187089395912
2024-05-21,0.9863617726640398,0.9863617726640398,0.9758705253588374
2024-05-22,0.9700471240027904,0.9700471240027904,0.959729404320562
2024-05-23,0.9591903024519998,0.9591903024519998,0.9489880592642932
2024-05-24,0.9843111643703136,0.9842265451936526,0.9814186371855752
2024-05-28,1.0171739159150084,1.0170864715961776,1.0141848172337258
2024-05-29,1.017094654252798,1.0170072167479267,1.0091579423769992
2024-05-30,0.9859811014956612,0.9858963387579904,0.9930645971168222
2024-05-31,0.9872279295321246,0.9871430596072494,1.0048402452614482
2024-06-03,0.985427664143776,0.9853429489839592,0.976115591379836
2024-06-04,0.9967338289565914,0.9966481418293802,0.9821641265974216
2024-06-05,1.0481212686797796,1.0480311638816149,1.0328004132243511
2024-06-06,1.03804003811405,1.0372026452693492,1.0287361300970446
2024-06-07,1.040478436379704,1.0405149101844753,1.0287393696642448
2024-06-10,1.0369487454761954,1.036985095548218,1.0218830100861378
2024-06-11,1.0323806206522292,1.0324168105893683,1.0171934992499196
2024-06-12,1.029020445713993,1.0290567438907468,1.0158567358954282
2024-06-13,1.0073750854721533,1.0074106201197512,0.9944882732043888
2024-06-14,1.0203622685890583,1.020398261352985,1.007309318213326
2024-06-17,1.0235666084971866,1.0236027142925856,1.0104726667097803
2024-06-18,1.0024622006001596,1.002497561948224,1.0259290613843737
2024-06-20,0.9830924159973916,0.9882308884564842,1.0036243127250135
2024-06-21,0.972120522388242,0.9742072260932546,0.992423270988156
2024-06-24,0.9661300630968648,0.9678475845097124,0.9844495241559018
2024-06-25,0.9916871357271144,0.9934500907944654,1.0104912021355927
2024-06-26,0.9886078746709508,0.9930259496238424,1.0067924789371154
2024-06-27,1.007167219527232,1.0116682359362386,1.030954993962904
2024-06-28,0.9983546245612644,1.002816257604948,1.0264873809466295
2024-07-01,1.0143970651801515,1.0189303916696366,1.0488622356286752
2024-07-02,0.972999293597254,0.9773476140166664,1.0507770259587108
2024-07-03,0.9536803920140124,0.957942376528776,1.0528882987805148
2024-07-05,0.8944970021410049,0.898494496902931,1.0887502538762257
2024-07-08,0.9297616990401528,0.9339167912460032,1.0966095265717186
2024-07-09,0.9354153233821224,0.9381327259528688,1.100786456697492
2024-07-10,0.9530044823554956,0.955772981828994,1.121485185378334
2024-07-11,0.9260440043021314,0.929522109948554,1.0919231926551334
2024-07-12,0.9394186088656206,0.9429469478567166,1.0980397483918782
2024-07-15,0.9336035537586296,0.937110052128861,1.0912428193271286
2024-07-16,0.948089479305242,0.9516503850029904,1.1081746981427216
2024-07-17,0.9671558809316014,0.9700752318229668,1.134639488198911
2024-07-18,0.9642964996416052,0.9672072195175548,1.1312849442340625
2024-07-19,0.9628200518381764,0.9602266015532248,1.1275602689145945
2024-07-22,0.9902910998366864,0.9850609497842692,1.1702536484129833
2024-07-23,0.9945613387331892,0.9893086357261994,1.175299904659305
2024-07-24,0.95890153143683,0.9538371630953044,1.1331597505196276
2024-07-25,0.9758884645043124,0.9707343809175546,1.153233666563957
2024-07-26,0.9738946082915918,0.9687510551106684,1.1508774730086158
2024-07-29,1.428427797195499,1.4208836602042565,1.1938984303475766
2024-07-30,1.3954751203338691,1.382185847834162,1.1845538883414255
2024-07-31,1.3803958350832068,1.367250164377524,1.171753784837747
2024-08-01,1.289923868621478,1.2776397730154694,1.0949563428077556
2024-08-02,1.2782721742714684,1.266099039111149,1.0850657617096364
2024-08-05,1.2125096234097996,1.2013349476587345,1.045753712042483
2024-08-06,1.24626733410569,1.2347815420848305,1.045753712042483
2024-08-07,1.2125085397172477,1.20133387395366,1.0174264153384205
2024-08-08,1.2549352399194142,1.2433695631413215,1.0530270268701083
2024-08-09,1.252305085766085,1.24076364889444,1.0508200417443514
2024-08-12,1.303353663449294,1.2913417550101256,1.093655345331132
2024-08-13,1.3884745765778208,1.3756781806711047,1.165081040637893
2024-08-14,1.359517860113053,1.346988333772617,1.1407832091029584
2024-08-15,1.3955059673885823,1.3826447690993762,1.170981141555207
2024-08-16,1.3944764037853956,1.3816246941131938,1.1701172258203143
2024-08-19,1.3944764037853956,1.3816246941131938,1.1701172258203143
2024-08-20,1.3944764037853956,1.3816246941131938,1.1701172258203143
2024-08-21,1.480615346467536,1.4669697670103623,1.1701172258203143
2024-08-22,1.4933994887913706,1.479636088706248,1.1267727861740515
2024-08-23,1.5534091327929145,1.5390971321821054,1.178482337432396
2024-08-26,1.5184673798036246,1.5044773075113562,1.1519740352295065
2024-08-27,1.516585508528545,1.5026025967682806,1.1514147047060512
2024-08-28,1.5030238561426637,1.4891659827581247,1.1411184926630085
2024-08-29,1.4070581074817128,1.3940850378804013,1.0682598417429214
2024-08-30,1.4283573040691662,1.4151878559684083,1.0844305146204525
2024-09-03,1.292306151378446,1.2803910943108732,0.9811384173932453
2024-09-04,1.270887362544103,1.25916978661597,0.9648769482692364
2024-09-05,1.282853160242052,1.271025259711441,0.9739615632451
2024-09-06,1.2669171110857578,1.2552361408587185,0.9341709746024583
2024-09-09,1.278562087367331,1.2667737505098706,0.9614349863681624
2024-09-10,1.2971514011339251,1.2851916708847833,0.9754135149076564
2024-09-11,1.3025693608932258,1.2905596770787828,0.9794876354519724
2024-09-12,1.3040333006913023,1.292010119358319,0.9845653007775816
2024-09-13,1.3075206238229995,1.2954652893859842,0.9842347357815324
2024-09-16,1.3075206238229995,1.2954652893859842,0.9650624073524542
2024-09-17,1.339411390526576,1.3270620233599346,0.9552283036286716
2024-09-18,1.337285292103293,1.3249555275548222,0.93688241921413
2024-09-19,1.3643155323638172,1.3517365491182824,0.9558194082296818
