date,HARD_BOTH,BC,IQL,TRAIN_ONLY,INFER_ONLY,HARD_NONE
2024-09-03,1.0,1.0,1.0,1.0,1.0,1.0
2024-09-04,0.967317014655634,0.9790484172982103,0.9687199281417432,0.9671305742282896,0.9751715044572068,0.9766104067335468
2024-09-05,0.976902704249606,0.9836212187276536,0.9763018121977078,0.9790021293195564,0.9790375160321452,0.9818715111899616
2024-09-06,0.960004163688188,0.9632505899405512,0.952258541103914,0.9670235453636036,0.9626297078700478,0.9631577805429165
2024-09-09,0.9697113825535696,0.973141993042913,0.9615671627553124,0.9703876338252776,0.9732013352897196,0.9703262253109656
2024-09-10,0.9672149042681804,0.9732840001918353,0.9655408636892964,0.969214349428674,0.972724120501152,0.9708942424228416
2024-09-11,0.9814690592058486,0.9876347711710136,0.9861546109027852,0.9750032490172336,0.9882379612843878,0.9893867426659868
2024-09-12,0.9945278551078036,0.9980257095978544,1.0034595707701714,0.9950399837906242,0.9974223694726688,1.0034096906671568
2024-09-13,1.0021987799085808,1.0025341535261072,1.0084249191918095,1.0011568787199394,1.0064321818593684,1.005275548701947
2024-09-16,1.001165930511822,1.0066855114209006,1.0137776917752814,1.0091323354063415,1.0063052538559565,1.0096435085513615
2024-09-17,0.9991827495246794,1.0042599970260553,1.0111326779431875,1.0087282646707634,1.003626943457638,1.0071563432197683
2024-09-18,0.9984398116885974,1.0009510366596204,1.0075887105300076,1.0065632534319915,1.0009273002728505,1.00308105959395
2024-09-19,1.0183772348556772,1.0088346846782448,1.0162568627956043,1.0144231678338975,1.0151392469580334,1.014055567036488
2024-09-20,1.0159069673698502,1.0073447519626462,1.014380986108527,1.0114100984061507,1.0136465047460883,1.010800631655485
2024-09-23,1.0162667215178638,1.0107415828151514,1.0179783650021617,1.01481652117618,1.0166923885720076,1.016162100234744
2024-09-24,1.020613551881605,1.0095014903999984,1.017201612625211,1.0140227926512584,1.0188904964283287,1.016490419013176
2024-09-25,1.0195009125903898,1.0072598426143131,1.0149541415121393,1.0112437172111095,1.015788714579308,1.0147320391638606
2024-09-26,1.02288723282676,1.010779873474874,1.0193683910086502,1.0171400624394928,1.0180628855421776,1.018468649280005
2024-09-27,1.02195790484999,1.0091432982178918,1.0199169635062642,1.0203151798486825,1.0182504952943732,1.0185740840411828
2024-09-30,1.0272417863753265,1.011896869971903,1.02222218832942,1.0190160892446498,1.021414143216102,1.0220385045288018
2024-10-01,1.014922166399988,1.0104118103611326,1.0200922466217468,1.016216087575781,1.0136987434613576,1.019926806621209
2024-10-02,1.0159554033872018,1.0103335810914924,1.0196128949457774,1.0132987351330838,1.0123250231992331,1.0189380206136418
2024-10-03,1.015512305230896,1.0098613487246613,1.0199939896611112,1.0110374806222937,1.0080455731368072,1.0181830101916307
2024-10-04,1.025538590374622,1.0120745219066845,1.0247749049819093,1.0178024126838274,1.0150862678058,1.0236969030249508
2024-10-07,1.0169170156370675,1.003627637605376,1.0166546550545377,1.0061117426270036,1.006413861977414,1.0143854298428971
2024-10-08,1.0205716055377705,1.0059955762885735,1.021642673398206,1.0105070979491535,1.009470870613178,1.0178147786347278
2024-10-09,1.0251670302761895,1.0098043230135194,1.0260232548855803,1.014124129628821,1.0136810710904562,1.0217947256221376
2024-10-10,1.0218936143163135,1.0072809041761277,1.0231577501756657,1.0103393055208556,1.0101730292232365,1.0188467001893746
2024-10-11,1.0308120880359577,1.022279327804142,1.0393299088830747,1.0214438483408854,1.0201160608459183,1.0349534955631658
2024-10-14,1.0320732263089172,1.0284183103329134,1.0451689816571663,1.0271902810560976,1.0203238790054996,1.0424895676994883
2024-10-15,1.0330152786941096,1.0249416258535695,1.0417307666529962,1.0233631278842152,1.0208623842750963,1.0394198636063698
2024-10-16,1.0350525950848697,1.0315460010192592,1.0475433315401803,1.032721426348812,1.022452655261252,1.0458869464100318
2024-10-17,1.036573610669109,1.0345745674336957,1.0506752785136204,1.0323974048786282,1.0238221930080744,1.049093130351774
