nengkol,trained_cumulative_return,trained_sharpe,trained_max_drawdown,rorl_cumulative_return,rorl_sharpe,rorl_max_drawdown,aligned_days,test_run
Ale_s_World_of_Stocks,0.08880830199882883,0.7873071381865462,0.061323827840273154,0.2412242980080661,1.1578220114905171,0.12159495705510345,158,outputs/test_v2/Ale_s_World_of_Stocks_20260117_180822
Financial_Education,0.41490796421219267,1.155943351563223,0.12183457187519597,0.3866139309198826,2.152848552125796,0.07908598493194034,304,outputs/test_v2/Financial_Education_20260117_190116
Invest_with_Henry,0.17467780547855583,0.9214586726020925,0.23646727730247874,0.6155014714189624,2.7319841679651793,0.14913803746175935,158,outputs/test_v2/Invest_with_Henry_20260117_195453
Joseph_Carlson,0.30256197989249856,1.1046905029307958,0.1245665857517553,0.3905763970954217,2.0855086104216993,0.07156987123891544,319,outputs/test_v2/Joseph_Carlson_20260117_204745
MarketBeat,0.22205172885396518,0.735237686687371,0.26996678439423144,0.1936516613230117,1.4985800784460523,0.10789795823597048,161,outputs/test_v2/MarketBeat_20260117_214121
The_Maverick_of_Wall_Street,0.6252080245940159,1.6764605634529661,0.12717555650511342,0.2830248238049431,1.7720611222037894,0.07831510239115021,314,outputs/test_v2/The_Maverick_of_Wall_Street_20260117_223343
Tom_Nash,-0.14910346801689256,-0.3653948175499836,0.38919061167138114,0.24735754272507826,1.799913186052781,0.17252505920880154,160,outputs/test_v2/Tom_Nash_20260117_232841
