date,exp0.5,exp0.6,test_v2
2024-05-13,1.0,1.0,1.0
2024-05-14,1.0107059429508338,1.0107059429508338,1.0107059429508338
2024-05-15,1.0372158740984416,1.0372158740984416,1.0372158740984416
2024-05-16,1.03398380158126,1.03398380158126,1.03398380158126
2024-05-17,1.0396403761467372,1.0386803227213433,1.0358319298819751
2024-05-20,1.0362037743332695,1.0345696646255682,1.0284045686910603
2024-05-21,1.0333258691399008,1.0325572382640176,1.0349346332186589
2024-05-22,1.0451470842577693,1.0478017605798942,1.0388385627317556
2024-05-23,1.0139428193616715,1.016518236769509,1.0078226471883618
2024-05-24,1.0303364114114586,1.032953468585894,1.0241172873012467
2024-05-28,1.0539942289245658,1.0545203763648037,1.045473866822391
2024-05-29,1.0531566529958736,1.0536823823233563,1.044643061756389
2024-05-30,1.0636944760950424,1.0642254658390409,1.0550956983658129
2024-05-31,1.064251587035559,1.0647828548859144,1.055648305688744
2024-06-03,1.0638296438629178,1.064360701081835,1.0552297734537708
2024-06-04,1.0601206936055567,1.060649899339304,1.0515508059025236
2024-06-05,1.0649637890983026,1.0654954124755498,1.0563547503959934
2024-06-06,1.0613985138252673,1.0619283574390137,1.052818296377844
2024-06-07,1.062283119411594,1.0628134046150115,1.0536957509194058
2024-06-10,1.0543514493406476,1.0553838525555044,1.045164509266237
2024-06-11,1.0706266046470236,1.0709372851789118,1.0610419443542314
2024-06-12,1.1027060849848436,1.103547173424818,1.0953091455142647
2024-06-13,1.1100108173745846,1.111015372130799,1.1099271267270543
2024-06-14,1.1449239535782667,1.1439705796610062,1.1630190196670025
2024-06-17,1.1508485625672986,1.1505751236702313,1.1743539254343682
2024-06-18,1.136911424499256,1.1359634590804626,1.1591900174908576
2024-06-20,1.1363637366695267,1.134595720273191,1.1560216417311115
2024-06-21,1.1364555692224678,1.137744870690678,1.1550402269392923
2024-06-24,1.133716207207339,1.1332175641226978,1.15206833980479
2024-06-25,1.1578526123695585,1.1577478187666477,1.193561396252475
2024-06-26,1.156509341157782,1.160830792191228,1.197484268105544
2024-06-27,1.1546914112808873,1.159326758313324,1.1934694943226078
2024-06-28,1.1711589326738834,1.1758603862657653,1.2104900456470906
2024-07-01,1.2005207512814122,1.2053400737839135,1.240837924278185
2024-07-02,1.2055696954739616,1.2104092862561533,1.2460564275193764
2024-07-03,1.211550881298883,1.2164144827142995,1.2522384799293795
2024-07-05,1.2102294672601388,1.2150877640438733,1.2508726887498454
2024-07-08,1.2103689471943722,1.2152278039007776,1.2510168528485397
2024-07-09,1.2478470654928873,1.2528563728588709,1.2897536014351376
2024-07-10,1.2668229864204814,1.2719084699647063,1.309366792052568
2024-07-11,1.1780769496023655,1.1828061746047962,1.217640390825628
2024-07-12,1.2041799061709315,1.2090139178385146,1.2446199648242375
2024-07-15,1.210943921524665,1.2167993522991998,1.2539999686499113
2024-07-16,1.2239687554624912,1.2301993550272,1.267346084071579
2024-07-17,1.1944371359160235,1.2011522905092886,1.2364795450078032
2024-07-18,1.1926050634569705,1.2003590532933486,1.2373795184876797
2024-07-19,1.1652268945803888,1.1723442683345795,1.2114751419216854
2024-07-22,1.1868057719979763,1.1941923653417927,1.2337016172030963
