method,run_name,trained_cumulative_return,baseline_cumulative_return,trained_sharpe,baseline_sharpe,trained_max_drawdown,baseline_max_drawdown
HARD_BOTH,intocryptoverse_20260324_232706,-0.16053594311599606,-0.16053594311599606,-0.1605518621777662,-0.1605518621777662,0.41010285267766006,0.41010285267766006
BC,,,,,,,
IQL,,,,,,,
TRAIN_ONLY,intocryptoverse_20260325_005745,0.04770603730842615,-0.16053594311599606,0.3296391875470504,-0.1605518621777662,0.2247712844437096,0.41010285267766006
INFER_ONLY,intocryptoverse_20260325_022818,-0.14201440282045796,-0.16053594311599606,-0.1134820408579361,-0.1605518621777662,0.39708763951094067,0.41010285267766006
HARD_NONE,intocryptoverse_20260325_035533,-0.30285066302444663,-0.16053594311599606,-0.6770637532739456,-0.1605518621777662,0.37126104032115925,0.41010285267766006
