date,nav_rorl,daily_return_rorl,cumulative_return_rorl,daily_return_trained,nav_trained,cumulative_return_trained,daily_return_baseline,nav_baseline,cumulative_return_baseline
2024-01-05,1.0,0.0,0.0,0.04767846261081822,1.1612716871270263,0.16127168712702633,0.05830951181544897,1.200858038657463,0.200858038657463
2024-01-19,1.0668816008885438,0.0156697762643323,0.0668816008885437,0.008654604120856054,1.1713220338558692,0.1713220338558692,0.013429786661179615,1.2169853059269953,0.21698530592699528
2024-01-23,1.069969627524486,0.0058803197301954,0.0699696275244858,-0.010176147285345025,1.159402488320782,0.15940248832078208,-0.0044469760234196725,1.2115734014506838,0.21157340145068382
2024-01-26,1.0677232845219635,-0.0054529171931515,0.0677232845219635,0.018158837962515703,1.1804558902395368,0.1804558902395368,0.021522135146125356,1.2376490479361564,0.23764904793615638
2024-01-30,1.08079662527419,-0.003118021550301,0.08079662527419,-0.057648122194223106,1.1124048248341176,0.11240482483411762,-0.057648122194223106,1.166300904387169,0.16630090438716905
2024-02-05,1.0660800228840368,-0.0097925352992052,0.0660800228840368,0.024654281737432233,1.139830366791657,0.13983036679165695,0.02084991225453407,1.1906181759060253,0.19061817590602526
2024-02-07,1.078522824734391,0.0168981992164821,0.0785228247343909,0.02317454854472691,1.1662454209596242,0.16624542095962425,0.0138278125722869,1.2070818208876117,0.20708182088761173
2024-02-21,1.0836297079405577,-0.0048687689637099,0.0836297079405576,0.04398444901713161,1.2290021515678085,0.22900215156780845,0.03820703332582548,1.2481355980787308,0.24813559807873076
2024-02-22,1.092758098238254,0.0084239018465495,0.0927580982382541,-0.007947959598982318,1.2192340921200853,0.21923409212008527,-0.007848729786220823,1.2383393190328476,0.23833931903284755
2024-03-01,1.1164203124005818,0.0115023937495199,0.1164203124005818,-0.016587273287876424,1.1990103230321936,0.19901032303219357,-0.028525835096389496,1.2030146558247412,0.2030146558247412
2024-03-06,1.0943386443219616,0.0040793201921494,0.0943386443219616,0.06744252225916585,1.279874603432262,0.2798746034322619,-0.016846215246745653,1.1827484119877278,0.18274841198772784
2024-03-19,1.071407790124219,0.0041113855679427,0.0714077901242189,0.03919286719051166,1.3300365587850913,0.3300365587850913,0.030445228028926487,1.218757457091545,0.21875745709154493
2024-03-28,1.0647660008357287,0.0035145360112511,0.0647660008357287,-0.014851867076836282,1.3102830326066823,0.31028303260668233,-0.04409086018529325,1.1650213924511381,0.16502139245113812
2024-04-03,1.018006432173736,-0.0276794210726772,0.0180064321737358,0.0017253363078903001,1.3125437114964513,0.3125437114964513,-0.0024829722380943393,1.162128676676896,0.1621286766768959
2024-04-04,0.9973394584090152,-0.0203014176645138,-0.0026605415909847,0.029309307807060994,1.3510134591469232,0.35101345914692317,0.019008889387134364,1.1842194521454639,0.18421945214546387
2024-04-09,1.0081485979304248,0.0041905643336623,0.0081485979304247,-0.10198098933374004,1.2132357699799217,0.21323576997992166,-0.09009378624524211,1.0775286379564126,0.07752863795641263
2024-04-17,0.947841267058425,-0.0078657689088465,-0.052158732941575,-0.022108200610832546,1.1864133101889678,0.18641331018896778,-0.024239026877656746,1.0514103923395421,0.051410392339542144
2024-04-19,0.9165727182702208,-0.0179110331549382,-0.0834272817297792,0.0482052867964964,1.2436047040658076,0.2436047040658076,0.035571937558959606,1.0888110971646856,0.0888110971646856
2024-04-24,0.9282399023589064,-0.0119815543867675,-0.0717600976410935,0.0671106029005088,1.3270637655255728,0.3270637655255728,0.06265494419964614,1.1570304957014945,0.15703049570149452
2024-05-02,0.9053924582010764,-0.0007047702212835,-0.0946075417989236,0.016434088628774702,1.3488728490642554,0.3488728490642554,0.010171226365791415,1.1687989147853983,0.16879891478539832
2024-05-03,0.9139348123682276,0.0094349738500404,-0.0860651876317725,0.02168936530749003,1.3781290450409651,0.3781290450409651,0.020159526456891622,1.1923613474308008,0.1923613474308008
2024-05-14,0.9211336577407035,0.0023890377511204,-0.0788663422592963,-0.06773153100129929,1.284786254902982,0.28478625490298204,-0.08013709507121446,1.0968089727724972,0.09680897277249723
2024-05-16,0.9274131566102752,-0.0017511862373995,-0.0725868433897247,0.0023117511495675145,1.2877563610047027,0.2877563610047027,0.0029832868234677115,1.1000810685288305,0.10008106852883047
2024-05-28,0.9065772625633294,-0.0030294072015746,-0.0934227374366706,0.008038357909940671,1.364481834329081,0.364481834329081,0.006654778261623946,1.164024835309222,0.16402483530922196
2024-06-03,0.9063850228764332,-0.0113533727357927,-0.0936149771235667,0.008175029025899887,1.3756365129300345,0.3756365129300345,0.004004717168577958,1.1686864255518359,0.16868642555183588
2024-06-06,0.9062188215544856,0.0033096787483287,-0.0937811784455143,-0.021707025046149887,1.345775536689464,0.3457755366894639,-0.021707025046149887,1.1433177200412867,0.14331772004128673
2024-06-11,0.9005378723466341,-0.0025041199939482,-0.0994621276533659,0.0382076240120189,1.3971944223998678,0.3971944223998678,0.0327330305813524,1.1807419739356004,0.18074197393560043
2024-06-13,0.9239677643697,0.0126937332259329,-0.0760322356303001,-0.0012878542016915824,1.3953950396924002,0.3953950396924002,-0.0041709519468412885,1.1758171559006965,0.17581715590069646
2024-06-14,0.9200368901226936,-0.0042543413294161,-0.0799631098773063,-0.0059940343101819345,1.3870309939482262,0.38703099394822615,-0.0059940343101819345,1.168769267525727,0.16876926752572707
2024-06-21,0.935424482787419,0.0028260546816259,-0.064575517212581,-0.009727169837181766,1.3747048717904196,0.37470487179041956,-0.009727169837181766,1.1607559451691187,0.16075594516911873
2024-07-29,0.9310246990359032,0.0010854507671747,-0.0689753009640966,-0.0054110693745315075,1.2993257073361604,0.2993257073361604,-0.0054110693745315075,1.154188664643313,0.15418866464331304
2024-07-30,0.9342703147507636,0.0034860683268888,-0.0657296852492362,0.016340053959662898,1.3205567595052106,0.32055675950521056,0.010291607705914047,1.1660671215984348,0.16606712159843484
2024-08-01,0.9249791229784268,-0.024486074407158,-0.0750208770215731,-0.0717673711564002,1.225783872412707,0.22578387241270703,-0.06334352628340759,1.092204318233247,0.09220431823324704
2024-08-05,0.8832657471804876,-0.0213556644257399,-0.1167342528195124,0.013122805394232273,1.2418695956257675,0.2418695956257675,0.013122805394232273,1.106537102952162,0.10653710295216201
2024-08-06,0.8917025674762243,0.0095518481529123,-0.1082974325237756,0.09713598226474493,1.362499818641598,0.36249981864159797,0.06846585997646129,1.1822971173016439,0.18229711730164389
2024-08-16,0.9577074617850776,0.0015380057206168,-0.0422925382149224,0.013116455477259809,1.3803709868505851,0.3803709868505851,0.006297010076120401,1.1897420541622603,0.1897420541622603
2024-08-19,0.9764905719870332,0.0196125758140651,-0.0235094280129667,0.037367972300725485,1.4319526516519427,0.43195265165194274,0.02671439773597677,1.221525296600369,0.2215252966003689
2024-08-21,0.9821910031289638,0.0068349752748739,-0.0178089968710362,-0.10282107321157682,1.2847177432209267,0.2847177432209267,-0.08905957002216705,1.11273677891394,0.11273677891393996
2024-09-06,0.9382813953664764,-0.0110618600795973,-0.0617186046335236,0.036671410895774054,1.3318301554676728,0.3318301554676728,0.04645084752251158,1.164424345363962,0.164424345363962
2024-09-16,0.9584512647249772,0.0035647785327983,-0.0415487352750227,-0.003552852731134795,1.3270983590624117,0.3270983590624117,3.3713335387905755e-05,1.164463601992451,0.16446360199245103
2024-09-18,0.9497512668321948,-0.0065844905416083,-0.0502487331678052,0.027683492553420397,1.3638370766031724,0.36383707660317244,0.018955871721589763,1.1865370246562803,0.1865370246562803
2024-09-19,0.9644493535518002,0.015475722152632,-0.0355506464481998,-0.006826444214779074,1.3545269188816935,0.3545269188816935,-0.01805309556202018,1.1651163583622854,0.16511635836228544
2024-10-07,0.9609820665241,-0.0102318679943559,-0.0390179334759001,0.0321028264563965,1.39801106148907,0.39801106148906995,0.034588074684766074,1.2054154899817628,0.20541548998176284
2024-10-22,0.9611750531673564,-0.0027514768448021,-0.0388249468326437,-0.038813983250670994,1.3437486835641805,0.34374868356418053,-0.007649068813169969,1.1961951839504315,0.19619518395043145
2024-10-31,0.9478970411457528,-0.0189763249109613,-0.0521029588542472,-0.007437529268128443,1.3337545134011628,0.3337545134011628,0.031811185925498364,1.2342475713502643,0.2342475713502643
2024-11-06,0.9931804153798288,0.0256427526054564,-0.0068195846201711,-0.03180068052674033,1.2913402122193944,0.29134021221939443,-0.016245436835426445,1.214196680390615,0.214196680390615
