method,run_name,cumulative_return,sharpe,max_drawdown
KICL,Ale_s_World_of_Stocks_20260316_014416,0.4914831144923839,2.5028886421937737,0.12474438150582971
WO_BC_ANCHOR,Ale_s_World_of_Stocks_20260321_144810,0.5032229831294217,2.5633308286424956,0.1178025799607079
WO_ENTRY_PEN,Ale_s_World_of_Stocks_20260321_194032,0.46299006410856114,2.40123339927203,0.12016536147955163
WO_FIDELITY,Ale_s_World_of_Stocks_20260321_162814,0.5215921010759794,2.6103004658100244,0.11425509403892778
WO_HARD,Ale_s_World_of_Stocks_20260321_011643,0.06607484108963102,1.4759304587125852,0.05259998651150565
WO_MKT_FACTORS,Ale_s_World_of_Stocks_20260321_211641,0.5281540401754801,2.6050948197501764,0.11825459130227235
WO_REV_PEN,Ale_s_World_of_Stocks_20260321_180404,0.4778049045433206,2.4418559529508426,0.12592987006443934
WO_RL_COMPLETION,Ale_s_World_of_Stocks_20260321_162412,0.4792225217035171,2.4469697750115995,0.12255656758553865
WO_SOFT,Ale_s_World_of_Stocks_20260321_131414,0.5764255496046677,2.871643504984357,0.09873008636094639
WO_REGIME_SPLIT,Ale_s_World_of_Stocks_20260321_225233,0.45759286311854064,2.3738235024407945,0.11216701510078839
