method,run_name,turnover,baseline_turnover,turnover_improve_vs_baseline,rebalance_freq,baseline_rebalance_freq,rebalance_freq_improve_vs_baseline,active_exposure_ratio,baseline_active_exposure_ratio,active_exposure_ratio_improve_vs_baseline
HARD_BOTH,Stephanie_Link_20260324_232706,1.8480662221467574,1.0356733734264707,-0.8123928487202867,0.9926470588235294,1.0,0.007352941176470562,0.9781021897810219,1.0,0.021897810218978075
BC,Stephanie_Link_20260317_153528,0.7981424992993515,1.0496900743088236,0.251547575009472,1.0,1.0,0.0,1.0,1.0,0.0
IQL,Stephanie_Link_20260317_153946,0.8413786678609049,1.0496900743088236,0.20831140644791868,1.0,1.0,0.0,1.0,1.0,0.0
TRAIN_ONLY,Stephanie_Link_20260325_005745,0.2550616167488875,1.0496900743088236,0.794628457559936,1.0,1.0,0.0,1.0,1.0,0.0
INFER_ONLY,Stephanie_Link_20260325_022819,1.8552594545025012,1.0496900743088236,-0.8055693801936776,0.9926470588235294,1.0,0.007352941176470562,0.9854014598540146,1.0,0.014598540145985384
HARD_NONE,Stephanie_Link_20260325_035533,0.8264317799015786,1.0496900743088236,0.22325829440724498,1.0,1.0,0.0,1.0,1.0,0.0
