method,run_name,cumulative_return,baseline_cumulative_return,sharpe,baseline_sharpe,max_drawdown,baseline_max_drawdown
HARD_BOTH,Stephanie_Link_20260324_232706,-0.17084053132533938,-0.0510755107066907,-0.4947001673572302,0.03201651933135772,0.292021698027076,0.270792039479037
BC,Stephanie_Link_20260317_153528,-0.11392923562575297,-0.09593610562057098,-1.8968903190224675,-0.6994791602592074,0.08287954030894841,0.18424993305332116
IQL,Stephanie_Link_20260317_153946,-0.11457818098858186,-0.09593610562057098,-1.8983249149817762,-0.6994791602592074,0.07931499731222898,0.18424993305332116
TRAIN_ONLY,Stephanie_Link_20260325_005745,-0.09250449932098115,-0.0510755107066907,-1.914602467353099,0.03201651933135772,0.06088105102860983,0.270792039479037
INFER_ONLY,Stephanie_Link_20260325_022819,-0.04515545534089238,-0.0510755107066907,0.056370077726240087,0.03201651933135772,0.2520898222429335,0.270792039479037
HARD_NONE,Stephanie_Link_20260325_035533,-0.10164165522022628,-0.0510755107066907,-1.5959610272580937,0.03201651933135772,0.06714591111686138,0.270792039479037
