method,run_name,trained_cumulative_return,baseline_cumulative_return,trained_sharpe,baseline_sharpe,trained_max_drawdown,baseline_max_drawdown
KICL,Humbled_Trader_20260316_014416,0.38442402918449536,0.38932162585670893,1.0801816512678177,1.090904167232145,0.3575650400667623,0.35681100296873564
WO_BC_ANCHOR,Humbled_Trader_20260321_144810,0.366328805370995,0.38932162585670893,1.0405902041371937,1.090904167232145,0.3615971147624203,0.35681100296873564
WO_ENTRY_PEN,Humbled_Trader_20260321_194033,0.37765429259719707,0.38932162585670893,1.0642484626359274,1.090904167232145,0.3596894979182697,0.35681100296873564
WO_FIDELITY,Humbled_Trader_20260321_162814,0.3960075841948616,0.38932162585670893,1.0558758263317878,1.090904167232145,0.3828850950552157,0.35681100296873564
WO_HARD,Humbled_Trader_20260321_012045,0.23497984748610623,0.38932162585670893,0.7677530373020577,1.090904167232145,0.3793459455569802,0.35681100296873564
WO_MKT_FACTORS,Humbled_Trader_20260321_211641,0.38930164806222867,0.38932162585670893,1.0478212370504034,1.090904167232145,0.3832399630179164,0.35681100296873564
WO_REV_PEN,Humbled_Trader_20260321_180404,0.3953438343945954,0.38932162585670893,1.090416321534835,1.090904167232145,0.36434064655010756,0.35681100296873564
WO_RL_COMPLETION,Humbled_Trader_20260321_162411,0.3893301287436277,0.38932162585670893,1.0908611555178713,1.090904167232145,0.3568772642432062,0.35681100296873564
WO_SOFT,Humbled_Trader_20260321_032433,0.32325973643699935,0.38932162585670893,0.923916907656503,1.090904167232145,0.39264424020561584,0.35681100296873564
WO_REGIME_SPLIT,Humbled_Trader_20260321_225234,0.3577590367755046,0.38932162585670893,1.0158298836756963,1.090904167232145,0.37411975715351026,0.35681100296873564
