method,run_name,cumulative_return,sharpe,max_drawdown
KICL,Financial_Education_20260316_014416,0.45936820929559397,2.6900300855832073,0.34799017006696886
WO_BC_ANCHOR,Financial_Education_20260321_144811,0.5346620642939006,2.8970851993533593,0.34225634274285216
WO_ENTRY_PEN,Financial_Education_20260321_194032,0.4645076399072181,2.7434059835170297,0.3518323874865432
WO_FIDELITY,Financial_Education_20260321_162814,0.49773138034885633,2.795689500350907,0.3406058079249606
WO_HARD,Financial_Education_20260321_011905,0.2334686210096779,3.1449283911751373,0.11758453071389495
WO_MKT_FACTORS,Financial_Education_20260321_211641,0.4349500657789651,2.569464782236346,0.34341948187741983
WO_REV_PEN,Financial_Education_20260321_180404,0.5467831329433512,2.9314168815465624,0.3461810478995286
WO_RL_COMPLETION,Financial_Education_20260321_162411,0.368262705965295,2.362131633962008,0.34566618231168034
WO_SOFT,Financial_Education_20260321_032257,0.46794275391129414,2.64086421432125,0.3521307459726062
WO_REGIME_SPLIT,Financial_Education_20260321_225234,0.5009146087022172,2.8576827777271183,0.34582908133694246
