method,run_name,trained_cumulative_return,baseline_cumulative_return,trained_sharpe,baseline_sharpe,trained_max_drawdown,baseline_max_drawdown
KICL,Financial_Education_20260316_014416,0.4496919318122121,0.36701091150849585,0.8937737224030078,0.8004593396053804,0.39178582855114985,0.394406734828414
WO_BC_ANCHOR,Financial_Education_20260321_144811,0.5005212994490469,0.36701091150849585,0.9495814186234179,0.8004593396053804,0.3870968069862336,0.394406734828414
WO_ENTRY_PEN,Financial_Education_20260321_194032,0.45346333339284395,0.36701091150849585,0.8999902838708086,0.8004593396053804,0.3918328259405523,0.394406734828414
WO_FIDELITY,Financial_Education_20260321_162814,0.4796590733984303,0.36701091150849585,0.9173621169409362,0.8004593396053804,0.38709680688433645,0.394406734828414
WO_HARD,Financial_Education_20260321_011905,0.3409614727630994,0.36701091150849585,0.935304767824233,0.8004593396053804,0.2897698352931358,0.394406734828414
WO_MKT_FACTORS,Financial_Education_20260321_211641,0.42004559418665166,0.36701091150849585,0.8564897628844981,0.8004593396053804,0.38709680678452246,0.394406734828414
WO_REV_PEN,Financial_Education_20260321_180404,0.5489603235225762,0.36701091150849585,1.010131796806897,0.8004593396053804,0.38709680694591253,0.394406734828414
WO_RL_COMPLETION,Financial_Education_20260321_162411,0.36746803510240245,0.36701091150849585,0.8011252203329731,0.8004593396053804,0.39436244340167653,0.394406734828414
WO_SOFT,Financial_Education_20260321_032257,0.4629443465752525,0.36701091150849585,0.9019571620785406,0.8004593396053804,0.3946808487935703,0.394406734828414
WO_REGIME_SPLIT,Financial_Education_20260321_225234,0.5203355488304826,0.36701091150849585,0.9853519661668774,0.8004593396053804,0.3870968068772747,0.394406734828414
