date,KICL,WO_BC_ANCHOR,WO_ENTRY_PEN,WO_FIDELITY,WO_HARD,WO_MKT_FACTORS,WO_REV_PEN,WO_RL_COMPLETION,WO_SOFT,WO_REGIME_SPLIT
2024-08-21 00:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-08-22 00:00:00,0.9695477491531522,0.9778860439561328,0.9729627488532424,0.97440318204238,0.9877189282292064,0.9732942850409104,0.9751586606040236,0.9844587566524908,0.9783991929643384,0.9770130354316892
2024-08-23 00:00:00,0.9898240041650354,0.9953516275210176,0.9934697202580915,0.9936406258684348,0.9916939035918124,0.9973167956362484,0.9905674661835504,0.998280838013587,0.9928589189264134,0.9930218613663324
2024-08-26 00:00:00,0.9724351645211226,0.9826533454067924,0.979620755954265,0.9814083439154624,0.983803614376808,0.9877482632287335,0.97537976271202,0.9922624889600828,0.9811119123385076,0.9820445416589484
2024-08-27 00:00:00,0.9689058153514593,0.9860100147056114,0.9780931145320348,0.9809698982306037,0.9862029954211956,0.9910584019470836,0.9695484345979996,0.9930788704551954,0.9817097623156532,0.9820369975159732
2024-08-28 00:00:00,0.952174087194072,0.9693569847795264,0.9629250373575448,0.9642675666472124,0.9772724719205516,0.9736137684213024,0.9578011434208183,0.9778903947169856,0.9691161888890274,0.9681292736063032
2024-08-29 00:00:00,0.9506872266443198,0.9648760580229658,0.9577444673351808,0.9594489196792494,0.9817114281129388,0.9628733249586222,0.9565983596326828,0.9775112459441966,0.968890038571464,0.966974139684318
2024-08-30 00:00:00,0.9748041648688536,0.9781571489103013,0.9789052357839164,0.97928963561275,0.9925841979656346,0.9821996037328036,0.9777612041785916,0.9889274792793684,0.9842250989324348,0.9849334057871164
2024-09-03 00:00:00,0.9481907579226156,0.9519936191492416,0.9522384435735776,0.9542441922228964,0.9800596437528024,0.9529265561187392,0.9563020190595186,0.9685293628522332,0.9637524079465494,0.964055872582644
2024-09-04 00:00:00,0.952209995843801,0.9573579620116088,0.9538780711747312,0.956440389468964,0.9806771515546004,0.9523919652831316,0.9600957088025746,0.9685595860492744,0.9689884976999604,0.9670660219515858
2024-09-05 00:00:00,0.9691788564839654,0.9650150683984088,0.9652545980547594,0.972309668652668,0.9870381533347912,0.965390839252142,0.9737996122121446,0.9702877029709168,0.9774487449301466,0.9782482176653
2024-09-06 00:00:00,0.9325099467497008,0.9349728547181548,0.9325965777318654,0.9352031196121372,0.9734770542569636,0.9312074457241613,0.9374288168247584,0.944481083395453,0.9475030223730044,0.9464565492467324
2024-09-09 00:00:00,0.9499955993446773,0.9416824870454462,0.9454171498105004,0.9458972356739976,0.9925305968248728,0.9375161679672536,0.9491516510348118,0.96180268182932,0.958674669141626,0.970449632222832
