step,critic_loss,value_loss,actor_loss,loss_fit,loss_align,loss_entry,loss_rev,reward_mean,done_ratio,adv_mean,adv_std,weight_mean,weight_max,policy_abs_mean,baseline_abs_mean,behavior_abs_mean
100,22438.301816005092,49.81939006328546,0.06842048404039815,0.06838783047860489,0.0008163340331520885,0.0,0.0,0.0014204392113606446,0.0074609375,5.212056110939011,9.03708219121676,42.5211003601551,73.71974430322648,0.010127332797273993,0.016792459590360524,0.024362786766141654
200,11797197.16046875,27279.209215393068,0.07359217811375857,0.07355670979246497,0.0008867004257626832,0.0,0.0,0.0014242552567156964,0.007578125,132.33170223236084,254.84236465454103,67.48778167724609,100.0,0.010319184861145914,0.017161982227116825,0.024503497313708066
300,56680441.395,208297.075390625,0.030430796374712372,0.030387535113696913,0.0010815330187324435,0.0,0.0,0.0014215936546679586,0.0076171875,-107.82056220054626,774.3129147338867,42.92877588272095,100.0,0.008293391135521234,0.0171552546415478,0.024402759969234467
400,23928524.83,63863.6887890625,0.07393918605637737,0.07390360425692051,0.0008895432917051948,0.0,0.0,0.0014204392113606446,0.0074609375,-35.837944192886354,260.57303527832033,46.63274677276611,100.0,0.008902824476826936,0.016792459590360524,0.024362786766141654
500,9997432.04,27672.377041015625,0.125102468021214,0.12506564538925885,0.0009205810038838536,0.0,0.0,0.0014242552567156964,0.007578125,33.1673982334137,182.20463623046874,57.63535392761231,100.0,0.010023284628987312,0.017161982227116825,0.024503497313708066
600,5368165.23,17017.3300390625,0.13456614870578051,0.1345294291526079,0.0009179854189278558,0.0,0.0,0.0014215936546679586,0.0076171875,34.80142502784729,147.68634994506837,57.9936336517334,100.0,0.01013754369225353,0.0171552546415478,0.024402759969234467
700,3182621.39125,12144.396948242187,0.13807982429862023,0.13804430764168502,0.0008879195293411612,0.0,0.0,0.0014204392113606446,0.0074609375,33.29786211013794,126.58733543395996,59.188385581970216,100.0,0.010091177769936621,0.016792459590360524,0.024362786766141654
800,1888201.4725,10412.5953515625,0.1421342895552516,0.1421003146469593,0.0008493895636638626,0.0,0.0,0.0014242552567156964,0.007578125,35.840215320587156,115.7064134979248,61.10955032348633,100.0,0.010493021002039313,0.017161982227116825,0.024503497313708066
900,1078541.194375,8245.270786132813,0.14207138769328595,0.14204113699495793,0.0007562686983146705,0.0,0.0,0.0014215936546679586,0.0076171875,34.6808512878418,102.29594802856445,61.09658336639404,100.0,0.010942399250343442,0.0171552546415478,0.024402759969234467
1000,597734.3115625,5733.721560058594,0.14176433824002743,0.14173223853111266,0.0008025153703056276,0.0,0.0,0.0014204392113606446,0.0074609375,30.108403453826906,84.36208023071289,62.11787147521973,100.0,0.010673810727894306,0.016792459590360524,0.024362786766141654
