method,run_name,turnover,baseline_turnover,turnover_improve_vs_baseline,rebalance_freq,baseline_rebalance_freq,rebalance_freq_improve_vs_baseline,active_exposure_ratio,baseline_active_exposure_ratio,active_exposure_ratio_improve_vs_baseline
HARD_BOTH,goldseek_20260324_232706,1.2893255668717212,0.6494265975031848,-0.6398989693685364,0.8662420382165605,1.0,0.13375796178343946,1.0,1.0,0.0
BC,,,,,,,,,,
IQL,,,,,,,,,,
TRAIN_ONLY,goldseek_20260325_005745,0.1756739402424567,0.6494265975031848,0.47375265726072807,1.0,1.0,0.0,1.0,1.0,0.0
INFER_ONLY,goldseek_20260325_022819,1.2802562727145483,0.6494265975031848,-0.6308296752113636,0.8662420382165605,1.0,0.13375796178343946,1.0,1.0,0.0
HARD_NONE,goldseek_20260325_035533,0.4140043120018113,0.6494265975031848,0.23542228550137345,1.0,1.0,0.0,1.0,1.0,0.0
