date,daily_return_trained,nav_trained,cumulative_return_trained,daily_return_rorl,nav_rorl,cumulative_return_rorl
2023-10-02,0.0,1.0,0.0,0.0,1.0,0.0
2023-10-03,-0.005088436788571182,0.9949115632114288,-0.005088436788571182,0.0,1.0,0.0
2023-10-04,0.002825562266468795,0.9977227477829125,-0.002277252217087522,0.0,1.0,0.0
2023-10-05,8.599733246184016e-05,0.9978085492777583,-0.0021914507222416946,0.0,1.0,0.0
2023-10-06,0.00564435655926121,1.0034405365077612,0.003440536507761216,0.0,1.0,0.0
2023-10-09,0.0027194703999620096,1.006169363344916,0.0061693633449160235,0.0,1.0,0.0
2023-10-10,0.0075715655212251765,1.0137876406049315,0.01378764060493154,0.0080908870164214,1.0080908870164214,0.008090887016421355
2023-10-11,0.0008700573522990585,1.0146696939953097,0.014669693995309707,0.0063200086535261,1.0144620301459057,0.014462030145905747
2023-10-12,-0.00590377017244248,1.008679317321019,0.008679317321018898,-0.0085616111026152,1.005776600765427,0.005776600765426965
2023-10-13,-0.0004949884127413151,1.0081800327467731,0.008180032746773147,0.0034609482236227,1.0092575415052074,0.009257541505207412
2023-10-16,0.013366808275692144,1.0216561819518803,0.02165618195188035,0.011249269637385,1.0206109517231636,0.02061095172316363
2023-10-17,-0.005003025563635521,1.0165448099563288,0.016544809956328788,0.0020885683000197,1.0227425674035857,0.02274256740358571
2023-10-18,-0.00988350905289026,1.0064977801244568,0.006497780124456787,-0.0062690239305631,1.016330969773727,0.016330969773727055
2023-10-19,-0.0038021107065815407,1.002670964138495,0.002670964138494991,0.0027130063154497,1.0190882821133103,0.019088282113310262
2023-10-20,-0.01312281282722727,0.98951310074881,-0.010486899251189952,-0.0085739008098854,1.0103507202659543,0.010350720265954294
2023-10-23,-0.0049001478191779135,0.9846643402861278,-0.015335659713872185,-0.0059219710544206,1.0043674525457262,0.004367452545726236
2023-10-24,0.011598851112866626,0.9960853153652557,-0.003914684634744314,0.0067488110114093,1.011145738668968,0.011145738668967953
2023-10-25,-0.014817123277543698,0.9813261964525377,-0.018673803547462287,-0.0098731378053791,1.0011625574497673,0.001162557449767343
2023-10-26,-0.022892627885078287,0.9588610610032705,-0.04113893899672949,-0.0072737260266421,0.9938803752987454,-0.0061196247012546
2023-10-27,-0.001392309184438889,0.9575260299414349,-0.042473970058565125,-0.0045635599489743,0.9893447426239605,-0.010655257376039451
2023-10-30,0.00346880557051632,0.9608475015680101,-0.03915249843198987,0.0099012270333411,0.9991404695349229,-0.0008595304650771407
2023-10-31,0.006422495134883244,0.9670185399721954,-0.032981460027804554,0.0113654179511826,1.010496118563128,0.010496118563128043
2023-11-01,0.01800249457283476,0.9844272859898755,-0.0155727140101245,0.0092692307478184,1.0198626402558646,0.019862640255864594
2023-11-02,0.0300841754160468,1.0140429691459378,0.014042969145937834,0.019403991920975,1.0396520466878936,0.03965204668789357
2023-11-03,0.019773881055966225,1.0340945342034684,0.03409453420346842,0.0088407107317301,1.0488433096943124,0.04884330969431239
2023-11-06,0.007377402748390605,1.0417234660621968,0.04172346606219679,-0.0016517534936502,1.047110879093233,0.04711087909323308
2023-11-07,0.009954008310592677,1.0520927901007193,0.05209279010071932,0.0005063856302177,1.0476411209956504,0.04764112099565043
2023-11-08,0.004140643932847077,1.056449131728842,0.05644913172884203,-0.002030842938337,1.045513526423165,0.045513526423164974
2023-11-09,-0.01326578858327998,1.0424345008983376,0.04243450089833756,-0.0090662498326326,1.036034639589216,0.03603463958921593
2023-11-10,0.026345944397555332,1.0698984222970984,0.06989842229709842,0.0086145752022933,1.044959637904138,0.04495963790413793
2023-11-13,0.010172689689156522,1.080782166946045,0.0807821669460449,0.0016973386664121,1.0467332883023925,0.04673328830239254
2023-11-14,0.01584331533480232,1.097905339625202,0.09790533962520209,0.0196576103082423,1.0673095633805059,0.06730956338050587
2023-11-15,0.0008920452335585694,1.0988847208503132,0.09888472085031319,0.0040667790487778,1.071650075551422,0.071650075551422
2023-11-16,0.0027708610290175795,1.1019295776987001,0.10192957769870015,-0.0025275662065539,1.0689414090352072,0.06894140903520718
2023-11-17,-0.001044086733656191,1.1007790676452016,0.10077906764520161,0.0046637507778555,1.0739266853630771,0.07392668536307712
2023-11-20,0.006552064693561066,1.1079914433097309,0.10799144330973087,0.0052387783589023,1.079552749241405,0.07955274924140499
2023-11-21,-0.003190231306883118,1.1044566943195255,0.10445669431952553,-0.001538151739083,1.0778922333027274,0.07789223330272743
2023-11-22,-0.001914334087733116,1.1023423952211646,0.10234239522116462,0.0057648295805845,1.0841060983339534,0.08410609833395344
2023-11-24,-0.0016905841920786813,1.1004787925935455,0.10047879259354553,0.0028443859081583,1.0871897144430032,0.08718971444300316
2023-11-27,0.0,1.1004787925935455,0.10047879259354553,-0.0026622152351136,1.0842953814217542,0.08429538142175419
2023-11-28,0.004897958057944463,1.1058688915633261,0.10586889156332613,0.0010036463867611,1.0853836305634998,0.08538363056349985
2023-11-29,0.00013662342076825595,1.1060199791542127,0.10601997915421268,0.003652480101516,1.0893479726766444,0.0893479726766444
2023-11-30,0.008171301613432158,1.1150576019943637,0.11505760199436366,0.0065925862021304,1.0965295930906311,0.09652959309063114
2023-12-01,0.005057769058954165,1.1206973058326823,0.12069730583268234,0.0096652673120341,1.107127844723408,0.10712784472340808
2023-12-04,-0.003418023294431194,1.11686673633534,0.11686673633533995,-0.0045587483233805,1.1020807275175073,0.1020807275175073
2023-12-05,0.0008739589039954421,1.1178428319641365,0.11784283196413647,-0.0057832712757481,1.0957070957024997,0.09570709570249969
2023-12-06,-0.008995568783673913,1.1077871998798663,0.10778719987986629,-0.0003678817139586,1.095304005098136,0.09530400509813597
2023-12-07,0.003656733768752085,1.1118380827422583,0.11183808274225826,0.0054406174233339,1.1012631351521203,0.10126313515212026
2023-12-08,0.004465997558862345,1.1168035489056354,0.11680354890563538,0.0045183731232564,1.1062390529036246,0.10623905290362456
2023-12-11,0.011791836282082802,1.1299727135135798,0.12997271351357975,0.008489015869962,1.115629933779695,0.1156299337796951
2023-12-12,0.0018503382510204336,1.1320635452480032,0.13206354524800323,0.0018057187724274,1.1176444476942031,0.11764444769420312
2023-12-13,0.005997322144859707,1.1388528950173076,0.13885289501730758,0.0177239866517181,1.137453562966502,0.1374535629665019
2023-12-14,5.010884050293818e-05,1.1389099616153804,0.13890996161538038,0.0098401554036249,1.148646282790499,0.14864628279049907
2023-12-15,0.0012157299754218531,1.1402945685950228,0.14029456859502276,-0.0033398498481253,1.1448099766773716,0.1448099766773716
