step,critic_loss,value_loss,actor_loss,loss_fit,loss_align,loss_entry,loss_rev,reward_mean,done_ratio,adv_mean,adv_std,weight_mean,weight_max,policy_abs_mean,baseline_abs_mean,behavior_abs_mean
100,133.05657101086837,3.7318391877972683,0.00011827716614391192,0.00011458815780416311,9.222520205980799e-05,0.0,0.0,-0.0007502424916310702,0.0033203125,-3.130442904966185,2.0812608033791182,0.5005533914687113,17.810491116344927,0.0011809536171494984,0.0021292709581030066,0.002877745500882156
200,276825.9698638916,2414.9699460601805,0.0019702680173966057,0.0019666536853191322,9.03588320352089e-05,0.0,0.0,-0.0007532020374492277,0.0030078125,-110.61042291641235,102.12010988235474,4.792860839366913,100.0,0.0011919420084450395,0.0021472784367506394,0.002873727527912706
300,410490.1766015625,8245.599973144532,0.010028113824992033,0.010022802302817095,0.00013278782469569706,0.0,0.0,-0.0008220602585788583,0.0033203125,3.0110680532455443,116.14915130615235,39.32154207229614,100.0,0.0008068449982965831,0.002027304083458148,0.0027274281991412864
400,78153.4921875,918.5418885803223,0.0070141425044278095,0.007009655938844332,0.00011216423466123615,0.0,0.0,-0.0006685864756582305,0.0033203125,-16.330071935653688,34.02151977539062,24.156116361618043,100.0,0.0008599310844147112,0.0019172015201183968,0.0028855853428831325
500,30714.627744140624,259.1313935852051,0.00469415495849887,0.004688377102221323,0.00014444674967421635,0.0,0.0,-0.0006898428901331499,0.0035546875,-9.95997169971466,19.579461011886597,22.242604990005493,100.0,0.0007800216502801049,0.0021021475559973623,0.0028585440514143556
600,16984.927322998046,154.97951210021972,0.004650111573223512,0.004644149310375098,0.00014905684656241647,0.0,0.0,-0.0008735613000317244,0.002890625,-7.740159573554993,15.393841428756714,21.47268639564514,100.0,0.0008606870024232193,0.002104661172197666,0.0030821076000574978
700,12889.366149902344,94.12848014831543,0.0032711380026694313,0.003266355489390094,0.00011956283105973853,0.0,0.0,-0.0007880239150836133,0.0028125,-5.804964530467987,11.901238946914672,21.579821033477785,100.0,0.0007998499178211205,0.001964646816777531,0.002919399807578884
800,6861.345443115234,41.08318925857544,0.002752880110106516,0.0027467241769470073,0.00015389825389391376,0.0,0.0,-0.0007421060249180301,0.003046875,-3.2408507257699966,8.10745418548584,23.05074667930603,100.0,0.0007900473474001047,0.0021336735409568063,0.0026536761480383574
900,5177.254332885742,21.594180364608764,0.0032757641283444627,0.003270271895460084,0.0001373058680908912,0.0,0.0,-0.000809437121351948,0.0031640625,-1.7431944549083709,5.893407521247863,25.383854331970216,100.0,0.0008626037224894389,0.0021420593849325086,0.0029063621797831727
1000,2937.8832952880857,12.134872713088988,0.0023760138454508705,0.002370020699743236,0.00014982880964907962,0.0,0.0,-0.000679644986303174,0.003203125,-0.9902109961211681,4.517988586425782,26.39671085357666,100.0,0.0007174708219827153,0.0020791794511023907,0.0028504645844805053
1100,1820.0334925842285,7.274478256702423,0.002940231391435191,0.002934774984731803,0.0001364104873922223,0.0,0.0,-0.000783936338557396,0.003125,-0.5734559296816587,3.2030505895614625,27.04828643798828,100.0,0.0007636812444252427,0.001981946298328694,0.002713832620938774
1200,456.9565240859985,4.24932877779007,0.003867339030311996,0.0038623240142987925,0.0001253754232789106,0.0,0.0,-0.0007350879744626582,0.0037890625,-0.18548016160726546,2.5472339630126952,28.1253102684021,100.0,0.0008175559504888951,0.0019865916736307556,0.002925854384084232
1300,79.42529611587524,2.7843222987651823,0.004894097617125226,0.004888759515324637,0.00013345337736382135,0.0,0.0,-0.0007259030839486514,0.00328125,-0.29711720429360866,2.414056417942047,25.278092441558837,100.0,0.0009739565019845031,0.0021425251649634445,0.002993200053460896
1400,27.868756895065307,2.2286024141311644,0.004069705028778117,0.004064503443951253,0.0001300407041389917,0.0,0.0,-0.0008276558503712294,0.00265625,-0.5378536012768745,2.272223893404007,18.709504508972167,100.0,0.0008055708577740006,0.001988084062759299,0.0029287109122378753
1500,17.176878085136412,1.5268944877386093,0.002714851063874448,0.002709669902649239,0.00012952887396750157,0.0,0.0,-0.0007119013819465181,0.0029296875,-0.5459774757921696,1.8718570852279663,14.601785144805909,100.0,0.0008330382319400087,0.0020514532952802256,0.002854420666117221
1600,13.919240808486938,1.0989441233873367,0.0021648795504552254,0.0021589608299382233,0.0001479681628796925,0.0,0.0,-0.000757710705511272,0.003125,-0.43638483218848706,1.5836877024173737,13.029863185882569,100.0,0.0008059377144672908,0.0021204386668978257,0.0027342697605490683
1700,9.474052176475524,0.7844558334350586,0.0018924863313804963,0.0018870564534518052,0.0001357476157994597,0.0,0.0,-0.0007709076776518486,0.00296875,-0.33492439053952694,1.3232503783702851,11.259883270263671,100.0,0.0008821195061318577,0.0021780012936505953,0.0029543437907705084
1800,8.01235570192337,0.6103709596395492,0.0009353467784967507,0.0009300783261278412,0.00013171128695830704,0.0,0.0,-0.0007799765433446737,0.0033203125,-0.3139868712797761,1.1555231994390487,9.704875168800355,100.0,0.0007791816671669949,0.001998985633254051,0.002738598536525387
1900,5.754887075424194,0.5071996855735779,0.0007125984111121397,0.0007075497549453758,0.00012621636903531908,0.0,0.0,-0.0007284746496588923,0.003359375,-0.2897047235071659,1.0505423015356063,8.449699792861939,100.0,0.0008005484606837854,0.0019353614738793113,0.0027526432913145982
2000,5.010279936790466,0.46338091731071474,0.0015851202496014593,0.00157966452623441,0.00013639299927262983,0.0,0.0,-0.0007382350503758061,0.0037109375,-0.24479525541886688,0.9964694315195084,7.840538520812988,100.0,0.000802904481679434,0.0020288616682228168,0.002935832483926788
2100,5.93350588798523,0.4601985937356949,0.0008897286359569989,0.0008842420622295322,0.0001371643447726001,0.0,0.0,-0.0008289757534657838,0.0031640625,-0.4449800507351756,0.9997060388326645,6.198424174785614,100.0,0.0009881310774653685,0.0021811990975402294,0.0030925526795908807
2200,8.150281002521515,0.9104510492086411,0.0026563663081424238,0.0026506990652742247,0.0001416807707096268,0.0,0.0,-0.0007482278438692446,0.0026953125,-0.7176451965980232,1.3737870121002198,11.361961765289307,97.75802749633789,0.0007164894563902635,0.001956837882753462,0.0028562567167682573
2300,45.85837719917297,2.001111832857132,0.00750198272429202,0.007496782621598755,0.0001300023356634483,0.0,0.0,-0.0007390410622610944,0.0026953125,0.31571763020008803,2.031084885597229,39.02800519645214,98.99862854003906,0.000841805778327398,0.002061894499056507,0.0027075568470172583
2400,28.46453332901001,1.080499560236931,0.0020486744063634888,0.0020434542537555345,0.0001305038380883161,0.0,0.0,-0.0007594669492391404,0.003359375,-1.6316855064593256,1.6708606159687043,7.607549506053329,80.98896389961243,0.0009276279290497769,0.0021105416944192257,0.002885149850626476
2500,20.66033536195755,0.8019439879059792,0.00756864006001706,0.00756266873822824,0.00014928352238129604,0.0,0.0,-0.000758140964753693,0.0030078125,0.5631634302716703,1.221704540848732,30.2243385887146,100.0,0.0008319696126272902,0.0021720367766101846,0.002859533028677106
