method,run_name,turnover,baseline_turnover,turnover_improve_vs_baseline,rebalance_freq,baseline_rebalance_freq,rebalance_freq_improve_vs_baseline,active_exposure_ratio,baseline_active_exposure_ratio,active_exposure_ratio_improve_vs_baseline
HARD_BOTH,EliteOptions2_20260324_232707,0.9196585372633822,0.9063402455757573,-0.013318291687624884,1.0,1.0,0.0,1.0,1.0,0.0
BC,EliteOptions2_20260317_153528,0.6543667229543236,0.9063402455757573,0.2519735226214337,1.0,1.0,0.0,1.0,1.0,0.0
IQL,EliteOptions2_20260317_153945,0.7380242237346691,0.9063402455757573,0.16831602184108818,1.0,1.0,0.0,1.0,1.0,0.0
TRAIN_ONLY,EliteOptions2_20260325_005745,0.2492293636808176,0.9063402455757573,0.6571108818949397,1.0,1.0,0.0,1.0,1.0,0.0
INFER_ONLY,EliteOptions2_20260325_022818,0.9069745114924177,0.9063402455757573,-0.0006342659166603815,1.0,1.0,0.0,1.0,1.0,0.0
HARD_NONE,EliteOptions2_20260325_035533,0.7085388054693688,0.9063402455757573,0.19780144010638856,1.0,1.0,0.0,1.0,1.0,0.0
