method,run_name,reversal_rate,entry_violation_rate,mean_abs_deviation,mean_normalized_deviation,sign_agreement_rate,baseline_policy_corr
KICL,Sven_Carlin_Ph.D._20260316_014418,0.0,0.0,0.007552943658083677,0.6187192797660828,0.8058252427184466,0.8377580046653748
WO_BC_ANCHOR,Sven_Carlin_Ph.D._20260321_144811,0.0,0.0,0.0069334241561591625,0.5745412707328796,0.8640776699029126,0.7839284539222717
WO_ENTRY_PEN,Sven_Carlin_Ph.D._20260321_194033,0.0,0.0,0.007311943452805281,0.6117559671401978,0.8543689320388349,0.8648945689201355
WO_FIDELITY,Sven_Carlin_Ph.D._20260321_162814,0.0,0.0,0.007968311198055744,0.6574105024337769,0.7766990291262136,0.8083779811859131
WO_HARD,Sven_Carlin_Ph.D._20260321_015904,0.14563106796116504,0.2864321608040201,0.033654458820819855,0.6550061106681824,0.8543689320388349,0.818444550037384
WO_MKT_FACTORS,Sven_Carlin_Ph.D._20260321_211641,0.0,0.0,0.00838712602853775,0.6965146064758301,0.7669902912621359,0.8649014234542847
WO_REV_PEN,Sven_Carlin_Ph.D._20260321_180404,0.0,0.0,0.007871977984905243,0.6512559056282043,0.7961165048543689,0.8117220997810364
WO_RL_COMPLETION,Sven_Carlin_Ph.D._20260321_162411,0.0,0.0,1.4544165424013045e-05,0.0012405288871377707,1.0,0.9999938011169434
WO_SOFT,Sven_Carlin_Ph.D._20260322_131142,0.0,0.0,0.007486025802791119,0.6157892346382141,0.8155339805825242,0.7685536742210388
WO_REGIME_SPLIT,Sven_Carlin_Ph.D._20260321_225235,0.0,0.0,0.008410785347223282,0.6970394849777222,0.7572815533980582,0.8508562445640564
