date,step_50000,step_100000,step_200000,step_300000,step_500000
2023-09-26,1.0,1.0,1.0,1.0,1.0
2023-09-27,0.9960265341275673,0.9957308804067234,0.9956368642671448,0.9956177551956042,0.9950605088342108
2023-09-28,1.0063474249419628,1.006240904029507,1.0064466719242298,1.0062255302950516,1.00600775577146
2023-09-29,1.008778247919046,1.008964226390589,1.009349770528333,1.0090699549263582,1.009397258999505
2023-10-02,1.0210658522170168,1.0210623078747445,1.0214023510022046,1.021097067224864,1.0210658816925138
2023-10-03,1.0006627751032229,1.0006083230351706,1.0009837910436727,1.0006290762973933,1.0004983823786175
2023-10-04,1.013147838241024,1.011844885567042,1.0134476736888165,1.0132767931794349,1.0127022835451756
2023-10-05,1.0136927445465775,1.0117551802587754,1.0144399222945348,1.0143516499810743,1.0136375740991848
2023-10-06,1.0282806774672408,1.0261415758059227,1.0283736470970108,1.0279428536111124,1.0270472014017933
2023-10-09,1.0354119013850371,1.0332959320388426,1.0346676850720458,1.0340698953169818,1.0340506556718048
2023-10-10,1.0400164990848288,1.0380882777880291,1.0393630061402084,1.0387724538928436,1.036855195910817
2023-10-11,1.050081047227976,1.0463680811767837,1.0492052940360006,1.049072480032488,1.048788728594466
2023-10-12,1.0482745530192468,1.0438951022988416,1.0476287547347145,1.047544948605207,1.047573835746594
2023-10-13,1.0364345125663468,1.0330053165948307,1.0359819314080334,1.0352811037978271,1.0342180808277583
2023-10-16,1.049017416419666,1.045641431270155,1.048369910970849,1.0480523531655397,1.0469098346226304
2023-10-17,1.0470387095666351,1.0433767865574914,1.0463480806009589,1.0463849510599756,1.0458171230442022
2023-10-18,1.0380306815788152,1.0343223436485038,1.036881334113788,1.0375940208692762,1.036797448637235
2023-10-19,1.0332976597374255,1.0296163518033177,1.0328645974911292,1.0330162293434375,1.032724157832299
2023-10-20,1.0199909041900923,1.0168797786401884,1.0198730823172124,1.019415081435592,1.02014363462476
2023-10-23,1.01964702923808,1.0166464022514363,1.0194674279766287,1.0189170627632187,1.019754113029737
2023-10-24,1.0270993950821268,1.0235704987830705,1.0271943148237537,1.0263929420902296,1.0275638988950508
2023-10-25,1.0248776766540544,1.0215304513683827,1.0242458558054983,1.024591758115298,1.0252615198353825
2023-10-26,1.0080093784085284,1.0042831159268826,1.0074303632217692,1.0082176995617151,1.0081998880323688
2023-10-27,1.006745185546209,1.0032166719771511,1.00617433666122,1.0068432352247714,1.0070762641952766
2023-10-30,1.0220408863629618,1.019080255750925,1.0214702137671434,1.0217245139402389,1.022797157849212
2023-10-31,1.0387999146228828,1.034866734010076,1.0401991252396934,1.0360837745298082,1.0423555092529082
2023-11-01,1.0438426658997508,1.0390902749761446,1.044721997414934,1.039393312588767,1.047191827546041
2023-11-02,1.0676176780722215,1.0620170627929055,1.0674691908073617,1.0603670427752354,1.0765730506109208
2023-11-03,1.0838041488798087,1.0760887893107638,1.0818803317987769,1.0757174868298227,1.0933605767130468
2023-11-06,1.0840303808546612,1.0719965156415907,1.0839208602482888,1.0743474437914744,1.0937003159467698
2023-11-07,1.0844055330064573,1.0728157063341983,1.0853928341513814,1.0746965977683989,1.090679790751462
2023-11-08,1.0861111187637589,1.0715047586130744,1.0890146238512424,1.075253085654773,1.0927266975584893
2023-11-09,1.0719666867078197,1.0568316028812257,1.0737811031129236,1.0618549146325742,1.0801627980504764
2023-11-10,1.0958199816200966,1.0800713852742134,1.097558264693751,1.08522332397995,1.1043980813191092
2023-11-13,1.0983559082034908,1.082562531606973,1.100698972604463,1.0863890334933235,1.1056135385986718
2023-11-14,1.1297505149417642,1.111978214091576,1.1316420706922097,1.116016114159448,1.1342234956367043
2023-11-15,1.1298496617487277,1.1106489368633092,1.13251184894059,1.114838614919582,1.1337462568467889
2023-11-16,1.128477553212422,1.1116068675949309,1.1311803981009163,1.1153876542646048,1.135354694567192
2023-11-17,1.1294560549809165,1.1123621375370734,1.1334966129204505,1.114471331899407,1.13610608289796
2023-11-20,1.138918376220166,1.122126443926032,1.1450454605552698,1.1252377242306373,1.145439375520568
2023-11-21,1.1373085946409482,1.1203610322853397,1.1434981116724,1.1234115030628289,1.14342349653532
2023-11-22,1.1443451462696954,1.1274493266781718,1.150658277429065,1.130303111538637,1.1502322381109604
2023-11-24,1.145165116561295,1.1282174298933805,1.151555885816153,1.130889299951632,1.151504901651841
2023-11-27,1.1393893976870677,1.1230762317318528,1.1457303172055069,1.125691414469156,1.1450583765524789
2023-11-28,1.139504668701441,1.1221243157664722,1.1456987622730308,1.1249627675607377,1.144993663538645
2023-11-29,1.145315067941308,1.1257452980888318,1.1507420432527744,1.1290624553454207,1.150143361442436
2023-11-30,1.1492145654897656,1.1267771652241425,1.1517029536661725,1.1303329848526575,1.1528877204835202
2023-12-01,1.1496017078525012,1.1277102060914996,1.1523799645924793,1.1312371499438223,1.152712421159081
2023-12-04,1.1360782862110432,1.1148422165025755,1.1389957041408214,1.1183179035598756,1.1386467948833736
2023-12-05,1.1394076007924192,1.1179894401628288,1.1421185249316907,1.1215322248291213,1.141983174921769
2023-12-06,1.1363264003541913,1.115676752500076,1.1404095443327351,1.1189482085181242,1.1395534671067074
2023-12-07,1.1474983035948,1.1270087518815888,1.1501839408297485,1.1323385974803095,1.1487358823735827
2023-12-08,1.146010254766434,1.1248966949439347,1.1486803875279292,1.1302675484491918,1.1481028252791892
2023-12-11,1.1534539461788906,1.1344946584745503,1.1567225080414922,1.1382766756607845,1.156881527343837
2023-12-12,1.1637175735332768,1.1444315726720844,1.1687684186763687,1.1478258645964097,1.1679687461365311
2023-12-13,1.190978900049786,1.1712411040291564,1.1960489849267162,1.1747149108654722,1.19532966090972
2023-12-14,1.195217827399174,1.1754097806936958,1.2004950481332644,1.178895951489444,1.1995840734698022
2023-12-15,1.1903637208839042,1.1706361200740307,1.1955518479838991,1.1741081325766334,1.194712234434976
2023-12-18,1.2040623525943193,1.1841077277805354,1.20917036141134,1.187619695987208,1.2084609085690456
2023-12-19,1.2164085073470323,1.1971205317696088,1.2201850267175438,1.1987041656918875,1.2198628405173142
2023-12-20,1.1975908240441548,1.1806988928975766,1.2019536694531163,1.1813562805274629,1.2019027262935509
2023-12-21,1.2164901602317288,1.1985819005537313,1.2208792110539357,1.1989279293578954,1.219717916207019
2023-12-22,1.213927733552933,1.196508134258646,1.2188575122490917,1.1973321007889466,1.217407494574661
2023-12-26,1.2186659918145983,1.200681963340139,1.224410015073347,1.2021024932053952,1.2217728760326347
2023-12-27,1.225829648150532,1.2070487824034368,1.231456826868867,1.2089356098095358,1.2284666075130517
2023-12-28,1.2186710982995124,1.2012486066871046,1.2238174455021789,1.2030752725983116,1.2227152228093507
2023-12-29,1.2077661372473696,1.1890517841330832,1.2135904528005033,1.1921533729295637,1.2122826140033844
2024-01-02,1.1811519904349996,1.1646380625679962,1.187932418509995,1.165662946045265,1.1867242636530186
2024-01-03,1.173001591386458,1.1566016159176766,1.179735231922696,1.1576194273082152,1.1785354137948418
2024-01-04,1.1707696287940257,1.154400858851334,1.177490456701621,1.1554167335719083,1.176292921562297
2024-01-05,1.1750557800604915,1.1586270845591804,1.1818012127104198,1.1596466783655708,1.1805992934321266
2024-01-08,1.1943809076972571,1.1776820236288532,1.2012372766526247,1.1787183858140564,1.2000155904459384
2024-01-09,1.178283757743922,1.1618099312255594,1.1850477206682666,1.1628323259424336,1.1838424996159864
2024-01-10,1.183862244884827,1.1673104243953265,1.190658231233026,1.1683376595555517,1.1894473041612088
