method,run_name,trained_cumulative_return,baseline_cumulative_return,trained_sharpe,baseline_sharpe,trained_max_drawdown,baseline_max_drawdown
KICL,The_Maverick_of_Wall_Street_20260316_014416,0.5661420015792422,0.5117850006336067,1.2825554737127123,1.2784980932563166,0.23977171526859226,0.20353952649555443
WO_BC_ANCHOR,The_Maverick_of_Wall_Street_20260321_144811,0.6627632567330479,0.5117850006336067,1.4436513051542705,1.2784980932563166,0.2040156077186561,0.20353952649555443
WO_ENTRY_PEN,The_Maverick_of_Wall_Street_20260321_194032,0.5708692397458484,0.5117850006336067,1.292976789053429,1.2784980932563166,0.21200112635083132,0.20353952649555443
WO_FIDELITY,The_Maverick_of_Wall_Street_20260321_162814,0.6463729238604397,0.5117850006336067,1.427104043854853,1.2784980932563166,0.200023653863848,0.20353952649555443
WO_HARD,The_Maverick_of_Wall_Street_20260321_015907,0.17700680172873517,0.5117850006336067,0.6886517831277714,1.2784980932563166,0.2563736510902973,0.20353952649555443
WO_MKT_FACTORS,The_Maverick_of_Wall_Street_20260321_211641,0.7408421669936558,0.5117850006336067,1.571958801275365,1.2784980932563166,0.17413456197805344,0.20353952649555443
WO_REV_PEN,The_Maverick_of_Wall_Street_20260321_180404,0.5564351511546632,0.5117850006336067,1.2780249576538194,1.2784980932563166,0.19984619552406702,0.20353952649555443
WO_RL_COMPLETION,The_Maverick_of_Wall_Street_20260321_162411,0.5135298811891904,0.5117850006336067,1.2818925613210044,1.2784980932563166,0.20350343918278302,0.20353952649555443
WO_SOFT,The_Maverick_of_Wall_Street_20260322_131142,0.5554882746426326,0.5117850006336067,1.2763355417021645,1.2784980932563166,0.20375199829490906,0.20353952649555443
WO_REGIME_SPLIT,The_Maverick_of_Wall_Street_20260321_225234,0.5740531970990208,0.5117850006336067,1.3381253310092616,1.2784980932563166,0.2303075649830525,0.20353952649555443
