method,run_name,cumulative_return,sharpe,max_drawdown
KICL,The_Maverick_of_Wall_Street_20260316_014416,0.44577589723522926,2.334470083704209,0.19991920429647358
WO_BC_ANCHOR,The_Maverick_of_Wall_Street_20260321_144811,0.542754879498806,2.708304293339089,0.18233141427621072
WO_ENTRY_PEN,The_Maverick_of_Wall_Street_20260321_194032,0.4672940607516938,2.4343876189585556,0.19627024366495116
WO_FIDELITY,The_Maverick_of_Wall_Street_20260321_162814,0.5075328583565193,2.5960579821570375,0.15775126229837727
WO_HARD,The_Maverick_of_Wall_Street_20260321_015907,0.15449681318684894,1.7257388314903164,0.09737565391749917
WO_MKT_FACTORS,The_Maverick_of_Wall_Street_20260321_211641,0.5885513229233483,2.825592191042238,0.14619691538726648
WO_REV_PEN,The_Maverick_of_Wall_Street_20260321_180404,0.45838263799306267,2.4145239270137466,0.16542948631748333
WO_RL_COMPLETION,The_Maverick_of_Wall_Street_20260321_162411,0.4144853560833872,2.4455603032092834,0.1411934597521047
WO_SOFT,The_Maverick_of_Wall_Street_20260322_131142,0.41250864453104263,2.2296904522781857,0.16049974036639358
WO_REGIME_SPLIT,The_Maverick_of_Wall_Street_20260321_225234,0.42774652167963856,2.3656832665188205,0.1807784493492135
