method,run_name,turnover,baseline_turnover,turnover_improve_vs_baseline,rebalance_freq,baseline_rebalance_freq,rebalance_freq_improve_vs_baseline,active_exposure_ratio,baseline_active_exposure_ratio,active_exposure_ratio_improve_vs_baseline
HARD_BOTH,Ale_s_World_of_Stocks_20260325_001036,1.7061785441670607,1.2424384068602152,-0.4637401373068455,1.0,1.0,0.0,0.9787234042553191,0.9787234042553191,0.0
BC,Ale_s_World_of_Stocks_20260317_153528,0.9921872643982376,1.2424384068602152,0.25025114246197766,1.0,1.0,0.0,1.0,0.9787234042553191,-0.021276595744680882
IQL,Ale_s_World_of_Stocks_20260317_153946,1.0054661750922333,1.2424384068602152,0.23697223176798188,1.0,1.0,0.0,1.0,0.9787234042553191,-0.021276595744680882
TRAIN_ONLY,Ale_s_World_of_Stocks_20260325_014112,0.31814942885941283,1.2424384068602152,0.9242889780008023,1.0,1.0,0.0,1.0,0.9787234042553191,-0.021276595744680882
INFER_ONLY,Ale_s_World_of_Stocks_20260325_031041,1.6475486009096818,1.2424384068602152,-0.4051101940494666,1.0,1.0,0.0,0.9787234042553191,0.9787234042553191,0.0
HARD_NONE,Ale_s_World_of_Stocks_20260325_105831,0.9802343996460064,1.2424384068602152,0.2622040072142088,1.0,1.0,0.0,1.0,0.9787234042553191,-0.021276595744680882
