date,exp0.5,exp0.6,test_v2
2024-05-14,1.0,1.0,1.0
2024-05-15,0.9799493241486684,0.9799493241486684,0.9950824003781314
2024-05-16,0.9847366563374422,0.9847366563374422,1.0016692035729888
2024-05-17,0.999493121169565,0.999493121169565,1.007973255796015
2024-05-20,1.0088918572501904,1.0089664150179325,1.0174760764656912
2024-05-21,1.0138525211227536,1.0139338319149758,1.022481033392859
2024-05-22,1.0112465521803804,1.0113210213437076,1.0198507207383851
2024-05-23,1.033390736415782,1.033632846234501,1.0422375144965548
2024-05-24,1.0436119709820608,1.0438815101446952,1.052554424276828
2024-05-28,1.0654981557776066,1.0660011633392443,1.0764837725646497
2024-05-29,1.0628935844266063,1.0642882346372418,1.0723649835709237
2024-05-30,1.0445959205096167,1.0439648614870405,1.0776640629312286
2024-05-31,1.0498704532620822,1.0475136143825423,1.080052304629946
2024-06-03,1.0589400616774047,1.0508434277414544,1.0873125214327588
2024-06-04,1.0621888956428396,1.054458598927434,1.0913531581569909
2024-06-05,1.086428143376856,1.07569088474131,1.110483388876207
2024-06-06,1.0728029815955396,1.0622003815537433,1.1093310986392717
2024-06-07,1.067205056799909,1.0566577815089666,1.110483388876207
2024-06-10,1.0668583538110612,1.0560605801532588,1.1096683486949028
2024-06-11,1.0921434318634613,1.0820977242031466,1.1380260427242106
2024-06-12,1.115627764573901,1.104899227087279,1.1696733876296592
2024-06-13,1.1207149391893838,1.1088918306050926,1.1860073967874416
2024-06-14,1.125496178865063,1.1131692382664782,1.1905884298044314
2024-06-17,1.1389198342240507,1.1239610038147816,1.2014152602900974
2024-06-18,1.1413825577888073,1.1252649942405433,1.2087482045716496
2024-06-20,1.128377750473689,1.1159575042689167,1.1966721127463975
2024-06-21,1.1135092401294222,1.1032014993304948,1.1857529278646952
2024-06-24,1.0906903965354449,1.0790751850673854,1.1636735641275815
2024-06-25,1.1036112138906509,1.0923804746111074,1.1769200122399874
2024-06-26,1.103285460159645,1.0931979988375176,1.1760208193998598
