date,daily_return_trained,nav_trained,cumulative_return_trained,daily_return_rorl,nav_rorl,cumulative_return_rorl
2024-05-13,0.0,1.0,0.0,0.0,1.0,0.0
2024-05-14,-0.0023831792797504026,0.9976168207202496,-0.0023831792797504026,0.0028067930456714,1.0028067930456714,0.0028067930456714407
2024-05-15,0.006142793465381713,1.003744974807525,0.0037449748075248923,0.0114794827493493,1.0143184963273697,0.0143184963273697
2024-05-16,0.0008721420269539593,1.0046203829843985,0.004620382984398486,-0.0023896824266772,1.0118945972416424,0.011894597241642435
2024-05-17,0.009246725816636214,1.0139098322156592,0.013909832215659224,0.0030175121783247,1.014948001512,0.014948001512000042
2024-05-20,-0.009449806730789767,1.0043285802587738,0.0043285802587738065,0.0027049806718536,1.0176934162390263,0.017693416239026316
2024-05-21,0.003317179460502473,1.007660118396804,0.007660118396803917,0.0063374983038041,1.0241430465382337,0.024143046538233737
2024-05-22,-0.0015436720064553322,1.0061046216800134,0.006104621680013356,0.001125144433492,1.025295355386146,0.025295355386145912
2024-05-23,0.054933988797819966,1.061373961696818,0.06137396169681808,-0.011598681628933,1.0134032809833984,0.01340328098339838
2024-05-24,0.019246438046735204,1.0818016298950337,0.0818016298950337,0.0081098721703659,1.021621852049203,0.021621852049203083
2024-05-28,0.0698043475846295,1.1573160868858454,0.15731608688584542,0.0033803882097338,1.0250753305126767,0.02507533051267674
2024-05-29,0.008112272620587557,1.166704550490855,0.16670455049085509,-0.0004019164543523,1.0246633358703932,0.024663335870393155
2024-05-30,-0.03766598792240072,1.1227594709830566,0.12275947098305662,-0.0138789418694181,1.010442092996124,0.010442092996123975
2024-05-31,-0.007846124571372903,1.1139501603100348,0.1139501603100348,0.006222762322507,1.0167298339814954,0.016729833981495412
2024-06-03,0.048954207280440754,1.1684827073579325,0.16848270735793247,0.0034915276637545,1.0202797743234064,0.02027977432340644
2024-06-04,0.012495621390964606,1.1830836248709664,0.1830836248709664,-0.0017829860366745,1.0184606297322865,0.01846062973228646
2024-06-05,0.019160967136011342,1.2057526513262722,0.20575265132627218,0.0110120060183631,1.0296759243163642,0.029675924316364233
2024-06-06,0.007280963971094234,1.21453169293863,0.21453169293863006,0.0008502547691675,1.0305514111817113,0.03055141118171134
2024-06-07,-0.0025851787543876847,1.2113919114095146,0.21139191140951463,0.0033177603924994,1.0339705338361644,0.03397053383616444
2024-06-10,0.0074614554265337585,1.2204306581605602,0.22043065816056018,0.0013708447517075,1.035387946915894,0.035387946915893975
2024-06-11,-0.007225529573879674,1.2116124003471516,0.21161240034715156,-0.0057457548072538,1.0294388616425294,0.0294388616425294
2024-06-12,0.027808981268733657,1.2453061068933708,0.24530610689337085,0.0049026037412726,1.0344857924570294,0.03448579245702943
2024-06-13,0.013964589885115952,1.2626962959575672,0.26269629595756716,0.0018456532376417,1.036395094509172,0.036395094509172
2024-06-14,-0.024442410719736296,1.2318329544774826,0.23183295447748264,0.0025028265255854,1.038989011642696,0.03898901164269608
2024-06-17,0.052974598199923895,1.2970888102903524,0.2970888102903524,0.0080608108700288,1.047364105561586,0.0473641055615861
2024-06-18,-0.013764414198944586,1.2792351426526998,0.2792351426526998,0.0045707025533507,1.0521512953531644,0.05215129535316443
2024-06-20,-0.01279365679068556,1.2628690472830175,0.2628690472830175,0.0030567732180612,1.0553674832541484,0.05536748325414842
2024-06-21,-0.0036629682665125785,1.2582431980380588,0.25824319803805884,-0.0022613700120842,1.0529809068757887,0.052980906875788714
2024-06-24,-0.019370179488894967,1.2338708014513804,0.2338708014513804,-0.0004733403842188,1.0524824884887531,0.05248248848875314
2024-06-25,0.019632977552848985,1.258095359199391,0.2580953591993911,0.0045177815274833,1.0572373744332473,0.05723737443324728
2024-06-26,-0.001502595775283222,1.2562049504277546,0.2562049504277546,0.0073129903945915,1.0649689411972807,0.0649689411972807
2024-06-27,-0.0037100713828411847,1.2515443403901891,0.25154434039018914,0.007107196468431,1.0725378846951468,0.07253788469514677
2024-06-28,-0.0006496043102970361,1.2507313317921438,0.2507313317921438,0.0038032172498587,1.0766169792793463,0.0766169792793463
2024-07-01,0.03334679514098493,1.2924392132898277,0.2924392132898277,0.0179113339593309,1.0959006255415047,0.09590062554150469
2024-07-02,-0.004085993625382978,1.2871583149031305,0.2871583149031305,0.015722118749073,1.1131305053134517,0.1131305053134517
2024-07-03,0.025625865085322497,1.320142860224289,0.32014286022428906,0.0101152608253925,1.1243901107073981,0.12439011070739814
