method,reversal_rate,entry_violation_rate,mean_abs_deviation,baseline_policy_corr
HARD_BOTH,0.0,0.0,0.008212167245801538,0.8207067757844925
BC,0.24243855342910692,0.23096789925369926,0.03192730131559074,0.8243610986641475
IQL,0.2059451242030261,0.21210956574556733,0.02686461390528296,0.8184759744576046
TRAIN_ONLY,0.24347227506305885,0.7294751861395795,0.051519902609288695,0.8320411026477814
INFER_ONLY,0.0,0.0,0.007692352472804487,0.8216985285282135
HARD_NONE,0.22258806381945062,0.21850773757206216,0.029338637762703002,0.8178439229726792
