source,kol,hard_both_event_cumulative_return,hard_both_event_baseline_cumulative_return,hard_both_event_sharpe,hard_both_event_baseline_sharpe,hard_both_event_max_drawdown,hard_both_event_baseline_max_drawdown,hard_both_betrayal_reversal_rate,hard_both_betrayal_entry_violation_rate,hard_both_betrayal_mean_abs_deviation,hard_both_betrayal_mean_normalized_deviation,hard_both_betrayal_sign_agreement_rate,hard_both_betrayal_baseline_policy_corr,hard_both_daily_trained_cumulative_return,hard_both_daily_baseline_cumulative_return,hard_both_daily_trained_sharpe,hard_both_daily_baseline_sharpe,hard_both_daily_trained_max_drawdown,hard_both_daily_baseline_max_drawdown,hard_both_trading_turnover,hard_both_trading_baseline_turnover,hard_both_trading_turnover_improve_vs_baseline,hard_both_trading_rebalance_freq,hard_both_trading_baseline_rebalance_freq,hard_both_trading_rebalance_freq_improve_vs_baseline,hard_both_trading_active_exposure_ratio,hard_both_trading_baseline_active_exposure_ratio,hard_both_trading_active_exposure_ratio_improve_vs_baseline,bc_event_cumulative_return,bc_event_baseline_cumulative_return,bc_event_sharpe,bc_event_baseline_sharpe,bc_event_max_drawdown,bc_event_baseline_max_drawdown,bc_betrayal_reversal_rate,bc_betrayal_entry_violation_rate,bc_betrayal_mean_abs_deviation,bc_betrayal_mean_normalized_deviation,bc_betrayal_sign_agreement_rate,bc_betrayal_baseline_policy_corr,bc_daily_trained_cumulative_return,bc_daily_baseline_cumulative_return,bc_daily_trained_sharpe,bc_daily_baseline_sharpe,bc_daily_trained_max_drawdown,bc_daily_baseline_max_drawdown,bc_trading_turnover,bc_trading_baseline_turnover,bc_trading_turnover_improve_vs_baseline,bc_trading_rebalance_freq,bc_trading_baseline_rebalance_freq,bc_trading_rebalance_freq_improve_vs_baseline,bc_trading_active_exposure_ratio,bc_trading_baseline_active_exposure_ratio,bc_trading_active_exposure_ratio_improve_vs_baseline,iql_event_cumulative_return,iql_event_baseline_cumulative_return,iql_event_sharpe,iql_event_baseline_sharpe,iql_event_max_drawdown,iql_event_baseline_max_drawdown,iql_betrayal_reversal_rate,iql_betrayal_entry_violation_rate,iql_betrayal_mean_abs_deviation,iql_betrayal_mean_normalized_deviation,iql_betrayal_sign_agreement_rate,iql_betrayal_baseline_policy_corr,iql_daily_trained_cumulative_return,iql_daily_baseline_cumulative_return,iql_daily_trained_sharpe,iql_daily_baseline_sharpe,iql_daily_trained_max_drawdown,iql_daily_baseline_max_drawdown,iql_trading_turnover,iql_trading_baseline_turnover,iql_trading_turnover_improve_vs_baseline,iql_trading_rebalance_freq,iql_trading_baseline_rebalance_freq,iql_trading_rebalance_freq_improve_vs_baseline,iql_trading_active_exposure_ratio,iql_trading_baseline_active_exposure_ratio,iql_trading_active_exposure_ratio_improve_vs_baseline,train_only_event_cumulative_return,train_only_event_baseline_cumulative_return,train_only_event_sharpe,train_only_event_baseline_sharpe,train_only_event_max_drawdown,train_only_event_baseline_max_drawdown,train_only_betrayal_reversal_rate,train_only_betrayal_entry_violation_rate,train_only_betrayal_mean_abs_deviation,train_only_betrayal_mean_normalized_deviation,train_only_betrayal_sign_agreement_rate,train_only_betrayal_baseline_policy_corr,train_only_daily_trained_cumulative_return,train_only_daily_baseline_cumulative_return,train_only_daily_trained_sharpe,train_only_daily_baseline_sharpe,train_only_daily_trained_max_drawdown,train_only_daily_baseline_max_drawdown,train_only_trading_turnover,train_only_trading_baseline_turnover,train_only_trading_turnover_improve_vs_baseline,train_only_trading_rebalance_freq,train_only_trading_baseline_rebalance_freq,train_only_trading_rebalance_freq_improve_vs_baseline,train_only_trading_active_exposure_ratio,train_only_trading_baseline_active_exposure_ratio,train_only_trading_active_exposure_ratio_improve_vs_baseline,infer_only_event_cumulative_return,infer_only_event_baseline_cumulative_return,infer_only_event_sharpe,infer_only_event_baseline_sharpe,infer_only_event_max_drawdown,infer_only_event_baseline_max_drawdown,infer_only_betrayal_reversal_rate,infer_only_betrayal_entry_violation_rate,infer_only_betrayal_mean_abs_deviation,infer_only_betrayal_mean_normalized_deviation,infer_only_betrayal_sign_agreement_rate,infer_only_betrayal_baseline_policy_corr,infer_only_daily_trained_cumulative_return,infer_only_daily_baseline_cumulative_return,infer_only_daily_trained_sharpe,infer_only_daily_baseline_sharpe,infer_only_daily_trained_max_drawdown,infer_only_daily_baseline_max_drawdown,infer_only_trading_turnover,infer_only_trading_baseline_turnover,infer_only_trading_turnover_improve_vs_baseline,infer_only_trading_rebalance_freq,infer_only_trading_baseline_rebalance_freq,infer_only_trading_rebalance_freq_improve_vs_baseline,infer_only_trading_active_exposure_ratio,infer_only_trading_baseline_active_exposure_ratio,infer_only_trading_active_exposure_ratio_improve_vs_baseline,hard_none_event_cumulative_return,hard_none_event_baseline_cumulative_return,hard_none_event_sharpe,hard_none_event_baseline_sharpe,hard_none_event_max_drawdown,hard_none_event_baseline_max_drawdown,hard_none_betrayal_reversal_rate,hard_none_betrayal_entry_violation_rate,hard_none_betrayal_mean_abs_deviation,hard_none_betrayal_mean_normalized_deviation,hard_none_betrayal_sign_agreement_rate,hard_none_betrayal_baseline_policy_corr,hard_none_daily_trained_cumulative_return,hard_none_daily_baseline_cumulative_return,hard_none_daily_trained_sharpe,hard_none_daily_baseline_sharpe,hard_none_daily_trained_max_drawdown,hard_none_daily_baseline_max_drawdown,hard_none_trading_turnover,hard_none_trading_baseline_turnover,hard_none_trading_turnover_improve_vs_baseline,hard_none_trading_rebalance_freq,hard_none_trading_baseline_rebalance_freq,hard_none_trading_rebalance_freq_improve_vs_baseline,hard_none_trading_active_exposure_ratio,hard_none_trading_baseline_active_exposure_ratio,hard_none_trading_active_exposure_ratio_improve_vs_baseline
x,EliteOptions2,0.26563074372201645,0.24094108739372477,0.9182126231546738,0.8658237998450594,0.18101540451542947,0.18537174196069195,0.0,0.0,0.011731692589819431,0.4768201410770416,0.9345018450184502,0.6784378290176392,0.2656307534471338,0.2409410975039996,0.9182126429191709,0.8658238217720032,0.18101540567258853,0.18537174458873187,0.9196585372633822,0.9063402455757573,-0.013318291687624884,1.0,1.0,0.0,1.0,1.0,0.0,0.143345448647056,0.2299096509289702,0.7962069131915266,0.8942407663660705,0.10604673251413117,0.16267822856765457,0.08302583025830258,0.18004377964246626,0.025811972096562386,0.47802868485450745,0.9169741697416974,0.6634442210197449,0.2077932195219696,0.2409410975039996,0.8352303739113321,0.8658238217720032,0.19829360715542313,0.18537174458873187,0.6543667229543236,0.9063402455757573,0.2519735226214337,1.0,1.0,0.0,1.0,1.0,0.0,0.12062994362288926,0.2299096509289702,0.6720433777306668,0.8942407663660705,0.11244079837792026,0.16267822856765457,0.0959409594095941,0.14739146296971908,0.025163384154438972,0.537602961063385,0.9040590405904059,0.664650022983551,0.1829091036356545,0.2409410975039996,0.7403350980992046,0.8658238217720032,0.2051947735840966,0.18537174458873187,0.7380242237346691,0.9063402455757573,0.16831602184108818,1.0,1.0,0.0,1.0,1.0,0.0,0.061091074727676054,0.24094108739372477,0.6769785168605916,0.8658237998450594,0.07248940113571284,0.18537174196069195,0.1014760147601476,1.0,0.07839639484882355,0.5234981775283813,0.8985239852398524,0.6675717830657959,0.35936253163011367,0.2409410975039996,1.2615297011324957,0.8658238217720032,0.201304347668834,0.18537174458873187,0.2492293636808176,0.9063402455757573,0.6571108818949397,1.0,1.0,0.0,1.0,1.0,0.0,0.19539461042436956,0.24094108739372477,0.7531649650342613,0.8658237998450594,0.1899183896681423,0.18537174196069195,0.0,0.0,0.009298148564994335,0.37940630316734314,0.940959409594096,0.6643142104148865,0.1953946181359827,0.2409410975039996,0.7531649823130628,0.8658238217720032,0.18991839276210215,0.18537174458873187,0.9069745114924177,0.9063402455757573,-0.0006342659166603815,1.0,1.0,0.0,1.0,1.0,0.0,0.1262455067989876,0.24094108739372477,0.6870150047852658,0.8658237998450594,0.11331824838959065,0.18537174196069195,0.07933579335793357,0.1324334184604159,0.023852018639445305,0.5023898482322693,0.9206642066420664,0.6645390391349792,0.18163976168339824,0.2409410975039996,0.736946196486117,0.8658238217720032,0.20175513517686297,0.18537174458873187,0.7085388054693688,0.9063402455757573,0.19780144010638856,1.0,1.0,0.0,1.0,1.0,0.0
x,GoldTelegraph_,0.05142261656860869,0.056264436998107126,0.43989150949233924,0.45490979597523934,0.37562036802989546,0.3784582449562539,0.0,0.0,0.0052967858500778675,0.3064228892326355,0.9813084112149533,0.9359035491943359,0.05171972104074385,0.05660901533248319,0.3802601504971767,0.3921477282491922,0.37584006597949254,0.3786769444657741,1.0049683334918085,0.4148175495211267,-0.5901507839706818,0.704225352112676,0.971830985915493,0.267605633802817,0.993006993006993,0.993006993006993,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09185077340042658,0.056264436998107126,-0.7378103654478075,0.45490979597523934,0.1967656513556879,0.3784582449562539,0.014018691588785047,0.9970404472213088,0.06374406814575195,0.33726558089256287,0.985981308411215,0.9450203776359558,0.36191818556095434,0.05660901533248319,1.4007586258479658,0.3921477282491922,0.23390975508048922,0.3786769444657741,0.20150509825362947,0.4148175495211267,0.21331245126749723,0.971830985915493,0.971830985915493,0.0,1.0,0.993006993006993,-0.006993006993006978,0.04424735328725671,0.056264436998107126,0.4173000949994078,0.45490979597523934,0.3746250536567415,0.3784582449562539,0.0,0.0,0.005171083379536867,0.297771155834198,0.985981308411215,0.9486039876937866,0.04447116719153388,0.05660901533248319,0.36182842571677903,0.3921477282491922,0.3748451017722574,0.3786769444657741,1.0047449210040502,0.4148175495211267,-0.5899273714829235,0.704225352112676,0.971830985915493,0.267605633802817,0.993006993006993,0.993006993006993,0.0,-0.033045895715507645,0.056264436998107126,-0.18443303644014614,0.45490979597523934,0.18675226114424237,0.3784582449562539,0.014018691588785047,0.23413350871423874,0.03177923336625099,0.3077697157859802,0.985981308411215,0.9540894031524658,0.5106954374059431,0.05660901533248319,1.6467933369684626,0.3921477282491922,0.23118713798712998,0.3786769444657741,0.22361338761507885,0.4148175495211267,0.19120416190604786,0.971830985915493,0.971830985915493,0.0,1.0,0.993006993006993,-0.006993006993006978
x,Jake__Wujastyk,0.2987985217327147,0.2245851634261009,1.1368974085384425,1.0312597069121745,0.3439088459933313,0.3368729144010187,0.0,0.0,0.0036512152291834354,0.6535082459449768,0.676923076923077,0.8759772777557373,0.2505299162607981,0.22096381168255697,0.5706907947470768,0.5368648201980535,0.36026469522943255,0.353404164333472,1.5217250526380481,1.1801065625090912,-0.34161849012895695,1.0,1.0,0.0,0.9819819819819819,0.9819819819819819,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10616588720845987,0.2245851634261009,1.3323458014296614,1.0312597069121745,0.07709359291890705,0.3368729144010187,0.367948717948718,0.18827966347548594,0.020857302471995354,1.0014946460723877,0.632051282051282,0.8756963610649109,0.5815697818926933,0.22096381168255697,1.2151751833859814,0.5368648201980535,0.28015506263990037,0.353404164333472,0.4861179673166241,1.1801065625090912,0.6939885951924671,1.0,1.0,0.0,1.0,0.9819819819819819,-0.018018018018018056,0.3185153219184127,0.2245851634261009,1.1736685744773772,1.0312597069121745,0.3604032487021195,0.3368729144010187,0.0,0.0,0.0036940693389624357,0.6701209545135498,0.6807692307692308,0.8546679615974426,0.29125146417319003,0.22096381168255697,0.6126308121599291,0.5368648201980535,0.3763479056218484,0.353404164333472,1.4613816424849693,1.1801065625090912,-0.2812750799758781,1.0,1.0,0.0,0.9819819819819819,0.9819819819819819,0.0,0.28456176727523874,0.2245851634261009,1.8327645813494167,1.0312597069121745,0.10323935999056896,0.3368729144010187,0.3294871794871795,0.07436418141378977,0.010384947061538696,0.9377381801605225,0.6705128205128205,0.8679214715957642,0.964928634103563,0.22096381168255697,1.4980327219504352,0.5368648201980535,0.2480139777101476,0.353404164333472,0.8976800668853315,1.1801065625090912,0.28242649562375965,1.0,1.0,0.0,1.0,0.9819819819819819,-0.018018018018018056
x,Mr_Derivatives,-0.1799259500656879,-0.11967078771458839,-0.45864435440597673,-0.2753588546755189,0.3594413534227063,0.29523313349048186,0.0,0.0,0.003784875152632594,0.7581963539123535,0.5780160857908847,0.738275408744812,-0.18493100168297116,-0.10844286934805647,-0.4784940823710659,-0.22982569585409707,0.36312485996221444,0.287441601389331,1.5248115670180669,1.4069781456548223,-0.1178334213632446,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036768238059043945,-0.11967078771458839,0.737797468893042,-0.2753588546755189,0.05664233707417223,0.29523313349048186,0.3297587131367292,1.0,0.06242602691054344,0.9269357323646545,0.6702412868632708,0.7253566384315491,-0.20419807285283853,-0.10844286934805647,-1.1430167095808428,-0.22982569585409707,0.3346002273384624,0.287441601389331,0.24540101068983342,1.4069781456548223,1.1615771349649888,1.0,1.0,0.0,1.0,1.0,0.0,-0.14372832648061395,-0.11967078771458839,-0.35433967163624225,-0.2753588546755189,0.30600482009881047,0.29523313349048186,0.0,0.0,0.0034867527429014444,0.7139872312545776,0.6536193029490617,0.7741081714630127,-0.14105968681342784,-0.10844286934805647,-0.34304463577083727,-0.22982569585409707,0.30369015855290576,0.287441601389331,1.5095888969556557,1.4069781456548223,-0.10261075130083341,1.0,1.0,0.0,1.0,1.0,0.0,0.03360599679551268,-0.11967078771458839,0.3344452696876924,-0.2753588546755189,0.12041618428540483,0.29523313349048186,0.34798927613941016,0.052933963916622875,0.007828283123672009,0.9365139603614807,0.6520107238605898,0.7685016989707947,0.08894946628838318,0.16040590146943723,0.8478237993989384,1.1594634465225768,0.11454782954253623,0.12245887442608924,1.1756902392031285,1.4069781456548223,0.23128790645169373,1.0,1.0,0.0,1.0,1.0,0.0
x,Stephanie_Link,-0.17084053132533938,-0.0510755107066907,-0.4947001673572302,0.03201651933135772,0.292021698027076,0.270792039479037,0.0,0.0,0.00448936503380537,0.7226568460464478,0.7078384798099763,0.8358551263809204,-0.17021644425243698,-0.05061161703180883,-0.2810607789125414,0.08487711513378285,0.3040966450252393,0.269711631247882,1.8480662221467574,1.0356733734264707,-0.8123928487202867,0.9926470588235294,1.0,0.007352941176470562,0.9781021897810219,1.0,0.021897810218978075,-0.11392923562575297,-0.09593610562057098,-1.8968903190224675,-0.6994791602592074,0.08287954030894841,0.18424993305332116,0.2375296912114014,0.10616184112843356,0.015020988881587982,0.8224144577980042,0.7624703087885986,0.8309723138809204,0.012381330379460431,-0.0505557397701798,0.18260645699686437,0.0850396076309436,0.21243532740393034,0.2697116312480106,0.7981424992993515,1.0496900743088236,0.251547575009472,1.0,1.0,0.0,1.0,1.0,0.0,-0.11457818098858186,-0.09593610562057098,-1.8983249149817762,-0.6994791602592074,0.07931499731222898,0.18424993305332116,0.2494061757719715,0.09651076466221233,0.014493685215711594,0.8171898722648621,0.7505938242280285,0.8208145499229431,0.01800539604178608,-0.0505557397701798,0.21198618982274287,0.0850396076309436,0.20696430873909993,0.2697116312480106,0.8413786678609049,1.0496900743088236,0.20831140644791868,1.0,1.0,0.0,1.0,1.0,0.0,-0.09250449932098115,-0.0510755107066907,-1.914602467353099,0.03201651933135772,0.06088105102860983,0.270792039479037,0.3159144893111639,1.0,0.04304855689406395,0.9160685539245605,0.684085510688836,0.8807662129402161,-0.2719776717220741,-0.05061161703180883,-2.185299287633342,0.08487711513378285,0.2784724498325582,0.269711631247882,0.2550616167488875,1.0496900743088236,0.794628457559936,1.0,1.0,0.0,1.0,1.0,0.0,-0.04515545534089238,-0.0510755107066907,0.056370077726240087,0.03201651933135772,0.2520898222429335,0.270792039479037,0.0,0.0,0.004136719275265932,0.6677955985069275,0.7695961995249406,0.7995485067367554,-0.04428711839230037,-0.05061161703180883,0.10473836440659644,0.08487711513378285,0.25136614718595635,0.269711631247882,1.8552594545025012,1.0496900743088236,-0.8055693801936776,0.9926470588235294,1.0,0.007352941176470562,0.9854014598540146,1.0,0.014598540145985384,-0.10164165522022628,-0.0510755107066907,-1.5959610272580937,0.03201651933135772,0.06714591111686138,0.270792039479037,0.23040380047505937,0.0914068299925761,0.013881649821996689,0.789794921875,0.7695961995249406,0.8209454417228699,0.0392227473164668,-0.05061161703180883,0.3139351246167483,0.08487711513378285,0.1947568126023208,0.269711631247882,0.8264317799015786,1.0496900743088236,0.22325829440724498,1.0,1.0,0.0,1.0,1.0,0.0
x,Stocktwits,0.7756243829283249,-0.16788310547478147,1.3876011314619139,-0.16595189377296576,0.2922775932208541,0.47198070490442035,0.0,0.0,0.0025762806180864573,0.7414433360099792,0.5806451612903226,0.8335786461830139,0.9251713497200345,-0.146241636878926,1.5312276340773343,-0.10479539276047047,0.2851717202922414,0.45824812894081574,1.6582915370286468,1.322745957390625,-0.3355455796380218,0.9895833333333334,1.0,0.01041666666666663,0.9896373056994818,1.0,0.010362694300518172,-0.05522283666008343,-0.09064140645397833,-0.24711524199530827,-0.041779678967873005,0.1425495826736257,0.3470423418728361,0.43135783945986494,0.03927379445275636,0.007252016104757786,1.1985620260238647,0.568642160540135,0.811366856098175,-0.04405431866789733,-0.146241636878926,0.03601239760598679,-0.10479539276047047,0.3231517191661194,0.45824812894081574,1.0679840066845177,1.331116659196891,0.2631326525123734,1.0,1.0,0.0,1.0,1.0,0.0,0.07766894592509299,-0.09064140645397833,0.5330783705832706,-0.041779678967873005,0.10597064203824864,0.3470423418728361,0.35258814703675917,0.04261134768097595,0.0065179080702364445,1.0095006227493286,0.6474118529632408,0.8233077526092529,0.3785749976321593,-0.146241636878926,1.1750641637321109,-0.10479539276047047,0.27920633764757496,0.45824812894081574,1.0533289941419626,1.331116659196891,0.27778766505492847,1.0,1.0,0.0,1.0,1.0,0.0,-0.10482998206182403,-0.16788310547478147,-0.8395027861683791,-0.16595189377296576,0.10458752135557492,0.47198070490442035,0.4223555888972243,0.9882322476694672,0.05210747942328453,1.1458343267440796,0.5776444111027756,0.8444538116455078,-0.7002403799041412,-0.146241636878926,-3.1423830768577363,-0.10479539276047047,0.7265987940627735,0.45824812894081574,0.1999053184610918,1.331116659196891,1.1312113407357993,1.0,1.0,0.0,1.0,1.0,0.0,0.37499588342024825,-0.16788310547478147,0.9539277049703864,-0.16595189377296576,0.33770688274360977,0.47198070490442035,0.0,0.0,0.002308952622115612,0.6767336130142212,0.7021755438859715,0.8401878476142883,0.4279506544325151,-0.146241636878926,1.02894460325466,-0.10479539276047047,0.31386028433517993,0.45824812894081574,1.6588503600124678,1.3272391645781247,-0.33161119543434303,0.9895833333333334,1.0,0.01041666666666663,0.9948186528497409,1.0,0.005181347150259086,0.11490278848936297,-0.16788310547478147,0.6646191731153395,-0.16595189377296576,0.10269094067098322,0.47198070490442035,0.33083270817704424,0.04194959143744965,0.006334268022328615,0.9634714126586914,0.6691672918229558,0.844855010509491,0.012662126729660717,-0.146241636878926,0.2469907068417082,-0.10479539276047047,0.2685444683678945,0.45824812894081574,1.034385134947572,1.331116659196891,0.29673152424931915,1.0,1.0,0.0,1.0,1.0,0.0
x,bespokeinvest,-0.09897156463465251,-0.12666002798383869,-0.18776861935454195,-0.34937132097130125,0.2743719469310928,0.2883624984808202,0.0,0.0,0.0013624569401144981,0.7416986227035522,0.6215415019762845,0.7863033413887024,-0.09889375708842219,-0.12661878457471198,-0.19042869843188956,-0.3528383083333674,0.27415500561246225,0.2881733312733905,1.612423232479529,1.1824620597802198,-0.4299611726993091,0.989010989010989,1.0,0.01098901098901095,0.9508196721311475,0.9617486338797814,0.010928961748633892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0466024441290428,-0.12666002798383869,-0.8824266663858373,-0.34937132097130125,0.07706869627307598,0.2883624984808202,0.40217391304347827,0.9993525036525435,0.06309125572443008,1.1357070207595825,0.5978260869565217,0.822872519493103,0.1600332788937744,-0.12661878457471198,1.0016105103883297,-0.3528383083333674,0.15921438542534094,0.2881733312733905,0.11153026726955542,1.20395997825,1.0924297109804444,1.0,1.0,0.0,1.0,0.9621621621621622,-0.037837837837837784,-0.03645525369238811,-0.12666002798383869,0.030318080902131152,-0.34937132097130125,0.2203241145640833,0.2883624984808202,0.0,0.0,0.0013022520579397678,0.7111936807632446,0.6600790513833992,0.765561580657959,-0.03635743448777862,-0.12661878457471198,0.02618710021883842,-0.3528383083333674,0.2200799058168711,0.2881733312733905,1.6044650624535326,1.1886947347717391,-0.41577032768179345,0.9891304347826086,1.0,0.010869565217391353,0.9513513513513514,0.9621621621621622,0.010810810810810811,-0.030478259590383194,-0.12666002798383869,-0.281494981028708,-0.34937132097130125,0.05803944294742713,0.2883624984808202,0.3577075098814229,0.02352570062425289,0.003684334922581911,1.00013267993927,0.642292490118577,0.8085840940475464,0.09578423351521259,-0.12661878457471198,0.6301179182823714,-0.3528383083333674,0.11323988285152954,0.2881733312733905,1.0209746715905808,1.20395997825,0.18298530665941914,1.0,1.0,0.0,1.0,0.9621621621621622,-0.037837837837837784
x,goldseek,0.5194003221036816,0.4630456193217698,1.647042263364222,1.531791169321562,0.2754530181175399,0.2743119372772456,0.0,0.0,0.007489384617656469,0.43841761350631714,0.9327217125382263,0.7883346676826477,0.5205591675762344,0.46419313503543735,1.5128529401696025,1.4022167888442385,0.275447306431148,0.2743174424064421,1.2893255668717212,0.6494265975031848,-0.6398989693685364,0.8662420382165605,1.0,0.13375796178343946,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06689425150332051,0.4630456193217698,-0.6983708274040955,1.531791169321562,0.07503233337537957,0.2743119372772456,0.05198776758409786,1.0,0.07563523948192596,0.44983163475990295,0.9480122324159022,0.8303635120391846,0.8044569529346455,0.46419313503543735,3.025566984365118,1.4022167888442385,0.132421542735311,0.2743174424064421,0.1756739402424567,0.6494265975031848,0.47375265726072807,1.0,1.0,0.0,1.0,1.0,0.0,0.44382311932371565,0.4630456193217698,1.4805641262942177,1.531791169321562,0.27457219548384165,0.2743119372772456,0.0,0.0,0.006837998982518911,0.40506914258003235,0.9510703363914373,0.8014242053031921,0.44558456134234437,0.46419313503543735,1.3568250743263521,1.4022167888442385,0.2745649245906966,0.2743174424064421,1.2802562727145483,0.6494265975031848,-0.6308296752113636,0.8662420382165605,1.0,0.13375796178343946,1.0,1.0,0.0,-0.05213636667097654,0.4630456193217698,-0.3795118400287414,1.531791169321562,0.09042936412455808,0.2743119372772456,0.045871559633027525,0.20174563591022443,0.03067636489868164,0.43606576323509216,0.9541284403669725,0.8408533334732056,0.4925770373446454,0.46419313503543735,1.841122905383629,1.4022167888442385,0.20370935130990392,0.2743174424064421,0.4140043120018113,0.6494265975031848,0.23542228550137345,1.0,1.0,0.0,1.0,1.0,0.0
x,intocryptoverse,-0.16254286639676008,-0.16254286639676008,-0.32621521711481555,-0.32621521711481555,0.41149412791443296,0.41149412791443296,0.0,0.0,0.021537799388170242,0.3255469799041748,1.0,0.9120973944664001,-0.16053594311599606,-0.16053594311599606,-0.1605518621777662,-0.1605518621777662,0.41010285267766006,0.41010285267766006,0.847517730496454,0.3501401827659574,-0.4973775477304966,0.6595744680851063,1.0,0.34042553191489366,0.9894736842105263,0.9894736842105263,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021656772719624184,-0.16254286639676008,-0.058226067946217,-0.32621521711481555,0.16805560326448002,0.41149412791443296,0.0,0.5774058577405857,0.05248764529824257,0.4098683297634125,1.0,0.9057266116142273,0.04770603730842615,-0.16053594311599606,0.3296391875470504,-0.1605518621777662,0.2247712844437096,0.41010285267766006,0.6337507380142922,0.3501401827659574,-0.2836105552483348,1.0,1.0,0.0,1.0,0.9894736842105263,-0.010526315789473717,-0.14406560719599248,-0.16254286639676008,-0.24821786494626485,-0.32621521711481555,0.3985096120920638,0.41149412791443296,0.0,0.0,0.01605394296348095,0.24436701834201813,0.9927536231884058,0.9053597450256348,-0.14201440282045796,-0.16053594311599606,-0.1134820408579361,-0.1605518621777662,0.39708763951094067,0.41010285267766006,0.8262411347517731,0.3501401827659574,-0.4761009519858157,0.6382978723404256,1.0,0.36170212765957444,0.9894736842105263,0.9894736842105263,0.0,-0.051028876263695566,-0.16254286639676008,-0.5369339655956462,-0.32621521711481555,0.13815694862366168,0.41149412791443296,0.0,0.8891213389121339,0.1008453518152237,0.21161867678165436,1.0,0.8671677708625793,-0.30285066302444663,-0.16053594311599606,-0.6770637532739456,-0.1605518621777662,0.37126104032115925,0.41010285267766006,0.12325504424867319,0.3501401827659574,0.2268851385172842,0.9042553191489362,1.0,0.0957446808510638,1.0,0.9894736842105263,-0.010526315789473717
x,traderstewie,-0.10637462759408911,-0.14236027819137587,0.2550776581403328,0.15155664720499804,0.3857448915292025,0.3957911566906614,0.0,0.0,0.004513714462518692,0.6894299983978271,0.7368421052631579,0.8710753917694092,-0.08571607815651161,-0.12293879285852216,0.2272296381786599,0.1708553236061315,0.39284060574512464,0.4056530704415187,1.9230769230769231,0.7174793080219781,-1.205597615054945,1.0,1.0,0.0,0.9782608695652174,0.9782608695652174,0.0,0.013846269169688341,0.06184537975440829,0.2858387155981772,0.6142688580878047,0.06162221887489876,0.13454210058967775,0.25146198830409355,0.16643804298125287,0.021678153425455093,0.974528968334198,0.7485380116959064,0.9395217299461365,-0.09075436880799737,-0.12293879285852216,0.05116484539557245,0.1708553236061315,0.39050911757490836,0.4056530704415187,0.564400500966394,0.7388624465934066,0.17446194562701256,1.0,1.0,0.0,1.0,0.9891304347826086,-0.010869565217391353,0.02445934785747772,0.06184537975440829,0.4268138561329009,0.6142688580878047,0.05988020761734878,0.13454210058967775,0.2631578947368421,0.15249199817101053,0.021303310990333557,1.0344487428665161,0.7368421052631579,0.9064288139343262,-0.1033898300562206,-0.12293879285852216,0.02801224716620604,0.1708553236061315,0.3893189637691053,0.4056530704415187,0.5761725433608849,0.7388624465934066,0.16268990323252175,1.0,1.0,0.0,1.0,0.9891304347826086,-0.010869565217391353,-0.019345483486930215,-0.14236027819137587,-0.15799740044550223,0.15155664720499804,0.08189591750281856,0.3957911566906614,0.27485380116959063,0.6726108824874257,0.030544858425855637,1.3721908330917358,0.7251461988304093,0.9379717707633972,-0.17829633474326412,-0.12293879285852216,-0.36121685738567283,0.1708553236061315,0.47872415514625805,0.4056530704415187,0.50913370466649,0.7388624465934066,0.2297287419269166,1.0,1.0,0.0,1.0,0.9891304347826086,-0.010869565217391353,-0.09072539014189429,-0.14236027819137587,0.2985745980075907,0.15155664720499804,0.3719919132112265,0.3957911566906614,0.0,0.0,0.004442123696208,0.6822987794876099,0.7426900584795322,0.8744364380836487,-0.07003680385447075,-0.12293879285852216,0.2502086559379192,0.1708553236061315,0.38192069367581977,0.4056530704415187,1.9228629310899614,0.7174793080219781,-1.2053836230679833,1.0,1.0,0.0,0.9782608695652174,0.9782608695652174,0.0,0.00048493115038716894,-0.14236027819137587,0.11055219603022194,0.15155664720499804,0.06104997202589453,0.3957911566906614,0.24561403508771928,0.15775034293552812,0.02051892876625061,0.9475391507148743,0.7543859649122807,0.9190970659255981,-0.09872273133021647,-0.12293879285852216,0.03702280918885519,0.1708553236061315,0.39025660447964683,0.4056530704415187,0.5668140970640855,0.7388624465934066,0.17204834952932113,1.0,1.0,0.0,1.0,0.9891304347826086,-0.010869565217391353
