method,run_name,trained_cumulative_return,baseline_cumulative_return,trained_sharpe,baseline_sharpe,trained_max_drawdown,baseline_max_drawdown
KICL,intocryptoverse_20260320_161843,-0.14233447996640503,-0.16053594311599606,-0.11430129301712344,-0.1605518621777662,0.3973125599126903,0.41010285267766006
WO_BC_ANCHOR,intocryptoverse_20260321_144810,-0.14554629753157422,-0.16053594311599606,-0.12251199976596706,-0.1605518621777662,0.3995695261042853,0.41010285267766006
WO_ENTRY_PEN,intocryptoverse_20260321_194032,-0.16053594311599606,-0.16053594311599606,-0.1605518621777662,-0.1605518621777662,0.41010285267766006,0.41010285267766006
WO_FIDELITY,intocryptoverse_20260321_162814,-0.1493692154241646,-0.16053594311599606,-0.13225954226336148,-0.1605518621777662,0.4022559166796367,0.41010285267766006
WO_HARD,intocryptoverse_20260321_003328,-0.3497860286125357,-0.16053594311599606,-0.8552364138203401,-0.1605518621777662,0.37326448610545554,0.41010285267766006
WO_MKT_FACTORS,intocryptoverse_20260321_211641,-0.15907742854382256,-0.16053594311599606,-0.15687314814477016,-0.1605518621777662,0.4090779445025999,0.41010285267766006
WO_REV_PEN,intocryptoverse_20260321_180404,-0.14201440282045796,-0.16053594311599606,-0.1134820408579361,-0.1605518621777662,0.39708763951094067,0.41010285267766006
WO_RL_COMPLETION,intocryptoverse_20260321_162411,-0.16053594311599606,-0.16053594311599606,-0.1605518621777662,-0.1605518621777662,0.41010285267766006,0.41010285267766006
WO_SOFT,intocryptoverse_20260321_131414,-0.14201440282045796,-0.16053594311599606,-0.1134820408579361,-0.1605518621777662,0.39708763951094067,0.41010285267766006
WO_REGIME_SPLIT,intocryptoverse_20260321_225233,-0.14473507533113084,-0.16053594311599606,-0.12043995851502647,-0.1605518621777662,0.39899947471029357,0.41010285267766006
