scope,d_sig,d_sil,d_total,rho_sig,rho_sil,sil_sig_ratio,ticker,sil_gt_sig
NEM,17,556,573,0.029668411867364748,0.9703315881326352,32.705882352941174,NEM,True
DJT,31,542,573,0.05410122164048865,0.9458987783595113,17.483870967741936,DJT,True
FANG,17,554,571,0.0297723292469352,0.9702276707530648,32.588235294117645,FANG,True
MVST,2,568,570,0.0035087719298245615,0.9964912280701754,284.0,MVST,True
FIVE,1,568,569,0.0017574692442882249,0.9982425307557118,568.0,FIVE,True
EQT,28,541,569,0.0492091388400703,0.9507908611599297,19.321428571428573,EQT,True
CME,9,560,569,0.015817223198594025,0.984182776801406,62.22222222222222,CME,True
HLT,8,560,568,0.014084507042253521,0.9859154929577465,70.0,HLT,True
PINS,13,553,566,0.022968197879858657,0.9770318021201413,42.53846153846154,PINS,True
BYND,9,556,565,0.01592920353982301,0.984070796460177,61.77777777777778,BYND,True
ANET,9,554,563,0.015985790408525755,0.9840142095914742,61.55555555555556,ANET,True
BKKT,2,559,561,0.0035650623885918,0.9964349376114082,279.5,BKKT,True
ONON,10,548,558,0.017921146953405017,0.982078853046595,54.8,ONON,True
RTX,16,539,555,0.02882882882882883,0.9711711711711711,33.6875,RTX,True
VRTX,5,548,553,0.009041591320072333,0.9909584086799277,109.6,VRTX,True
NXP,1,551,552,0.0018115942028985507,0.9981884057971014,551.0,NXP,True
TGTX,7,542,549,0.012750455373406194,0.9872495446265938,77.42857142857143,TGTX,True
CHGG,7,540,547,0.012797074954296161,0.9872029250457038,77.14285714285714,CHGG,True
ULCC,1,546,547,0.0018281535648994515,0.9981718464351006,546.0,ULCC,True
KOD,2,545,547,0.003656307129798903,0.9963436928702011,272.5,KOD,True
KPTI,1,546,547,0.0018281535648994515,0.9981718464351006,546.0,KPTI,True
CSX,7,538,545,0.012844036697247707,0.9871559633027523,76.85714285714286,CSX,True
SPCE,3,540,543,0.0055248618784530384,0.994475138121547,180.0,SPCE,True
VICI,63,480,543,0.11602209944751381,0.8839779005524862,7.619047619047619,VICI,True
SKYH,1,538,539,0.0018552875695732839,0.9981447124304267,538.0,SKYH,True
KVUE,8,531,539,0.014842300556586271,0.9851576994434137,66.375,KVUE,True
STNE,3,535,538,0.0055762081784386614,0.9944237918215614,178.33333333333334,STNE,True
BCRX,4,534,538,0.007434944237918215,0.9925650557620818,133.5,BCRX,True
TEN,1,537,538,0.0018587360594795538,0.9981412639405205,537.0,TEN,True
CZR,5,533,538,0.00929368029739777,0.9907063197026023,106.6,CZR,True
AUPH,2,533,535,0.003738317757009346,0.9962616822429906,266.5,AUPH,True
APP,24,511,535,0.044859813084112146,0.9551401869158879,21.291666666666668,APP,True
RSX,3,532,535,0.005607476635514018,0.994392523364486,177.33333333333334,RSX,True
ATOM,2,531,533,0.00375234521575985,0.9962476547842402,265.5,ATOM,True
BB,5,527,532,0.009398496240601503,0.9906015037593985,105.4,BB,True
RSI,1,531,532,0.0018796992481203006,0.9981203007518797,531.0,RSI,True
SWBI,1,530,531,0.0018832391713747645,0.9981167608286252,530.0,SWBI,True
USEG,1,529,530,0.0018867924528301887,0.9981132075471698,529.0,USEG,True
KLXE,1,529,530,0.0018867924528301887,0.9981132075471698,529.0,KLXE,True
STX,9,520,529,0.017013232514177693,0.9829867674858223,57.77777777777778,STX,True
MRVL,5,524,529,0.00945179584120983,0.9905482041587902,104.8,MRVL,True
ASPN,2,526,528,0.003787878787878788,0.9962121212121212,263.0,ASPN,True
JAGX,1,526,527,0.0018975332068311196,0.9981024667931688,526.0,JAGX,True
GENI,1,525,526,0.0019011406844106464,0.9980988593155894,525.0,GENI,True
OIH,5,520,525,0.009523809523809525,0.9904761904761905,104.0,OIH,True
JOBY,3,522,525,0.005714285714285714,0.9942857142857143,174.0,JOBY,True
PRAX,2,518,520,0.0038461538461538464,0.9961538461538462,259.0,PRAX,True
PULM,1,519,520,0.0019230769230769232,0.9980769230769231,519.0,PULM,True
WDC,12,507,519,0.023121387283236993,0.976878612716763,42.25,WDC,True
NRSN,1,518,519,0.0019267822736030828,0.9980732177263969,518.0,NRSN,True
EVGO,1,517,518,0.0019305019305019305,0.9980694980694981,517.0,EVGO,True
GPN,6,511,517,0.01160541586073501,0.988394584139265,85.16666666666667,GPN,True
RUM,5,511,516,0.009689922480620155,0.9903100775193798,102.2,RUM,True
MJ,8,508,516,0.015503875968992248,0.9844961240310077,63.5,MJ,True
RDW,2,514,516,0.003875968992248062,0.9961240310077519,257.0,RDW,True
HIMS,25,491,516,0.04844961240310078,0.9515503875968992,19.64,HIMS,True
ACB,4,512,516,0.007751937984496124,0.9922480620155039,128.0,ACB,True
CGC,7,509,516,0.013565891472868217,0.9864341085271318,72.71428571428571,CGC,True
BK,6,510,516,0.011627906976744186,0.9883720930232558,85.0,BK,True
ISPO,1,512,513,0.001949317738791423,0.9980506822612085,512.0,ISPO,True
AI,9,502,511,0.01761252446183953,0.9823874755381604,55.77777777777778,AI,True
SOCL,1,509,510,0.00196078431372549,0.9980392156862745,509.0,SOCL,True
SBFM,3,506,509,0.005893909626719057,0.9941060903732809,168.66666666666666,SBFM,True
AXSM,2,507,509,0.003929273084479371,0.9960707269155207,253.5,AXSM,True
GEVO,1,508,509,0.0019646365422396855,0.9980353634577603,508.0,GEVO,True
SST,2,507,509,0.003929273084479371,0.9960707269155207,253.5,SST,True
ALLE,2,506,508,0.003937007874015748,0.9960629921259843,253.0,ALLE,True
TKO,6,502,508,0.011811023622047244,0.9881889763779528,83.66666666666667,TKO,True
SEED,1,506,507,0.0019723865877712033,0.9980276134122288,506.0,SEED,True
VERU,2,503,505,0.0039603960396039604,0.996039603960396,251.5,VERU,True
ATNM,1,503,504,0.001984126984126984,0.998015873015873,503.0,ATNM,True
BRK-A,5,498,503,0.009940357852882704,0.9900596421471173,99.6,BRK-A,True
JBLU,8,495,503,0.015904572564612324,0.9840954274353877,61.875,JBLU,True
NXPI,5,496,501,0.00998003992015968,0.9900199600798403,99.2,NXPI,True
TEAM,2,498,500,0.004,0.996,249.0,TEAM,True
ARCT,1,498,499,0.002004008016032064,0.9979959919839679,498.0,ARCT,True
CORN,3,496,499,0.006012024048096192,0.9939879759519038,165.33333333333334,CORN,True
SE,4,493,497,0.008048289738430584,0.9919517102615694,123.25,SE,True
NVAX,10,487,497,0.02012072434607646,0.9798792756539235,48.7,NVAX,True
NKTX,1,495,496,0.0020161290322580645,0.9979838709677419,495.0,NKTX,True
TBLT,1,495,496,0.0020161290322580645,0.9979838709677419,495.0,TBLT,True
XLV,3,492,495,0.006060606060606061,0.9939393939393939,164.0,XLV,True
NG,3,491,494,0.006072874493927126,0.9939271255060729,163.66666666666666,NG,True
IONQ,16,476,492,0.032520325203252036,0.967479674796748,29.75,IONQ,True
VAXX,1,490,491,0.002036659877800407,0.9979633401221996,490.0,VAXX,True
SSNLF,1,490,491,0.002036659877800407,0.9979633401221996,490.0,SSNLF,True
URA,5,485,490,0.01020408163265306,0.9897959183673469,97.0,URA,True
TQQQ,1,487,488,0.0020491803278688526,0.9979508196721312,487.0,TQQQ,True
TSCO,6,481,487,0.012320328542094456,0.9876796714579056,80.16666666666667,TSCO,True
AMP,2,484,486,0.00411522633744856,0.9958847736625515,242.0,AMP,True
MSOS,7,476,483,0.014492753623188406,0.9855072463768116,68.0,MSOS,True
BW,1,480,481,0.002079002079002079,0.997920997920998,480.0,BW,True
CHD,24,456,480,0.05,0.95,19.0,CHD,True
LABD,1,479,480,0.0020833333333333333,0.9979166666666667,479.0,LABD,True
HSBC,2,476,478,0.0041841004184100415,0.99581589958159,238.0,HSBC,True
LSPD,1,477,478,0.0020920502092050207,0.997907949790795,477.0,LSPD,True
CTRA,9,468,477,0.018867924528301886,0.9811320754716981,52.0,CTRA,True
SGHC,1,473,474,0.002109704641350211,0.9978902953586498,473.0,SGHC,True
USA,2,470,472,0.00423728813559322,0.9957627118644068,235.0,USA,True
ECL,8,464,472,0.01694915254237288,0.9830508474576272,58.0,ECL,True
PM,10,461,471,0.021231422505307854,0.9787685774946921,46.1,PM,True
CCI,6,464,470,0.01276595744680851,0.9872340425531915,77.33333333333333,CCI,True
UONE,1,469,470,0.002127659574468085,0.997872340425532,469.0,UONE,True
CHPT,1,466,467,0.0021413276231263384,0.9978586723768736,466.0,CHPT,True
MAR,3,462,465,0.0064516129032258064,0.9935483870967742,154.0,MAR,True
WING,2,462,464,0.004310344827586207,0.9956896551724138,231.0,WING,True
SIG,1,463,464,0.0021551724137931034,0.9978448275862069,463.0,SIG,True
DAWN,1,461,462,0.0021645021645021645,0.9978354978354979,461.0,DAWN,True
IMO,1,459,460,0.002173913043478261,0.9978260869565218,459.0,IMO,True
PUBM,1,458,459,0.002178649237472767,0.9978213507625272,458.0,PUBM,True
KZIA,1,457,458,0.002183406113537118,0.9978165938864629,457.0,KZIA,True
VST,13,443,456,0.02850877192982456,0.9714912280701754,34.07692307692308,VST,True
FRT,12,444,456,0.02631578947368421,0.9736842105263158,37.0,FRT,True
SPG,10,446,456,0.021929824561403508,0.9780701754385965,44.6,SPG,True
RDDT,19,433,452,0.0420353982300885,0.9579646017699115,22.789473684210527,RDDT,True
UST,1,450,451,0.0022172949002217295,0.9977827050997783,450.0,UST,True
IP,5,446,451,0.011086474501108648,0.9889135254988913,89.2,IP,True
XAIR,1,449,450,0.0022222222222222222,0.9977777777777778,449.0,XAIR,True
PPI,2,448,450,0.0044444444444444444,0.9955555555555555,224.0,PPI,True
UNG,4,446,450,0.008888888888888889,0.9911111111111112,111.5,UNG,True
SHW,12,438,450,0.02666666666666667,0.9733333333333334,36.5,SHW,True
HRL,6,442,448,0.013392857142857142,0.9866071428571429,73.66666666666667,HRL,True
SEDG,3,444,447,0.006711409395973154,0.9932885906040269,148.0,SEDG,True
GROV,1,445,446,0.002242152466367713,0.9977578475336323,445.0,GROV,True
CBOE,3,443,446,0.006726457399103139,0.9932735426008968,147.66666666666666,CBOE,True
RIOT,18,427,445,0.04044943820224719,0.9595505617977528,23.72222222222222,RIOT,True
NLST,2,443,445,0.0044943820224719105,0.9955056179775281,221.5,NLST,True
ITRM,1,443,444,0.0022522522522522522,0.9977477477477478,443.0,ITRM,True
CTAS,14,428,442,0.03167420814479638,0.9683257918552036,30.571428571428573,CTAS,True
D,7,435,442,0.01583710407239819,0.9841628959276018,62.142857142857146,D,True
CBRL,3,436,439,0.00683371298405467,0.9931662870159453,145.33333333333334,CBRL,True
SBAC,5,434,439,0.011389521640091117,0.9886104783599089,86.8,SBAC,True
ETSY,3,434,437,0.006864988558352402,0.9931350114416476,144.66666666666666,ETSY,True
M,4,432,436,0.009174311926605505,0.9908256880733946,108.0,M,True
MOMO,1,434,435,0.0022988505747126436,0.9977011494252873,434.0,MOMO,True
GPC,6,428,434,0.013824884792626729,0.9861751152073732,71.33333333333333,GPC,True
ORLY,11,422,433,0.025404157043879907,0.9745958429561201,38.36363636363637,ORLY,True
XLP,3,429,432,0.006944444444444444,0.9930555555555556,143.0,XLP,True
GETY,2,429,431,0.004640371229698376,0.9953596287703016,214.5,GETY,True
VEEV,1,427,428,0.002336448598130841,0.9976635514018691,427.0,VEEV,True
PVH,1,426,427,0.00234192037470726,0.9976580796252927,426.0,PVH,True
PL,2,424,426,0.004694835680751174,0.9953051643192489,212.0,PL,True
CINF,7,418,425,0.01647058823529412,0.9835294117647059,59.714285714285715,CINF,True
IR,5,420,425,0.011764705882352941,0.9882352941176471,84.0,IR,True
APLD,13,410,423,0.030732860520094562,0.9692671394799054,31.53846153846154,APLD,True
DVA,3,420,423,0.0070921985815602835,0.9929078014184397,140.0,DVA,True
ASAN,2,421,423,0.004728132387706856,0.9952718676122931,210.5,ASAN,True
BBWI,4,417,421,0.009501187648456057,0.9904988123515439,104.25,BBWI,True
TME,1,420,421,0.0023752969121140144,0.997624703087886,420.0,TME,True
API,1,420,421,0.0023752969121140144,0.997624703087886,420.0,API,True
USDC,2,417,419,0.00477326968973747,0.9952267303102625,208.5,USDC,True
FUTU,2,416,418,0.004784688995215311,0.9952153110047847,208.0,FUTU,True
TIGR,2,415,417,0.004796163069544364,0.9952038369304557,207.5,TIGR,True
ALB,13,400,413,0.031476997578692496,0.9685230024213075,30.76923076923077,ALB,True
SYK,11,400,411,0.0267639902676399,0.9732360097323601,36.36363636363637,SYK,True
OLB,1,410,411,0.0024330900243309003,0.9975669099756691,410.0,OLB,True
UL,2,408,410,0.004878048780487805,0.9951219512195122,204.0,UL,True
ATXG,1,408,409,0.0024449877750611247,0.9975550122249389,408.0,ATXG,True
ETH,48,355,403,0.11910669975186104,0.8808933002481389,7.395833333333333,ETH,True
SOXS,5,398,403,0.01240694789081886,0.9875930521091811,79.6,SOXS,True
SO,5,398,403,0.01240694789081886,0.9875930521091811,79.6,SO,True
OPTT,0,403,403,0.0,1.0,inf,OPTT,True
HITI,0,401,401,0.0,1.0,inf,HITI,True
ED,7,394,401,0.017456359102244388,0.9825436408977556,56.285714285714285,ED,True
LPTH,0,401,401,0.0,1.0,inf,LPTH,True
APA,5,394,399,0.012531328320802004,0.9874686716791979,78.8,APA,True
AEHR,9,389,398,0.022613065326633167,0.9773869346733668,43.22222222222222,AEHR,True
PRU,1,397,398,0.002512562814070352,0.9974874371859297,397.0,PRU,True
OKLO,23,371,394,0.0583756345177665,0.9416243654822335,16.130434782608695,OKLO,True
CMS,2,391,393,0.005089058524173028,0.9949109414758269,195.5,CMS,True
CDNS,3,390,393,0.007633587786259542,0.9923664122137404,130.0,CDNS,True
NVO,8,382,390,0.020512820512820513,0.9794871794871794,47.75,NVO,True
CUK,1,388,389,0.002570694087403599,0.9974293059125964,388.0,CUK,True
DB,3,386,389,0.007712082262210797,0.9922879177377892,128.66666666666666,DB,True
MTN,3,385,388,0.007731958762886598,0.9922680412371134,128.33333333333334,MTN,True
ADSK,6,381,387,0.015503875968992248,0.9844961240310077,63.5,ADSK,True
XLK,6,381,387,0.015503875968992248,0.9844961240310077,63.5,XLK,True
USD,1,385,386,0.0025906735751295338,0.9974093264248705,385.0,USD,True
LHX,13,373,386,0.03367875647668394,0.966321243523316,28.692307692307693,LHX,True
YOLO,1,383,384,0.0026041666666666665,0.9973958333333334,383.0,YOLO,True
CASY,2,378,380,0.005263157894736842,0.9947368421052631,189.0,CASY,True
PWR,22,357,379,0.05804749340369393,0.941952506596306,16.227272727272727,PWR,True
GXO,1,374,375,0.0026666666666666666,0.9973333333333333,374.0,GXO,True
ENVX,4,370,374,0.0106951871657754,0.9893048128342246,92.5,ENVX,True
ICE,3,371,374,0.008021390374331552,0.9919786096256684,123.66666666666667,ICE,True
VRSN,18,356,374,0.0481283422459893,0.9518716577540107,19.77777777777778,VRSN,True
PHG,1,372,373,0.002680965147453083,0.9973190348525469,372.0,PHG,True
PAYX,2,371,373,0.005361930294906166,0.9946380697050938,185.5,PAYX,True
TCEHY,1,372,373,0.002680965147453083,0.9973190348525469,372.0,TCEHY,True
NTES,1,372,373,0.002680965147453083,0.9973190348525469,372.0,NTES,True
WEN,3,368,371,0.008086253369272238,0.9919137466307277,122.66666666666667,WEN,True
TAL,0,369,369,0.0,1.0,inf,TAL,True
RF,2,367,369,0.005420054200542005,0.994579945799458,183.5,RF,True
XLI,2,365,367,0.005449591280653951,0.9945504087193461,182.5,XLI,True
AXON,12,355,367,0.0326975476839237,0.9673024523160763,29.583333333333332,AXON,True
LTC,2,364,366,0.00546448087431694,0.994535519125683,182.0,LTC,True
LYB,4,360,364,0.01098901098901099,0.989010989010989,90.0,LYB,True
CRLBF,1,363,364,0.0027472527472527475,0.9972527472527473,363.0,CRLBF,True
STRR,0,360,360,0.0,1.0,inf,STRR,True
CMMB,0,360,360,0.0,1.0,inf,CMMB,True
RKUNY,0,360,360,0.0,1.0,inf,RKUNY,True
PSNY,0,360,360,0.0,1.0,inf,PSNY,True
ADDYY,3,357,360,0.008333333333333333,0.9916666666666667,119.0,ADDYY,True
OTLY,0,359,359,0.0,1.0,inf,OTLY,True
VISL,0,359,359,0.0,1.0,inf,VISL,True
BZFD,2,357,359,0.005571030640668524,0.9944289693593314,178.5,BZFD,True
SNDL,1,358,359,0.002785515320334262,0.9972144846796658,358.0,SNDL,True
BKR,2,355,357,0.0056022408963585435,0.9943977591036415,177.5,BKR,True
ASH,1,355,356,0.0028089887640449437,0.9971910112359551,355.0,ASH,True
PSA,4,352,356,0.011235955056179775,0.9887640449438202,88.0,PSA,True
TOL,17,336,353,0.04815864022662889,0.9518413597733711,19.764705882352942,TOL,True
IEP,3,350,353,0.0084985835694051,0.9915014164305949,116.66666666666667,IEP,True
AVXL,2,349,351,0.005698005698005698,0.9943019943019943,174.5,AVXL,True
EQIX,7,344,351,0.019943019943019943,0.98005698005698,49.142857142857146,EQIX,True
GBTC,8,343,351,0.022792022792022793,0.9772079772079773,42.875,GBTC,True
GLBS,0,351,351,0.0,1.0,inf,GLBS,True
OGI,0,351,351,0.0,1.0,inf,OGI,True
SOUN,11,339,350,0.03142857142857143,0.9685714285714285,30.818181818181817,SOUN,True
DECK,9,341,350,0.025714285714285714,0.9742857142857143,37.888888888888886,DECK,True
PHM,11,338,349,0.03151862464183381,0.9684813753581661,30.727272727272727,PHM,True
KDP,5,343,348,0.014367816091954023,0.985632183908046,68.6,KDP,True
EH,2,345,347,0.005763688760806916,0.9942363112391931,172.5,EH,True
COSM,1,345,346,0.002890173410404624,0.9971098265895953,345.0,COSM,True
QS,5,341,346,0.014450867052023121,0.9855491329479769,68.2,QS,True
EW,4,341,345,0.011594202898550725,0.9884057971014493,85.25,EW,True
PH,4,340,344,0.011627906976744186,0.9883720930232558,85.0,PH,True
ROP,10,334,344,0.029069767441860465,0.9709302325581395,33.4,ROP,True
SU,1,343,344,0.0029069767441860465,0.997093023255814,343.0,SU,True
SLV,7,336,343,0.02040816326530612,0.9795918367346939,48.0,SLV,True
SHEL,2,337,339,0.0058997050147492625,0.9941002949852508,168.5,SHEL,True
RKLB,10,329,339,0.029498525073746312,0.9705014749262537,32.9,RKLB,True
LMND,3,334,337,0.008902077151335312,0.9910979228486647,111.33333333333333,LMND,True
PENN,4,331,335,0.011940298507462687,0.9880597014925373,82.75,PENN,True
SINT,1,333,334,0.0029940119760479044,0.9970059880239521,333.0,SINT,True
MLCO,6,327,333,0.018018018018018018,0.9819819819819819,54.5,MLCO,True
PPG,6,326,332,0.018072289156626505,0.9819277108433735,54.333333333333336,PPG,True
PK,1,330,331,0.0030211480362537764,0.9969788519637462,330.0,PK,True
GLD,7,324,331,0.021148036253776436,0.9788519637462235,46.285714285714285,GLD,True
JKHY,1,330,331,0.0030211480362537764,0.9969788519637462,330.0,JKHY,True
HAIN,2,328,330,0.006060606060606061,0.9939393939393939,164.0,HAIN,True
CSGP,4,326,330,0.012121212121212121,0.9878787878787879,81.5,CSGP,True
VRT,16,313,329,0.0486322188449848,0.9513677811550152,19.5625,VRT,True
SOXX,2,326,328,0.006097560975609756,0.9939024390243902,163.0,SOXX,True
WEC,4,324,328,0.012195121951219513,0.9878048780487805,81.0,WEC,True
CRWV,31,297,328,0.09451219512195122,0.9054878048780488,9.580645161290322,CRWV,True
OKE,3,324,327,0.009174311926605505,0.9908256880733946,108.0,OKE,True
BF.B,8,317,325,0.024615384615384615,0.9753846153846154,39.625,BF.B,True
KBH,6,319,325,0.018461538461538463,0.9815384615384616,53.166666666666664,KBH,True
ETC,1,322,323,0.0030959752321981426,0.9969040247678018,322.0,ETC,True
WDFC,1,322,323,0.0030959752321981426,0.9969040247678018,322.0,WDFC,True
SOXL,12,309,321,0.037383177570093455,0.9626168224299065,25.75,SOXL,True
TPR,8,313,321,0.024922118380062305,0.9750778816199377,39.125,TPR,True
DJIA,5,312,317,0.015772870662460567,0.9842271293375394,62.4,DJIA,True
TLT,6,309,315,0.01904761904761905,0.9809523809523809,51.5,TLT,True
NVR,6,308,314,0.01910828025477707,0.9808917197452229,51.333333333333336,NVR,True
H,1,310,311,0.003215434083601286,0.9967845659163987,310.0,H,True
NBIS,26,285,311,0.08360128617363344,0.9163987138263665,10.961538461538462,NBIS,True
ITW,8,300,308,0.025974025974025976,0.974025974025974,37.5,ITW,True
MSGM,3,305,308,0.00974025974025974,0.9902597402597403,101.66666666666667,MSGM,True
HCA,13,293,306,0.042483660130718956,0.9575163398692811,22.53846153846154,HCA,True
HUBB,9,296,305,0.029508196721311476,0.9704918032786886,32.888888888888886,HUBB,True
MET,6,297,303,0.019801980198019802,0.9801980198019802,49.5,MET,True
POOL,18,284,302,0.059602649006622516,0.9403973509933775,15.777777777777779,POOL,True
CYTK,3,296,299,0.010033444816053512,0.9899665551839465,98.66666666666667,CYTK,True
IFF,3,296,299,0.010033444816053512,0.9899665551839465,98.66666666666667,IFF,True
BULL,13,283,296,0.04391891891891892,0.956081081081081,21.76923076923077,BULL,True
IOT,6,289,295,0.020338983050847456,0.9796610169491525,48.166666666666664,IOT,True
JBHT,3,290,293,0.010238907849829351,0.9897610921501706,96.66666666666667,JBHT,True
IDXX,9,284,293,0.030716723549488054,0.9692832764505119,31.555555555555557,IDXX,True
NDX,2,291,293,0.006825938566552901,0.9931740614334471,145.5,NDX,True
UBS,3,288,291,0.010309278350515464,0.9896907216494846,96.0,UBS,True
AKAM,7,282,289,0.02422145328719723,0.9757785467128027,40.285714285714285,AKAM,True
EXR,39,248,287,0.13588850174216027,0.8641114982578397,6.358974358974359,EXR,True
TMO,18,264,282,0.06382978723404255,0.9361702127659575,14.666666666666666,TMO,True
W,3,276,279,0.010752688172043012,0.989247311827957,92.0,W,True
MSCI,11,268,279,0.03942652329749104,0.9605734767025089,24.363636363636363,MSCI,True
GNRC,4,275,279,0.014336917562724014,0.985663082437276,68.75,GNRC,True
KRE,2,276,278,0.007194244604316547,0.9928057553956835,138.0,KRE,True
EVRG,5,273,278,0.017985611510791366,0.9820143884892086,54.6,EVRG,True
KBE,1,277,278,0.0035971223021582736,0.9964028776978417,277.0,KBE,True
SWKS,17,260,277,0.061371841155234655,0.9386281588447654,15.294117647058824,SWKS,True
BRO,7,269,276,0.025362318840579712,0.9746376811594203,38.42857142857143,BRO,True
XLB,2,274,276,0.007246376811594203,0.9927536231884058,137.0,XLB,True
XRT,3,268,271,0.01107011070110701,0.988929889298893,89.33333333333333,XRT,True
AMCR,6,262,268,0.022388059701492536,0.9776119402985075,43.666666666666664,AMCR,True
BDX,9,259,268,0.033582089552238806,0.9664179104477612,28.77777777777778,BDX,True
EXC,4,264,268,0.014925373134328358,0.9850746268656716,66.0,EXC,True
CORZ,2,264,266,0.007518796992481203,0.9924812030075187,132.0,CORZ,True
HWM,6,259,265,0.022641509433962263,0.9773584905660377,43.166666666666664,HWM,True
CNK,1,263,264,0.003787878787878788,0.9962121212121212,263.0,CNK,True
OSCR,7,257,264,0.026515151515151516,0.9734848484848485,36.714285714285715,OSCR,True
NTDOY,1,263,264,0.003787878787878788,0.9962121212121212,263.0,NTDOY,True
IMAX,2,262,264,0.007575757575757576,0.9924242424242424,131.0,IMAX,True
PBR,2,261,263,0.0076045627376425855,0.9923954372623575,130.5,PBR,True
PBR-A,1,262,263,0.0038022813688212928,0.9961977186311787,262.0,PBR-A,True
MUR,1,262,263,0.0038022813688212928,0.9961977186311787,262.0,MUR,True
MPLX,1,262,263,0.0038022813688212928,0.9961977186311787,262.0,MPLX,True
MDRX,1,262,263,0.0038022813688212928,0.9961977186311787,262.0,MDRX,True
NCMI,1,261,262,0.003816793893129771,0.9961832061068703,261.0,NCMI,True
STLD,3,258,261,0.011494252873563218,0.9885057471264368,86.0,STLD,True
BUD,4,255,259,0.015444015444015444,0.9845559845559846,63.75,BUD,True
AOSL,1,258,259,0.003861003861003861,0.9961389961389961,258.0,AOSL,True
NSANY,1,258,259,0.003861003861003861,0.9961389961389961,258.0,NSANY,True
VWAGY,1,258,259,0.003861003861003861,0.9961389961389961,258.0,VWAGY,True
PCG,5,253,258,0.01937984496124031,0.9806201550387597,50.6,PCG,True
LIN,5,252,257,0.019455252918287938,0.980544747081712,50.4,LIN,True
INSM,5,252,257,0.019455252918287938,0.980544747081712,50.4,INSM,True
ALGN,3,253,256,0.01171875,0.98828125,84.33333333333333,ALGN,True
BLDR,4,252,256,0.015625,0.984375,63.0,BLDR,True
MLKN,1,253,254,0.003937007874015748,0.9960629921259843,253.0,MLKN,True
AR,4,249,253,0.015810276679841896,0.9841897233201581,62.25,AR,True
AON,5,248,253,0.019762845849802372,0.9802371541501976,49.6,AON,True
PTC,2,251,253,0.007905138339920948,0.9920948616600791,125.5,PTC,True
STLA,1,251,252,0.003968253968253968,0.996031746031746,251.0,STLA,True
PTEN,3,249,252,0.011904761904761904,0.9880952380952381,83.0,PTEN,True
CARG,1,250,251,0.00398406374501992,0.9960159362549801,250.0,CARG,True
NTR,2,249,251,0.00796812749003984,0.9920318725099602,124.5,NTR,True
LXU,1,250,251,0.00398406374501992,0.9960159362549801,250.0,LXU,True
XLC,1,250,251,0.00398406374501992,0.9960159362549801,250.0,XLC,True
XME,1,250,251,0.00398406374501992,0.9960159362549801,250.0,XME,True
BSX,5,246,251,0.0199203187250996,0.9800796812749004,49.2,BSX,True
CHKP,1,250,251,0.00398406374501992,0.9960159362549801,250.0,CHKP,True
CENX,2,249,251,0.00796812749003984,0.9920318725099602,124.5,CENX,True
MAT,3,248,251,0.01195219123505976,0.9880478087649402,82.66666666666667,MAT,True
HUDI,1,248,249,0.004016064257028112,0.9959839357429718,248.0,HUDI,True
MHK,4,245,249,0.01606425702811245,0.9839357429718876,61.25,MHK,True
GRND,3,246,249,0.012048192771084338,0.9879518072289156,82.0,GRND,True
MEGL,1,248,249,0.004016064257028112,0.9959839357429718,248.0,MEGL,True
ARLO,2,246,248,0.008064516129032258,0.9919354838709677,123.0,ARLO,True
WTTR,1,247,248,0.004032258064516129,0.9959677419354839,247.0,WTTR,True
HCC,1,247,248,0.004032258064516129,0.9959677419354839,247.0,HCC,True
WHD,1,247,248,0.004032258064516129,0.9959677419354839,247.0,WHD,True
IPI,1,247,248,0.004032258064516129,0.9959677419354839,247.0,IPI,True
GDC,1,247,248,0.004032258064516129,0.9959677419354839,247.0,GDC,True
KOS,2,246,248,0.008064516129032258,0.9919354838709677,123.0,KOS,True
RES,2,246,248,0.008064516129032258,0.9919354838709677,123.0,RES,True
IGV,1,246,247,0.004048582995951417,0.9959514170040485,246.0,IGV,True
MELI,2,245,247,0.008097165991902834,0.9919028340080972,122.5,MELI,True
HUBS,0,247,247,0.0,1.0,inf,HUBS,True
IMPP,1,245,246,0.0040650406504065045,0.9959349593495935,245.0,IMPP,True
DLR,6,240,246,0.024390243902439025,0.975609756097561,40.0,DLR,True
WAL,1,245,246,0.0040650406504065045,0.9959349593495935,245.0,WAL,True
FHN,1,245,246,0.0040650406504065045,0.9959349593495935,245.0,FHN,True
VFC,3,243,246,0.012195121951219513,0.9878048780487805,81.0,VFC,True
BYD,2,243,245,0.00816326530612245,0.9918367346938776,121.5,BYD,True
MKC,7,236,243,0.02880658436213992,0.9711934156378601,33.714285714285715,MKC,True
INDA,23,220,243,0.09465020576131687,0.9053497942386831,9.565217391304348,INDA,True
TFC,11,232,243,0.04526748971193416,0.9547325102880658,21.09090909090909,TFC,True
FICO,6,236,242,0.024793388429752067,0.9752066115702479,39.333333333333336,FICO,True
TM,2,240,242,0.008264462809917356,0.9917355371900827,120.0,TM,True
CMI,6,235,241,0.024896265560165973,0.975103734439834,39.166666666666664,CMI,True
MAXN,2,238,240,0.008333333333333333,0.9916666666666667,119.0,MAXN,True
ZBRA,4,235,239,0.016736401673640166,0.9832635983263598,58.75,ZBRA,True
SQQQ,2,237,239,0.008368200836820083,0.9916317991631799,118.5,SQQQ,True
UUUU,1,237,238,0.004201680672268907,0.9957983193277311,237.0,UUUU,True
