method,run_name,cumulative_return,sharpe,max_drawdown
KICL,bespokeinvest_20260320_161844,-0.11110919635335992,-0.22279525850900161,0.291339365281504
WO_BC_ANCHOR,bespokeinvest_20260321_144810,-0.025691067918046873,0.08831613519426301,0.2179860377940463
WO_ENTRY_PEN,bespokeinvest_20260321_194032,-0.07080183009450125,-0.07862046886921972,0.23121741944773283
WO_FIDELITY,bespokeinvest_20260321_162814,-0.07668519350486458,-0.10146528077610291,0.2626867029478231
WO_HARD,bespokeinvest_20260321_003327,-0.04797422451461408,-0.4944031190040625,0.05899636823869762
WO_MKT_FACTORS,bespokeinvest_20260321_211641,-0.08932197492282679,-0.15894956097362448,0.27127992468175294
WO_REV_PEN,bespokeinvest_20260321_180404,-0.0411835904401473,0.041764335124656986,0.2432119083995557
WO_RL_COMPLETION,bespokeinvest_20260321_162411,-0.1265509137155264,-0.34895099680949077,0.28829196234087695
WO_SOFT,bespokeinvest_20260321_131414,-0.10036344725305757,-0.18323005929426947,0.26189484472185753
WO_REGIME_SPLIT,bespokeinvest_20260321_225234,-0.09195731372787419,-0.16546233256615273,0.26226481951401215
