method,run_name,reversal_rate,entry_violation_rate,mean_abs_deviation,mean_normalized_deviation,sign_agreement_rate,baseline_policy_corr
KICL,bespokeinvest_20260320_161844,0.0,0.0,0.0013952136505395174,0.7505578994750977,0.6057312252964426,0.7692667245864868
WO_BC_ANCHOR,bespokeinvest_20260321_144810,0.0,0.0,0.0013554430333897471,0.7353571057319641,0.6245059288537549,0.7771316766738892
WO_ENTRY_PEN,bespokeinvest_20260321_194032,0.0,0.0,0.0013490183046087623,0.7348150014877319,0.6393280632411067,0.8080178499221802
WO_FIDELITY,bespokeinvest_20260321_162814,0.0,0.0,0.001304898178204894,0.713862419128418,0.6630434782608695,0.7786122560501099
WO_HARD,bespokeinvest_20260321_003327,0.3448616600790514,0.023027626510824812,0.003678540699183941,0.9992209076881409,0.6551383399209486,0.7981769442558289
WO_MKT_FACTORS,bespokeinvest_20260321_211641,0.0,0.0,0.001368270837701857,0.7419505715370178,0.6146245059288538,0.7667742967605591
WO_REV_PEN,bespokeinvest_20260321_180404,0.0,0.0,0.0014427091227844357,0.7724515199661255,0.5711462450592886,0.770622968673706
WO_RL_COMPLETION,bespokeinvest_20260321_162411,0.0,0.0,6.03569833401707e-06,0.004064938984811306,1.0,0.9999995231628418
WO_SOFT,bespokeinvest_20260321_131414,0.0,0.0,0.0014194123214110732,0.7608512043952942,0.5948616600790514,0.7679935097694397
WO_REGIME_SPLIT,bespokeinvest_20260321_225234,0.0,0.0,0.0013630390167236328,0.7411649227142334,0.6393280632411067,0.8016017079353333
