date,KICL,WO_HARD,WO_RL_COMPLETION,WO_REGIME_SPLIT,Baseline
2025-03-17,1.0,1.0,1.0,1.0,1.0
2025-03-18,0.9722714235461648,0.9714444527446392,0.9724566071965351,0.9718050539038052,0.9724612286389428
2025-03-19,0.9726732276246628,0.9895043663171392,0.9728584878046362,0.9722066652488548,0.972863111156916
2025-03-20,0.9693420237806882,0.9887730055003804,0.9695266494830116,0.9688770592841428,0.96953125700127
2025-03-21,0.9628672690637436,0.9942657154789402,0.9630506615520852,0.9624054103141828,0.9630552382942604
2025-03-24,0.9628672690637436,1.0026842877250042,0.9630506615520852,0.9624054103141828,0.9630552382942604
2025-03-25,0.9628672690637436,0.9917862351674768,0.9630506615520852,0.9624054103141828,0.9630552382942604
2025-03-26,0.9628672690637436,0.993231264280518,0.9630506615520852,0.9624054103141828,0.9630552382942604
2025-03-27,0.9628672690637436,0.9940337846415938,0.9630506615520852,0.9624054103141828,0.9630552382942604
2025-03-28,0.9628672690637436,0.9931595286726944,0.9630506615520852,0.9624054103141828,0.9630552382942604
2025-03-31,0.9575994662065176,0.9906336952046708,0.9577818553629306,0.9571401342650836,0.9577864070659584
2025-04-01,0.953660133701034,0.9909168154865192,0.953841772552588,0.9532026913400684,0.9538463055310108
2025-04-02,0.9592334599541744,0.992066896892984,0.9611794047172436,0.9612546310642642,0.9611833210670157
2025-04-03,0.904719335156218,0.9546739230164794,0.917397400221485,0.9147605565871274,0.9173581155908634
2025-04-04,0.8509669658283209,0.8978019027029137,0.8577682063042306,0.8612873041908206,0.8577184230328874
2025-04-07,0.8618236869985627,0.8953332369566891,0.8684110446424375,0.8717535174610345,0.8683576447434848
2025-04-08,0.8417319438255985,0.8754545514086366,0.8428691378056,0.849235961660096,0.8428223822250774
2025-04-09,0.9543561286610404,0.9715737053404168,0.9838198235576392,0.9710460309565848,0.9837301273419596
2025-04-10,0.9078771909923296,0.92960132024141,0.931154852276573,0.9208662520635263,0.9310791908465924
2025-04-11,0.9129214409951548,0.9521011889802315,0.9363284351276776,0.9259826704961738,0.936252353315764
2025-04-14,0.913592055634817,0.9525101243212938,0.9369588668268451,0.9264240665348868,0.936878790392604
2025-04-15,0.9217058127003944,0.9516361813074402,0.9456248979106344,0.9347868948554552,0.9455440357785472
2025-04-16,0.9004998017329634,0.9247979122257716,0.9267001006809408,0.9131089419487096,0.9266089776531852
2025-04-17,0.8999537238662938,0.92563256467013,0.926821148423299,0.9121587156551756,0.9267229604038276
2025-04-21,0.8837047289014717,0.901660262483719,0.9099643118172858,0.8952647933167123,0.9098639629552492
2025-04-22,0.9030523512422212,0.923410933642874,0.9311345095321324,0.9144491819031516,0.9310362130906276
2025-04-23,0.9515121668679892,0.9335275342786892,0.9811012767883688,0.963520577036782,0.9809977055392344
2025-04-24,0.9847927187779966,0.9411534878607296,1.01541675178498,0.9972211409360158,1.0153095579775082
2025-04-25,1.0813328452749202,0.9477471515102456,1.1149589801089852,1.0949796369683895,1.1148412779950083
2025-04-28,1.09033667327569,0.9507534968839936,1.1211515331258597,1.1018413658288513,1.12102411979422
2025-04-29,1.1064784156520546,0.954654720975524,1.1286176852585512,1.114500732274876,1.1284882282588995
2025-04-30,1.122665624106757,0.9492440819123122,1.1380663608105976,1.129581182710332,1.1379187417494296
2025-05-01,1.1316853710014938,0.9463977043426212,1.1440547628845597,1.137839386897965,1.143911825625485
2025-05-02,1.1477341539475785,0.9607962022534756,1.162385747995075,1.1545447108775786,1.162236652846883
2025-05-05,1.1461606178695452,0.9542376123562238,1.160792124676669,1.1529618375701844,1.160643233936958
2025-05-06,1.215531318071566,0.9631846883620576,1.231048388259944,1.2227441776117751,1.2308904859954026
2025-05-07,1.2011988377041998,0.9629426835255678,1.2165329441955282,1.2083266495239466,1.2163769037761507
2025-05-08,1.22645056769228,0.9659619777987336,1.2421070294045538,1.2337282211317724,1.2419477086868496
2025-05-09,1.2038110627261016,0.961194061264806,1.2191785160168174,1.21095437526713,1.2190221362592093
2025-05-12,1.2655572205770127,0.972428622402786,1.2689671281657182,1.2694777334218612,1.2688120705580146
2025-05-13,1.2786363886875531,0.970943873760834,1.2754516047467654,1.2801621406503103,1.27529716479122
2025-05-14,1.2603855675077955,0.9735880093993068,1.2572462420904111,1.261889541405668,1.2570940065582938
2025-05-15,1.290313009458917,0.9759104841022964,1.2870991417890534,1.2918526947237592,1.2869432914741523
2025-05-16,1.2950228553275738,0.981213952937022,1.291797256534133,1.2965681606863235,1.2916408373410166
2025-05-19,1.3046660434547666,0.9947891260752572,1.3014164257369798,1.3062228556917366,1.3012588417924469
2025-05-20,1.334162866925427,1.0002535575383735,1.3308397795249969,1.3357548766874352,1.3306786328098856
2025-05-21,1.306935079811098,0.9801494070206584,1.303679810454884,1.3084945996095805,1.3035219524450443
2025-05-22,1.306935079811098,0.982150440695763,1.303679810454884,1.3084945996095805,1.3035219524450443
2025-05-23,1.3228179015309856,0.980095295853906,1.3195230717837212,1.3243963737436395,1.319363295369007
2025-05-27,1.3392680905335648,1.0026543592864765,1.335932287216158,1.340866192179872,1.335770523867175
2025-05-28,1.3148764906710415,0.9968299272824748,1.3116014411193029,1.3164454866766098,1.3114426239070258
2025-05-29,1.330192161495455,0.999742820048424,1.3268789641927874,1.3317794331539203,1.3267182970788949
2025-05-30,1.332461089658178,0.998894327044178,1.3291422409865683,1.334051068749052,1.3289812998204371
2025-06-02,1.3307593123909294,1.0001074312641245,1.32744470244814,1.332347260810669,1.327283966830989
2025-06-03,1.3245196787982343,0.9969724083436828,1.3212206103221495,1.3261001816820224,1.3210606283584558
2025-06-04,1.3267886069609576,0.9915236779086009,1.3234838871159305,1.3283718172771544,1.3233236310999985
2025-06-05,1.3114730443301528,0.96294304659734,1.3082064719665694,1.313037979122556,1.3080480658391846
2025-06-06,1.3245196787982343,0.9806814056270208,1.3212206103221495,1.3261001816820224,1.3210606283584558
2025-06-09,1.3307185789130445,0.9911893700497102,1.3274040704278134,1.3323064787269534,1.3272433397306511
2025-06-10,1.3439043368778665,1.0031502522905835,1.3405569857560693,1.3455079707943498,1.340394662418582
2025-06-11,1.3325599337178575,1.001478856347538,1.329220932656752,1.3341300510456593,1.3290599819621236
2025-06-12,1.3297288312066018,1.0071679378267082,1.326264412535835,1.3311626118164614,1.326103819835845
2025-06-13,1.2867347567426763,1.0038156765867017,1.305943844293515,1.2855356237470494,1.305794614111598
