method,run_name,cumulative_return,sharpe,max_drawdown
KICL,Jake__Wujastyk_20260320_161843,0.4622582995684543,1.3994568824032827,0.372308258610569
WO_BC_ANCHOR,Jake__Wujastyk_20260321_144810,0.43603840356811796,1.4240422641933563,0.35925553336850885
WO_ENTRY_PEN,Jake__Wujastyk_20260321_194032,0.32170877067206183,1.1722197587724277,0.3391292116580513
WO_FIDELITY,Jake__Wujastyk_20260321_162814,0.2726582893742646,1.092153469607512,0.354460643776643
WO_HARD,Jake__Wujastyk_20260321_003328,0.2450135408438361,1.6467335869592168,0.10275946209676444
WO_MKT_FACTORS,Jake__Wujastyk_20260321_211641,0.45169753317368166,1.45721072970987,0.34615057159450136
WO_REV_PEN,Jake__Wujastyk_20260321_180404,0.4115213039849941,1.3519535617740668,0.35206630440453063
WO_RL_COMPLETION,Jake__Wujastyk_20260321_162411,0.22465103530789565,1.0315831917190708,0.336783208718608
WO_SOFT,Jake__Wujastyk_20260321_131414,0.4277745921548757,1.3821602221062597,0.35406606598613577
WO_REGIME_SPLIT,Jake__Wujastyk_20260321_225234,0.5017724375021162,1.5198489471205223,0.33735294837836927
