date,step_50000,step_100000,step_200000,step_300000,step_500000
2024-05-13,1.0,1.0,1.0,1.0,1.0
2024-05-14,0.9976168207202496,0.9976168207202496,0.9976168207202496,0.9976168207202496,0.9976168207202496
2024-05-15,1.003744974807525,1.003744974807525,1.003744974807525,1.003744974807525,1.003744974807525
2024-05-16,1.0046203829843985,1.0046203829843985,1.0046203829843985,1.0046203829843985,1.0046203829843985
2024-05-17,1.0139098322156592,1.0139098322156592,1.0139098322156592,1.0139098322156592,1.0139098322156592
2024-05-20,1.0043285802587738,1.0043285802587738,1.0043285802587738,1.0043285802587738,1.0043285802587738
2024-05-21,1.007660118396804,1.007660118396804,1.007660118396804,1.007660118396804,1.007660118396804
2024-05-22,1.001207656058715,1.0012939072882052,1.001455329355506,1.001192780066825,1.001192780066825
2024-05-23,1.0402670845056925,1.0428909562334772,1.0464516541421176,1.0398145821211031,1.0398145821211031
2024-05-24,1.0602885204996892,1.0629628924121255,1.0665921210724676,1.059827309055989,1.059827309055989
2024-05-28,1.134301268924642,1.1371623236236246,1.1410448882228377,1.133807862917016,1.133807862917016
2024-05-29,1.1435030300520372,1.1463872944067202,1.150301355428429,1.1430056214003643,1.1430056214003643
2024-05-30,1.1004318587328683,1.103207484421203,1.1069741184677406,1.0999531854694622,1.0999531854694622
2024-05-31,1.0917977332869429,1.0945515810703632,1.098288661636957,1.09132281575359,1.09132281575359
2024-06-03,1.145245825830587,1.148134486049216,1.1520545124324904,1.1447476590858656,1.1447476590858656
2024-06-04,1.159556384069749,1.1624811398927968,1.166450149441599,1.1590519924219955,1.1590519924219955
2024-06-05,1.1861045953173672,1.1707470913958595,1.188442451222669,1.1672935605903807,1.1873684082504563
2024-06-06,1.1947405801418225,1.1792712587875762,1.19709545789174,1.1757925829487297,1.1960135948513435
2024-06-07,1.191651962177035,1.1762226317836988,1.1940007521470246,1.1727529489437238,1.192921685915975
2024-06-10,1.2005434201767604,1.184998964522433,1.2029097355384175,1.1815033927986034,1.2018226179027829
2024-06-11,1.191868858189547,1.176436719459259,1.1942180756695768,1.172966405092298,1.1931388130345686
2024-06-12,1.2183351015030823,1.2027724698073168,1.2207878384789188,1.1993731998234964,1.2196969079473694
2024-06-13,1.2266688824773906,1.21095387008936,1.229127283056145,1.207499281418194,1.228026228607335
2024-06-14,1.1966861378347584,1.1813552382339818,1.1990844491768533,1.177985088037984,1.1980103071531056
2024-06-17,1.2600801051579735,1.2439370573108024,1.262605466079774,1.2403883747622984,1.261474421813909
2024-06-18,1.2427358406667297,1.2268149924165603,1.2452264414748009,1.2233151554045143,1.2441109653706883
2024-06-20,1.2241606493737271,1.2081472996422682,1.2260723581471036,1.2032681006771797,1.225828734267608
2024-06-21,1.2215399503702504,1.205194813531961,1.22195336446122,1.1997289492001102,1.2226695311593936
2024-06-24,1.1978785022787228,1.1818499736747616,1.198283908464547,1.1764899841160807,1.1989862028852332
2024-06-25,1.2213964240250013,1.2050532076787537,1.2218097895413715,1.1995879855653837,1.2225258720926546
2024-06-26,1.219561158918315,1.2032424998199038,1.219973903313407,1.1977854897261924,1.2206889098820737
2024-06-27,1.2150364999629877,1.1987783842547035,1.2154477130469108,1.1933416200579767,1.2161600668901686
2024-06-28,1.2142472070154435,1.197999652649201,1.214658152973575,1.1925664201979302,1.2153700440687056
2024-07-01,1.254738459878301,1.237949101645065,1.255163109567112,1.2323346883042885,1.255898739948755
2024-07-02,1.2496116065297147,1.2328908495071944,1.2500345211026045,1.2272993766235385,1.2507671457031972
2024-07-03,1.2816339849676983,1.2644847440815947,1.282067737092376,1.2587499848681938,1.2828191358321417
2024-07-05,1.2863053847830164,1.2692713069052155,1.2836375971512664,1.263839600740645,1.2831176275784824
2024-07-08,1.2983123694031775,1.2809260363890755,1.2987699644252226,1.2751156582130807,1.299089989656558
2024-07-09,1.3267275952341306,1.305547442837264,1.334662816055805,1.2990097843427642,1.3363116247680855
2024-07-10,1.3439404551528722,1.3230808749711294,1.3544569797726391,1.3136133392135692,1.356715953388143
2024-07-11,1.2497920300036267,1.230393747170182,1.2595718298472345,1.2215894503070244,1.2616725532906132
2024-07-12,1.2774839962117222,1.257655900593572,1.2874804896173702,1.2486565246409598,1.2896277593350172
2024-07-15,1.284877907124453,1.264935049072484,1.2949322589313803,1.255883585904485,1.297091956766362
2024-07-16,1.2844422026615838,1.264506107269481,1.2944931450193105,1.2554577134692997,1.2966521104967816
2024-07-17,1.221726112765667,1.202763446888877,1.2312862928274024,1.194156863454168,1.23333984143778
