method,run_name,turnover,baseline_turnover,turnover_improve_vs_baseline,rebalance_freq,baseline_rebalance_freq,rebalance_freq_improve_vs_baseline,active_exposure_ratio,baseline_active_exposure_ratio,active_exposure_ratio_improve_vs_baseline
HARD_BOTH,Financial_Education_20260325_001144,1.4680823123850255,1.1757588932272727,-0.29232341915775284,1.0,1.0,0.0,0.9777777777777777,0.9777777777777777,0.0
BC,Financial_Education_20260317_153559,0.9221108717251932,1.1757588932272727,0.25364802150207943,1.0,1.0,0.0,1.0,0.9777777777777777,-0.022222222222222254
IQL,Financial_Education_20260317_161335,0.9513018981685342,1.1757588932272727,0.2244569950587385,1.0,1.0,0.0,1.0,0.9777777777777777,-0.022222222222222254
TRAIN_ONLY,Financial_Education_20260325_014224,0.8184099647325463,1.1757588932272727,0.3573489284947263,1.0,1.0,0.0,1.0,0.9777777777777777,-0.022222222222222254
INFER_ONLY,Financial_Education_20260325_031145,1.199689966791478,1.1757588932272727,-0.02393107356420532,1.0,1.0,0.0,0.9777777777777777,0.9777777777777777,0.0
HARD_NONE,Financial_Education_20260325_105832,0.9525765431823436,1.1757588932272727,0.22318235004492903,1.0,1.0,0.0,1.0,0.9777777777777777,-0.022222222222222254
