method,run_name,reversal_rate,entry_violation_rate,mean_abs_deviation,mean_normalized_deviation,sign_agreement_rate,baseline_policy_corr
KICL,Dividend_Data_20260316_014416,0.0,0.0,0.005014331545680761,0.7240515947341919,0.5826972010178118,0.835117757320404
WO_BC_ANCHOR,Dividend_Data_20260321_144810,0.0,0.0,0.005340678617358208,0.7522237300872803,0.5597964376590331,0.8032382130622864
WO_ENTRY_PEN,Dividend_Data_20260321_194032,0.0,0.0,0.005343169905245304,0.756027102470398,0.5674300254452926,0.7974879145622253
WO_FIDELITY,Dividend_Data_20260321_162814,0.0,0.0,0.00489924568682909,0.7142082452774048,0.6030534351145038,0.8216151595115662
WO_HARD,Dividend_Data_20260321_011754,0.26208651399491095,0.0836443468715697,0.012203372083604336,0.8956602215766907,0.7379134860050891,0.7542680501937866
WO_MKT_FACTORS,Dividend_Data_20260321_211642,0.0,0.0,0.004899214021861553,0.7101507782936096,0.5954198473282443,0.8147229552268982
WO_REV_PEN,Dividend_Data_20260321_180405,0.0,0.0,0.005626724101603031,0.7855909466743469,0.5241730279898219,0.7791358828544617
WO_RL_COMPLETION,Dividend_Data_20260321_162411,0.0,0.0,1.3537418453779537e-05,0.004195560701191425,1.0,0.9999945163726807
WO_SOFT,Dividend_Data_20260321_032148,0.0,0.0,0.005091596394777298,0.7287274599075317,0.5826972010178118,0.8075087666511536
WO_REGIME_SPLIT,Dividend_Data_20260321_225234,0.0,0.0,0.005150492303073406,0.742254912853241,0.5776081424936387,0.7975694537162781
