method,run_name,cumulative_return,sharpe,max_drawdown
KICL,Dividend_Data_20260316_014416,0.45577271848287526,4.965750679919653,0.07429696378486662
WO_BC_ANCHOR,Dividend_Data_20260321_144810,0.5770306369093265,5.882794458559893,0.064920751705209
WO_ENTRY_PEN,Dividend_Data_20260321_194032,0.45929070012038675,4.791125403176325,0.06847360384255165
WO_FIDELITY,Dividend_Data_20260321_162814,0.5459443504367831,5.743061757100545,0.06173493061346996
WO_HARD,Dividend_Data_20260321_011754,0.23529229256283246,6.817427161991932,0.015613357359537144
WO_MKT_FACTORS,Dividend_Data_20260321_211642,0.5088562386542428,5.1925080636929675,0.06699813308806661
WO_REV_PEN,Dividend_Data_20260321_180405,0.5494222786476515,5.445802641909223,0.06961376389988999
WO_RL_COMPLETION,Dividend_Data_20260321_162411,0.47270407018913807,5.435329710049426,0.063572147718028
WO_SOFT,Dividend_Data_20260321_032148,0.504821207478241,5.246888191571113,0.07167065793415481
WO_REGIME_SPLIT,Dividend_Data_20260321_225234,0.3852319697334077,4.1176153905073285,0.09067461464546005
