method,run_name,turnover,baseline_turnover,turnover_improve_vs_baseline,rebalance_freq,baseline_rebalance_freq,rebalance_freq_improve_vs_baseline,active_exposure_ratio,baseline_active_exposure_ratio,active_exposure_ratio_improve_vs_baseline
HARD_BOTH,Stocktwits_20260324_232707,1.6582915370286468,1.322745957390625,-0.3355455796380218,0.9895833333333334,1.0,0.01041666666666663,0.9896373056994818,1.0,0.010362694300518172
BC,Stocktwits_20260317_153528,1.0679840066845177,1.331116659196891,0.2631326525123734,1.0,1.0,0.0,1.0,1.0,0.0
IQL,Stocktwits_20260317_153945,1.0533289941419626,1.331116659196891,0.27778766505492847,1.0,1.0,0.0,1.0,1.0,0.0
TRAIN_ONLY,Stocktwits_20260325_005746,0.1999053184610918,1.331116659196891,1.1312113407357993,1.0,1.0,0.0,1.0,1.0,0.0
INFER_ONLY,Stocktwits_20260325_022819,1.6588503600124678,1.3272391645781247,-0.33161119543434303,0.9895833333333334,1.0,0.01041666666666663,0.9948186528497409,1.0,0.005181347150259086
HARD_NONE,Stocktwits_20260325_035533,1.034385134947572,1.331116659196891,0.29673152424931915,1.0,1.0,0.0,1.0,1.0,0.0
