date,full,bc_only,iql_modified_only,bc_plus_vanilla_iql,iql_vanilla_only,baseline,SPY
2024-05-14 12:00:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-05-18 12:00:45,1.0,1.0,1.0,1.0,1.0,1.0,1.0117523878416286
2024-05-19 15:00:27,1.0571654482434194,1.0571654482434194,1.0571654482434194,1.0338499960773917,1.0351567327797593,1.0470239430666881,1.0117523878416286
2024-05-25 18:30:47,1.0571654482434194,1.0571654482434194,1.0571654482434194,1.0338499960773917,1.0351567327797593,1.0470239430666881,1.0117332596821431
2024-05-26 13:00:39,1.0490678831465072,1.0517283332617744,1.0479686315972845,1.028691867639952,1.0311983708455617,1.0439740741325778,1.0117332596821431
2024-06-01 12:01:05,1.0490678831465072,1.0517283332617744,1.0479686315972845,1.028691867639952,1.0311983708455617,1.0439740741325778,1.00777757962767
2024-06-02 16:00:29,1.0719043465117721,1.0671367205255486,1.0660759490089047,1.0379807064084619,1.040219724895485,1.0555489143389616,1.00777757962767
2024-06-05 15:26:27,1.046271416935381,1.0416178013284878,1.0405823965170644,1.0354695349073535,1.037276909877704,1.0303070995504164,1.0217274897428157
2024-06-08 14:00:34,1.046271416935381,1.0416178013284878,1.0405823965170644,1.0354695349073535,1.037276909877704,1.0303070995504164,1.020466314203113
2024-06-09 13:00:56,1.1125038579036237,1.1085562819949812,1.103923852437073,1.0555625037257668,1.0582454464194586,1.0967764816680483,1.020466314203113
2024-06-15 12:00:07,1.1125038579036237,1.1085562819949812,1.103923852437073,1.0555625037257668,1.0582454464194586,1.0967764816680483,1.03722538115482
2024-06-16 13:01:02,1.076347656151788,1.071205531070796,1.0535932090546167,1.0471126736549459,1.0488343542361311,1.067020444542731,1.03722538115482
2024-06-22 12:00:06,1.076347656151788,1.071205531070796,1.0535932090546167,1.0471126736549459,1.0488343542361311,1.067020444542731,1.0405312869623977
2024-06-23 12:00:44,1.0918376823936247,1.0905363900400311,1.0697626260920903,1.0591253713023288,1.061506359924052,1.074699647295945,1.0405312869623977
2024-06-30 12:00:01,1.0826974605275788,1.0814070618269669,1.060257643567778,1.056239065638318,1.0583268797938572,1.065702894963573,1.0399770368778083
2024-07-02 12:00:38,1.0906404137476482,1.095430563104582,1.0652497688666391,1.0697456054985313,1.0738429635955182,1.0888648108092582,1.0491305610020916
2024-07-06 13:00:47,1.0906404137476482,1.095430563104582,1.0652497688666391,1.0697456054985313,1.0738429635955182,1.0888648108092582,1.0598892176314507
2024-07-07 12:00:44,1.1632583737662823,1.1776493296854038,1.1367403240062477,1.0854473080591158,1.088186856143487,1.162921541370849,1.0598892176314507
2024-07-13 12:01:02,1.2211684957158513,1.2362758720201954,1.1933303063117784,1.0860111688867062,1.0889437070584704,1.220814894900318,1.0701127523357055
2024-07-20 12:00:18,1.211971653256935,1.2155414723537379,1.16968591240698,1.0807005303578539,1.0834761621770281,1.200826484382167,1.0490923046831213
2024-07-27 14:24:01,1.211971653256935,1.2155414723537379,1.16968591240698,1.0807005303578539,1.0834761621770281,1.200826484382167,1.0403975064811217
2024-07-28 12:00:18,1.081054863363897,1.0842390717449737,1.0433368147000162,1.0303868475053717,1.048059482595087,1.0711135920621284,1.0403975064811217
2024-08-03 12:00:16,1.081054863363897,1.0842390717449737,1.0433368147000162,1.0303868475053717,1.048059482595087,1.0711135920621284,1.0183451879324172
2024-08-04 13:00:17,1.081054863363897,1.0842390717449737,1.0433368147000162,1.0303868475053717,1.048059482595087,1.0711135920621284,1.0183451879324172
2024-08-05 17:00:11,1.0721239881726954,1.0744803183341816,1.0347025782758597,1.0294573300124954,1.0475907614942026,1.0608336985988416,0.9886872099211697
2024-08-07 12:00:57,1.1136986290845918,1.113320142236574,1.0768208150383123,1.0619145623819914,1.0806964890894106,1.080452566611796,0.9911331649977542
2024-08-11 12:00:11,1.2118975885556942,1.2192064514128165,1.1800254195371231,1.1115322060102706,1.1312018155794719,1.1744373467178124,1.0185171080975448
2024-08-17 12:00:03,1.2118975885556942,1.2192064514128165,1.1800254195371231,1.1115322060102706,1.1312018155794719,1.1744373467178124,1.0592585715440404
2024-08-18 12:00:36,1.1835233739664628,1.1906611140776786,1.1523974295230517,1.1074669993647195,1.126760485562624,1.1469401905124823,1.0592585715440404
2024-08-24 15:16:09,1.1835233739664628,1.1906611140776786,1.1523974295230517,1.1074669993647195,1.126760485562624,1.1469401905124823,1.0742022128714555
2024-08-25 14:00:34,1.1677217472919965,1.1750485478304131,1.140384000359775,1.0997101930689064,1.119694971461215,1.135808550659383,1.0742022128714555
2024-08-28 16:30:05,1.1677217472919965,1.1750485478304131,1.140384000359775,1.099601595228761,1.1196042564068496,1.135808550659383,1.0668832425309496
2024-08-31 12:00:28,1.1677217472919965,1.1750485478304131,1.140384000359775,1.099601595228761,1.1196042564068496,1.135808550659383,1.0771641617136594
2024-09-02 13:00:31,1.1833520248713805,1.1941914894485708,1.1548008285455722,1.104053713549965,1.1245881320237523,1.138136840036422,1.0771641617136594
2024-09-05 14:28:02,1.1471706848918337,1.157678729616925,1.119492449882164,1.0949361548073853,1.1146213266105849,1.103337967776005,1.0502770842200033
2024-09-07 13:00:06,1.1554848974871483,1.1676057707805163,1.128805123301751,1.0965703700055642,1.1165987317461417,1.1117025501367264,1.0326007986939667
2024-09-11 13:00:55,1.155693735575601,1.1561480225901493,1.1123262237386484,1.0960246910788447,1.1175113251289084,1.114906783280619,1.0594687480281375
2024-09-14 13:00:07,1.1557664666679845,1.1548722687917015,1.1134828524435847,1.0975390644072562,1.1192818167118228,1.1193056281911613,1.0739729082278728
2024-09-18 13:00:02,1.1557664666679845,1.1548722687917015,1.1134828524435847,1.0977896467446464,1.1192900689653185,1.1193056281911613,1.0728072568504763
2024-09-23 13:00:49,1.2072620000628131,1.1758817620445257,1.1312605351170364,1.1173771697721921,1.1399684857995045,1.1463608511461223,1.0886107322737655
2024-09-28 13:00:59,1.2072620000628131,1.1758817620445257,1.1312605351170364,1.1173771697721921,1.1399684857995045,1.1463608511461223,1.0920504185626192
2024-09-29 14:00:52,1.2428035932769186,1.1943773717350343,1.1572532327716096,1.118886350512858,1.142532125336108,1.1374284894556974,1.0920504185626192
2024-10-05 12:00:35,1.2428035932769186,1.1943773717350343,1.1572532327716096,1.118886350512858,1.142532125336108,1.1374284894556974,1.094935971402002
2024-10-06 12:00:07,1.2292602149316754,1.1915699431200992,1.1549170206017634,1.1206481338884078,1.1430116158304704,1.1268383750272106,1.094935971402002
2024-10-08 17:31:33,1.213713094517418,1.1644804562049447,1.1384495440173341,1.0973040290727096,1.1200102809254167,1.1127516946736675,1.0952990565268603
2024-10-12 13:00:28,1.213713094517418,1.1644804562049447,1.1384495440173341,1.0973040290727096,1.1200102809254167,1.1127516946736675,1.1075483099746235
2024-10-13 12:00:52,1.2313471807172742,1.1763489459606344,1.154381226599888,1.0991696215021511,1.1225222167419324,1.1285431399220438,1.1075483099746235
2024-10-16 15:10:39,1.20973831634426,1.1576837526216843,1.133864522707606,1.094334425092659,1.1166113403946143,1.1113524953820983,1.1127460374093148
2024-10-19 12:01:06,1.1978713624941482,1.1463717973005514,1.1233957341773337,1.0926311061488465,1.1150558777766455,1.1011290090807953,1.1171221870671013
2024-10-22 17:15:00,1.1853776302542605,1.1344152026850742,1.1116787786329423,1.0921751381943243,1.1148261636207417,1.089644294250996,1.1146952435148831
2024-10-26 12:00:53,1.1931024763223628,1.1418079377885515,1.1189233454468728,1.0929595440390163,1.115882423932757,1.0967452671622777,1.1065163224433843
2024-10-29 16:15:00,1.16671254598326,1.1165525783061416,1.094174164444284,1.0889635069502663,1.1116413232229276,1.072486637434706,1.111733294672679
2024-10-31 16:00:13,1.1960110634324583,1.1438743743409407,1.1206008861850283,1.095586756293606,1.1190804524172295,1.1001096499924807,1.0866425146438305
2024-11-05 13:01:14,1.3512153734156311,1.3194456072220435,1.270861402109009,1.1526340406952156,1.1810181314098882,1.1545623831071097,1.10204476525841
2024-11-09 13:00:09,1.4221492482580311,1.394117429213067,1.3145873315487615,1.1650086683487815,1.1943511406412046,1.2094549543719,1.1431110575107941
2024-11-15 13:00:41,1.4090294973794175,1.3840338550641205,1.3039228672228618,1.162509482186635,1.19293888037029,1.1982973717766128,1.1193388375001037
2024-11-23 13:00:05,1.5095008780174857,1.531052096825914,1.4148733042959436,1.1785975240195172,1.2065055342844833,1.282316714105145,1.1379897260789247
2024-11-30 14:00:40,1.6378792151587453,1.6612632978457473,1.5352038617114716,1.1974199544910418,1.2230957271428333,1.3913737473554137,1.1514427705879355
2024-12-07 14:00:07,1.6038999773710727,1.653855896702748,1.51608055596809,1.200825813378071,1.2259068939505018,1.4071056937884787,1.161494385127063
2024-12-14 13:00:49,1.6037992418049212,1.6334134504274027,1.5100112517492303,1.193419422462937,1.2179924307882537,1.3781329014859474,1.1546150125493557
2024-12-22 13:00:44,1.5883423712207683,1.6174570567437274,1.4952759635755428,1.1904531055616803,1.215016519574206,1.3648487507571399,1.1296580130017833
2024-12-29 13:00:46,1.597762605641212,1.628517256533321,1.5036250722811288,1.191329184888293,1.2162640717991107,1.3734408958594775,1.137034251185625
