kol,bc_only_cumulative_return,bc_plus_vanilla_iql_cumulative_return,full_cumulative_return,iql_modified_only_cumulative_return,iql_vanilla_only_cumulative_return,bc_only_max_drawdown,bc_plus_vanilla_iql_max_drawdown,full_max_drawdown,iql_modified_only_max_drawdown,iql_vanilla_only_max_drawdown,bc_only_sharpe,bc_plus_vanilla_iql_sharpe,full_sharpe,iql_modified_only_sharpe,iql_vanilla_only_sharpe
Ale_s_World_of_Stocks,0.6046695808742704,0.1885070290461739,0.5743652948380067,0.4816062923801352,0.21308358884670509,0.13087333985855545,0.052074822039077755,0.12205072995855502,0.13292859977481683,0.037975282758394374,3.5347843205892624,3.3731388443104735,3.6540729352692085,3.1492954239882907,3.89240474975157
Financial_Education,0.08385775355793057,0.17047983170656944,0.39257089576285065,0.43438788368601666,0.19224350184963646,0.17752954918449995,0.08740805419565842,0.12268195280431367,0.1293361674679195,0.08481251505459657,0.7617323860915705,2.186009597305544,2.192228331991626,2.3802271147494265,2.3952459504047137
Invest_with_Henry,0.4925017511217247,0.17222924774251847,0.4148956264050405,0.48464385871419013,0.18372378947302082,0.22310630417770466,0.060315501729142774,0.23603233104598534,0.21845107882998654,0.05756401126866145,2.4177379760708035,2.694342775064101,2.090199215119707,2.3663625184766692,2.7670460338456526
Joseph_Carlson,0.28416934965869034,0.23668749874555695,0.302561979892499,0.26003268355988585,0.2215405477818848,0.12057138514067886,0.055192834359938873,0.12456658575175544,0.14088976123446967,0.05264451732660324,2.4548064435179118,4.445915027395724,2.574232070738338,2.2276720265309446,4.3393770001765475
MarketBeat,0.21309213118512704,-0.015955369374023753,0.27028387812751875,0.1976329097519527,-0.028345965423898778,0.26344273928303374,0.07527433878798014,0.25367179137695417,0.2830078521040776,0.0796455147833063,0.7366195840806671,-0.1818679842764734,0.8325257505614927,0.7099060567460201,-0.37144694307338183
The_Maverick_of_Wall_Street,0.4355053189488376,0.28890929429449597,0.5801140703735121,0.5772676003168677,0.30052913412834537,0.12143476178346745,0.03877959221193206,0.12717555650511345,0.09030668813292571,0.043615988285324155,2.718968151938092,3.6072681264918236,3.3032830236828894,3.4881378546039508,3.594823777847564
Tom_Nash,-0.03170267812765004,0.06600356276654606,0.03959109123613036,0.016974342625818206,0.05825000623945176,0.3117070536555939,0.11136441780702099,0.3111577146541869,0.3134112368285555,0.11446559380050128,0.18743525248351983,1.4105805509791716,0.6146996724994682,0.4851978096754233,1.2651213532171464
