date,beta5,beta8,test_v2
2023-09-25,1.0,1.0,1.0
2023-09-26,0.987076576589767,0.984794968957618,0.9837067280561425
2023-09-27,0.9888787400593076,0.9849955368362772,0.979404602024043
2023-09-28,1.007683758111281,0.996475542448808,0.9904463572081366
2023-09-29,0.9946174290482231,1.0009837896503049,1.0001817528737906
2023-10-02,0.9875150043514542,1.0004262195788518,0.9995950619842418
2023-10-03,0.942293404560214,0.9778382438878412,0.9860272823141693
2023-10-04,0.9982125915882376,1.035866793571513,1.0445417999236752
2023-10-05,0.9939698599222032,1.0314640191686306,1.04010215389198
2023-10-06,1.0001276506617494,1.0320546826871333,1.0396947691104863
2023-10-09,1.0121356462851736,1.0336086397112207,1.041925538799357
2023-10-10,1.0186712883336568,1.0405963718024962,1.0511880490840024
2023-10-11,1.0164090922398386,1.0345328271955785,1.0458022276320185
2023-10-12,0.9866079644302976,1.0129335969106676,1.0254537791772786
2023-10-13,1.0197796506777956,1.0243041453136388,1.0522313237980616
2023-10-16,1.0351770184190607,1.0436495888483728,1.0641607519552947
2023-10-17,1.0424141334474657,1.048747357229203,1.0613275745597968
2023-10-18,1.0362585128960051,1.040555251093203,1.056349098699825
2023-10-19,1.0257689117192792,1.025225937803068,1.0418075620216225
2023-10-20,0.9993067206600228,0.9987777540697764,1.0149316151702144
2023-10-23,0.9998656458346464,0.999336383386544,1.0154992795504412
2023-10-24,1.0116035056341466,1.0110680299428565,1.027420669408682
2023-10-25,0.9952015692226076,0.9946747756268118,1.01076227667508
2023-10-26,0.9673565609478773,0.9668445066496144,0.982481891245435
2023-10-27,0.9748312388735167,0.9743152279773308,0.9900734412501584
2023-10-30,0.968638226002464,0.9624054434927064,0.9703033999231736
2023-10-31,0.9864085788184972,0.9814408942467496,0.9797350755377962
2023-11-01,1.0105655631767785,0.9967904332895146,0.9852726997203266
2023-11-02,1.0425862249082924,1.0259832663034405,1.0153409834436191
2023-11-03,1.0688108847326188,1.0511191239873388,1.029904327766138
2023-11-06,1.0616616825028995,1.041201510563488,1.0219847484378604
2023-11-07,1.0641148927066553,1.0432185846222966,1.0330817618537045
2023-11-08,1.062578877434101,1.039562356542082,1.0276006343839932
2023-11-09,1.0362387302262812,1.013224347998143,1.0022061291376363
2023-11-10,1.0340749388560946,1.0202692958663038,1.0144856476547242
2023-11-13,1.0389662930111276,1.029625745398378,1.0228157615728048
2023-11-14,1.0762996684565282,1.066712979142503,1.0511511131447138
2023-11-15,1.1146176567469182,1.1230110893983296,1.0769660444787392
2023-11-16,1.0892199414932875,1.103544651669582,1.055670074179598
2023-11-17,1.097824310815883,1.107905643990997,1.0616791842698476
2023-11-20,1.1039155397350702,1.1140528087348651,1.0675698635765554
2023-11-21,1.1301545752007638,1.1405327975626924,1.0929449964596505
2023-11-22,1.0974026285011842,1.10748008936279,1.0612713855615483
2023-11-24,1.1032126643814246,1.1133434788688257,1.0668901299208602
2023-11-27,1.1061645835759433,1.116322505570996,1.0697448591626804
2023-11-28,1.156018829606157,1.1666345637114657,1.11795768769661
2023-11-29,1.143930102780765,1.154434825969673,1.10626697406566
2023-11-30,1.1283590422648075,1.1397696957051977,1.0873503427315594
2023-12-01,1.1401242657188435,1.152711786276147,1.0982590066433588
2023-12-04,1.1225972501151078,1.135425185315556,1.0844117109075904
2023-12-05,1.1379163169406497,1.1502684449458875,1.0928820225740563
2023-12-06,1.1152607967706134,1.1282095216549095,1.0839144670197536
2023-12-07,1.1331938147045464,1.145158000448144,1.096396354353608
2023-12-08,1.141196963162025,1.1532731242384715,1.1043328328038386
2023-12-11,1.1503554952089845,1.1628949525716,1.106628901168349
2023-12-12,1.1394119387264514,1.152887681073412,1.100332459657602
2023-12-13,1.1526905218152883,1.1645294337754892,1.1091198262735404
2023-12-14,1.155945041743642,1.1721188273953154,1.108087525519945
2023-12-15,1.157040809263843,1.1733824237750206,1.1123330125594466
2023-12-18,1.1557833885036348,1.1721072436711688,1.1111241782546766
2023-12-19,1.1820446209474362,1.1987393800050916,1.1363706825817996
2023-12-20,1.1575204339425695,1.17435029492818,1.1145937261240884
2023-12-21,1.171282842859236,1.1871053246778691,1.1313163336455825
2023-12-22,1.1624329495422725,1.177770499319283,1.1298875012293703
2023-12-26,1.1668390918302314,1.1821435475336446,1.137330327075209
2023-12-27,1.1675399571817515,1.182320214527801,1.1404377694187835
2023-12-28,1.1631820924184786,1.1777166065575462,1.1405000601003183
2023-12-29,1.1517561905820213,1.165532947157886,1.1382764213864374
2024-01-02,1.1366134967434132,1.1523540108166328,1.1258242753331371
2024-01-03,1.102474933014455,1.1161650461550476,1.0900639607567328
2024-01-04,1.093706486012726,1.1069219253607931,1.0811093500850275
2024-01-05,1.1001161564380617,1.1135854292106868,1.087780410921407
