date,KICL,WO_BC_ANCHOR,WO_ENTRY_PEN,WO_FIDELITY,WO_HARD,WO_MKT_FACTORS,WO_REV_PEN,WO_RL_COMPLETION,WO_SOFT,WO_REGIME_SPLIT
2025-03-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-03-27,0.9425121678216216,0.9400916852973706,0.9505715825644274,0.9456592273373012,0.9376340249582964,0.9382608715009906,0.9441092073076516,0.9377465328303772,0.9377465328303772,0.9437130800568748
2025-03-28,0.8402150778040621,0.8305666770446277,0.830544606436823,0.8390836942452657,0.8471765058911092,0.8273758737069167,0.8437243959529148,0.8626256632681051,0.8243934034926944,0.8332365435232985
2025-03-31,0.8894125186752696,0.877421478152882,0.8733059582647262,0.8871148260248347,0.8190694537884593,0.8680691955935259,0.8929591114254457,0.9173878383495798,0.8695705422607294,0.8710213902221903
2025-04-01,0.9028379874550174,0.8906979189334948,0.8864125807056917,0.9004604308031972,0.827151877487495,0.8812169113317738,0.906378871169226,0.9314262860223238,0.8826943007820441,0.8843503092434771
2025-04-02,0.9102021303807334,0.8979630394421628,0.893642747165424,0.907805180806549,0.8393447614708633,0.8884046984804935,0.9137718958811728,0.9390236139929514,0.889894138494896,0.8915636544550891
2025-04-03,0.843201871548571,0.8325176895959425,0.8284358800632875,0.8417208923014188,0.7800567048710778,0.8239581641334746,0.8472308811165786,0.8707193058352757,0.8253445508161178,0.8268626613579096
2025-04-04,0.9076309106814564,0.8961303505869429,0.8917366500647322,0.9060367698379068,0.7793875396055971,0.8869167919450093,0.9119677767947147,0.9372509516040296,0.8884091124079765,0.8900432217476902
2025-04-07,0.904352910864766,0.8924185070017533,0.8878026794787536,0.9054489981228352,0.7619030884276076,0.882431841600982,0.9075637849568864,0.9322581416658176,0.8835890410362741,0.8849973154472875
2025-04-08,0.8752768480439022,0.8635015443480126,0.858089385915103,0.8764807877329805,0.7299532652594819,0.8540915347366929,0.8779257327135057,0.9052615053263328,0.854424140601026,0.8552293275303491
2025-04-09,0.9945862294173652,1.0009196200326804,0.981482840050104,1.0067918796133035,0.8156213088383161,0.9784729002299256,1.0151286906446189,1.0467184622910866,0.986295971198408,0.9784161963884508
2025-04-10,0.9445583545468836,0.9501107182664286,0.932887986349997,0.9582314874100838,0.7706615716607527,0.9303363781610904,0.9626201640975346,0.9960089240444404,0.9368875533768546,0.9290273454673544
2025-04-11,0.9618051898879516,0.9692562097800832,0.9484673610229052,0.9736430689288056,0.7840934087549126,0.9484278623272548,0.9771631188498848,1.0132251137714656,0.9536085367073194,0.9414112248053856
2025-04-14,0.9632146049477668,0.9686544274789914,0.9480878302949288,0.9709643313889812,0.7837843205623055,0.945393271170072,0.9742943042876308,1.014351605917271,0.9528131576553236,0.940724123215458
2025-04-15,0.9660792608444082,0.9662008564458432,0.9485101399096866,0.9706733261997536,0.7763167880214498,0.9486096670671148,0.9762170053331364,1.01499277855168,0.9529867785980392,0.9356314683616108
2025-04-16,0.9406695208681782,0.9411364980686336,0.9234349010765794,0.9464035325083516,0.758053991927477,0.922183305674283,0.9510675025873424,0.9913709675522704,0.9271561841616336,0.9105707780161494
2025-04-17,0.9400351389575012,0.9422802796134832,0.9234888690187216,0.943786989716914,0.7557118254251165,0.9204937906713558,0.9479092212003428,0.99460305049573,0.9262460720361958,0.910255595393119
2025-04-21,0.9122647760093442,0.9143960389810932,0.8964167769413893,0.915922289039364,0.7389770343127559,0.8916801816172167,0.9197293411218688,0.9607165689445516,0.8983935174623429,0.8822074383374539
2025-04-22,0.9241681626793214,0.9282284325240016,0.911073201003932,0.9279682536036248,0.7495843279343033,0.9009141563035848,0.93710236543386,0.9826931350630002,0.9181379406459608,0.8963755062203571
2025-04-23,0.9882526452798028,0.98519680657841,0.9752033169376828,1.0017233544516928,0.7663790832245992,0.9456417683430468,1.0162940652616852,1.0356868208046708,0.967233369312848,0.9645447424293544
2025-04-24,1.0600191463165345,1.0543704562587093,1.0412491772936106,1.0692129206472407,0.8073054906821047,1.005524365069476,1.084167019233709,1.0997174753140786,1.028931952744987,1.0295666159750192
2025-04-25,1.0675748047453752,1.0618858516670229,1.0486710461818096,1.0768341109287427,0.7816921213018624,1.012691592822618,1.091894800100318,1.107556097513096,1.0362660262930696,1.0369052133079788
2025-04-28,1.058676110977648,1.0530345777625951,1.0399299233475368,1.0678582368736378,0.7804277250884476,1.004250374159885,1.082793388743028,1.0983241425263923,1.0276283046187733,1.0282621637358331
2025-04-29,1.066512022233459,1.06132032094395,1.0475571292157406,1.076389623158648,0.7828148026685436,1.0123114534039852,1.0919503061445497,1.1062153474644965,1.0361085468576396,1.037240469103984
2025-04-30,1.046394801947556,1.0428400383734284,1.0267963731275913,1.056192652781001,0.7731625409895809,0.9926687433208596,1.072560682457703,1.0802080277356612,1.0144218069245452,1.018591654254685
2025-05-01,1.0768200648055803,1.0731619419487617,1.056651786682712,1.086902800642751,0.7958199814126926,1.0215318525319044,1.1037467516490074,1.1116164532401036,1.043917414191656,1.0482085051488292
2025-05-02,1.061159522530596,1.0480243216963885,1.024309986689928,1.0532204976810835,0.8077923125971747,0.9949933593124268,1.069253583785295,1.0731460562815784,1.0147466754096943,1.0201707470355954
2025-05-05,1.05293739151433,1.0389520335342937,1.0191594463647509,1.0475470411545902,0.8404065582264272,0.9931650594878568,1.0608642171649327,1.0735993833016035,1.0059358031367158,1.0176307275018888
2025-05-06,1.0994132655191988,1.0741850499368424,1.0521547141391288,1.0810198164518132,0.8370303077877039,1.015728607272941,1.0819389980664644,1.0791197191830948,1.0337624538909698,1.046071237474197
2025-05-07,1.1070311680432523,1.0814543426362493,1.0528601836064988,1.0805953666273505,0.8385302381190616,1.0241846659985283,1.0797008618755553,1.086543307372516,1.0302761395426636,1.0517220684607635
2025-05-08,1.1282197832801488,1.097038255726859,1.0718141077386611,1.1001487067021216,0.8546006981691862,1.040451718088008,1.098558486879023,1.1190457850468896,1.0456038997058723,1.0734279100638462
2025-05-09,1.1431042932701274,1.111952948812072,1.0857025241990947,1.1148618843416969,0.8669898514516704,1.0542603244482875,1.1134985500411685,1.132343502928596,1.056345351275042,1.0876821037251587
2025-05-12,1.1987345558256195,1.166506911850217,1.138735037810264,1.176359527990265,0.8847373061309234,1.1063595888594455,1.1623583637664128,1.195431521915774,1.1082417521048409,1.142540190947512
2025-05-13,1.282456155309437,1.2292048799992856,1.189334393641057,1.2401636281339996,0.8987052061483215,1.1613743801590282,1.1623583637664128,1.2430789705549576,1.17950843695397,1.2207019961392636
2025-05-14,1.2941415461097276,1.2405622281812063,1.2010578488848018,1.2526262542044695,0.9096240072989574,1.1721050023845403,1.1733575286791451,1.2555710367244373,1.190363978683045,1.232290308362387
2025-05-15,1.2730822487686215,1.210244777884982,1.157827185591372,1.2214383758695204,0.9036858385907052,1.1393847508816255,1.156180896016647,1.2292112509154682,1.1604392186292414,1.1857985718856052
