method,run_name,trained_cumulative_return,baseline_cumulative_return,trained_sharpe,baseline_sharpe,trained_max_drawdown,baseline_max_drawdown
KICL,Unrivaled_Investing_20260316_014416,0.04191725718170147,0.02650965468519484,0.3328129087023456,0.27730384662830315,0.2061972204246545,0.21614508105814012
WO_BC_ANCHOR,Unrivaled_Investing_20260321_144810,0.037410748586178766,0.02650965468519484,0.3166759302268954,0.27730384662830315,0.20747497069071932,0.21614508105814012
WO_ENTRY_PEN,Unrivaled_Investing_20260321_194032,0.04833574659066753,0.02650965468519484,0.35652935736220914,0.27730384662830315,0.2136925746421606,0.21614508105814012
WO_FIDELITY,Unrivaled_Investing_20260321_162815,0.03372522906366204,0.02650965468519484,0.30266263750504535,0.27730384662830315,0.208205959569681,0.21614508105814012
WO_HARD,Unrivaled_Investing_20260321_020231,0.24380357118456253,0.02650965468519484,1.3518946266989833,0.27730384662830315,0.14615282636083213,0.21614508105814012
WO_MKT_FACTORS,Unrivaled_Investing_20260321_211642,0.04769496341544954,0.02650965468519484,0.35371851704386853,0.27730384662830315,0.20823599365857323,0.21614508105814012
WO_REV_PEN,Unrivaled_Investing_20260321_180404,0.04618863588215549,0.02650965468519484,0.3484190147549945,0.27730384662830315,0.2068600963271008,0.21614508105814012
WO_RL_COMPLETION,Unrivaled_Investing_20260321_162411,0.026471544606643027,0.02650965468519484,0.27715662152323334,0.27730384662830315,0.21614508105827163,0.21614508105814012
WO_SOFT,Unrivaled_Investing_20260322_131142,0.03509843505144783,0.02650965468519484,0.3083537097313214,0.27730384662830315,0.2046323014103923,0.21614508105814012
WO_REGIME_SPLIT,Unrivaled_Investing_20260321_225234,0.07629840159799084,0.02650965468519484,0.4551251633948183,0.27730384662830315,0.1880474292371696,0.21614508105814012
